日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,信号
2015-01-05,3.11,20.01,0.9656,0.00,100000.00,100000.00,0.0000,持有
2015-01-06,3.42,22.02,0.9717,0.00,100000.00,100000.00,0.0000,持有
2015-01-07,3.55,22.89,0.9726,0.00,100000.00,100000.00,0.0000,持有
2015-01-08,3.65,23.50,0.9734,0.00,100000.00,100000.00,0.0000,持有
2015-01-09,3.78,24.35,0.9769,0.00,100000.00,100000.00,0.0000,持有
2015-01-12,4.16,26.78,0.9769,0.00,100000.00,100000.00,0.0000,持有
2015-01-13,4.03,25.94,0.9761,0.00,100000.00,100000.00,0.0000,持有
2015-01-14,4.02,25.89,0.9752,0.00,100000.00,100000.00,0.0000,持有
2015-01-15,4.33,27.90,0.9770,0.00,100000.00,100000.00,0.0000,持有
2015-01-16,4.77,30.69,0.9770,0.00,100000.00,100000.00,0.0000,持有
2015-01-19,4.77,30.69,0.9761,0.00,100000.00,100000.00,0.0000,持有
2015-01-20,4.77,30.69,0.9753,0.00,100000.00,100000.00,0.0000,持有
2015-01-21,4.77,30.69,0.9745,0.00,100000.00,100000.00,0.0000,持有
2015-01-22,4.82,31.03,0.9771,0.00,100000.00,100000.00,0.0000,持有
2015-01-23,4.34,27.93,0.9728,0.00,100000.00,100000.00,0.0000,持有
2015-01-26,4.57,29.42,0.9729,0.00,100000.00,100000.00,0.0000,持有
2015-01-27,4.50,28.98,0.9720,0.00,100000.00,100000.00,0.0000,持有
2015-01-28,4.31,27.76,0.9695,0.00,100000.00,100000.00,0.0000,持有
2015-01-29,4.32,27.84,0.9695,0.00,100000.00,100000.00,0.0000,持有
2015-01-30,4.16,26.79,0.9679,0.00,100000.00,100000.00,0.0000,持有
2015-02-02,4.42,28.49,0.9713,0.00,100000.00,100000.00,0.0000,持有
2015-02-03,4.75,30.61,0.9730,0.00,100000.00,100000.00,0.0000,持有
2015-02-04,4.78,30.75,0.9764,0.00,100000.00,100000.00,0.0000,持有
2015-02-05,4.72,30.39,0.9714,0.00,100000.00,100000.00,0.0000,持有
2015-02-06,4.46,28.70,0.9689,0.00,100000.00,100000.00,0.0000,持有
2015-02-09,4.46,28.70,0.9680,0.00,100000.00,100000.00,0.0000,持有
2015-02-10,4.46,28.70,0.9672,0.00,100000.00,100000.00,0.0000,持有
2015-02-11,4.46,28.70,0.9664,0.00,100000.00,100000.00,0.0000,持有
2015-02-12,4.46,28.70,0.9656,0.00,100000.00,100000.00,0.0000,持有
2015-02-13,4.46,28.70,0.9648,0.00,100000.00,100000.00,0.0000,持有
2015-02-16,4.46,26.54,0.9581,0.00,100000.00,100000.00,0.0000,持有
2015-02-17,4.46,26.54,0.9573,0.00,100000.00,100000.00,0.0000,持有
2015-02-25,4.46,26.54,0.9565,0.00,100000.00,100000.00,0.0000,持有
2015-02-26,4.46,26.54,0.9557,0.00,100000.00,100000.00,0.0000,持有
2015-02-27,4.46,26.54,0.9549,0.00,100000.00,100000.00,0.0000,持有
2015-03-02,4.46,26.54,0.9541,0.00,100000.00,100000.00,0.0000,持有
2015-03-03,4.46,26.54,0.9533,0.00,100000.00,100000.00,0.0000,持有
2015-03-04,4.46,26.54,0.9525,0.00,100000.00,100000.00,0.0000,持有
2015-03-05,4.46,26.54,0.9517,0.00,100000.00,100000.00,0.0000,持有
2015-03-06,4.46,26.54,0.9510,0.00,100000.00,100000.00,0.0000,持有
2015-03-09,4.46,26.54,0.9502,0.00,100000.00,100000.00,0.0000,持有
2015-03-10,4.46,26.54,0.9494,0.00,100000.00,100000.00,0.0000,持有
2015-03-11,4.46,26.54,0.9486,0.00,100000.00,100000.00,0.0000,持有
2015-03-12,4.46,26.54,0.9478,0.00,100000.00,100000.00,0.0000,持有
2015-03-13,4.46,26.54,0.9470,0.00,100000.00,100000.00,0.0000,持有
2015-03-16,4.46,26.54,0.9462,0.00,100000.00,100000.00,0.0000,持有
2015-03-17,4.46,26.54,0.9455,0.00,100000.00,100000.00,0.0000,持有
2015-03-18,4.46,26.54,0.9447,0.00,100000.00,100000.00,0.0000,持有
2015-03-19,4.46,26.54,0.9439,0.00,100000.00,100000.00,0.0000,持有
2015-03-20,4.46,26.50,0.9431,0.00,100000.00,100000.00,0.0000,持有
2015-03-23,4.46,26.50,0.9423,0.00,100000.00,100000.00,0.0000,持有
2015-03-24,4.46,26.50,0.9416,0.00,100000.00,100000.00,0.0000,持有
2015-03-25,4.46,26.50,0.9408,0.00,100000.00,100000.00,0.0000,持有
2015-03-26,4.46,26.50,0.9400,0.00,100000.00,100000.00,0.0000,持有
2015-03-27,4.46,26.50,0.9392,0.00,100000.00,100000.00,0.0000,持有
2015-03-30,4.46,26.50,0.9385,0.00,100000.00,100000.00,0.0000,持有
2015-03-31,4.46,26.50,0.9377,0.00,100000.00,100000.00,0.0000,持有
2015-04-01,4.46,26.50,0.9369,0.00,100000.00,100000.00,0.0000,持有
2015-04-02,4.46,26.50,0.9362,0.00,100000.00,100000.00,0.0000,持有
2015-04-03,4.46,26.50,0.9354,0.00,100000.00,100000.00,0.0000,持有
2015-04-07,4.46,26.50,0.9346,0.00,100000.00,100000.00,0.0000,持有
2015-04-08,4.46,26.50,0.9339,0.00,100000.00,100000.00,0.0000,持有
2015-04-09,4.46,26.50,0.9331,0.00,100000.00,100000.00,0.0000,持有
2015-04-10,4.46,24.72,0.9307,0.00,100000.00,100000.00,0.0000,持有
2015-04-13,4.46,24.72,0.9300,0.00,100000.00,100000.00,0.0000,持有
2015-04-14,4.46,24.72,0.9292,0.00,100000.00,100000.00,0.0000,持有
2015-04-15,4.46,24.72,0.9285,0.00,100000.00,100000.00,0.0000,持有
2015-04-16,4.90,27.19,0.9610,0.00,100000.00,100000.00,0.0000,持有
2015-04-17,5.39,29.91,0.9716,0.00,100000.00,100000.00,0.0000,持有
2015-04-20,5.93,32.90,0.9789,0.00,100000.00,100000.00,0.0000,持有
2015-04-21,6.53,36.19,0.9797,0.00,100000.00,100000.00,0.0000,持有
2015-04-22,7.18,39.81,0.9830,0.00,100000.00,100000.00,0.0000,持有
2015-04-23,7.90,43.79,0.9903,0.00,100000.00,100000.00,0.0000,持有
2015-04-24,8.69,48.17,0.9927,0.00,100000.00,100000.00,0.0000,持有
2015-04-27,9.55,52.98,0.9968,0.00,100000.00,100000.00,0.0000,持有
2015-04-28,10.51,58.29,0.9992,0.00,100000.00,100000.00,0.0000,持有
2015-04-29,11.56,64.12,0.9992,0.00,100000.00,100000.00,0.0000,持有
2015-04-30,12.72,70.53,0.9992,0.00,100000.00,100000.00,0.0000,持有
2015-05-04,11.65,64.61,0.9984,0.00,100000.00,100000.00,0.0000,持有
2015-05-05,11.36,63.02,0.9968,0.00,100000.00,100000.00,0.0000,持有
2015-05-06,11.40,63.24,0.9968,0.00,100000.00,100000.00,0.0000,持有
2015-05-07,10.91,60.49,0.9952,0.00,100000.00,100000.00,0.0000,持有
2015-05-08,11.34,62.91,0.9952,0.00,100000.00,100000.00,0.0000,持有
2015-05-11,12.48,69.20,0.9984,0.00,100000.00,100000.00,0.0000,持有
2015-05-12,13.73,76.12,0.9992,0.00,100000.00,100000.00,0.0000,持有
2015-05-13,12.79,70.91,0.9984,0.00,100000.00,100000.00,0.0000,持有
2015-05-14,11.51,63.83,0.9944,0.00,100000.00,100000.00,0.0000,持有
2015-05-15,11.65,64.62,0.9960,0.00,100000.00,100000.00,0.0000,持有
2015-05-18,11.81,65.48,0.9960,0.00,100000.00,100000.00,0.0000,持有
2015-05-19,11.63,64.52,0.9936,0.00,100000.00,100000.00,0.0000,持有
2015-05-20,11.71,64.94,0.9952,0.00,100000.00,100000.00,0.0000,持有
2015-05-21,11.41,63.27,0.9904,0.00,100000.00,100000.00,0.0000,持有
2015-05-22,11.93,66.16,0.9960,0.00,100000.00,100000.00,0.0000,持有
2015-05-25,11.70,64.87,0.9936,0.00,100000.00,100000.00,0.0000,持有
2015-05-26,12.73,70.57,0.9976,0.00,100000.00,100000.00,0.0000,持有
2015-05-27,11.90,65.96,0.9944,0.00,100000.00,100000.00,0.0000,持有
2015-05-28,11.04,61.24,0.9841,0.00,100000.00,100000.00,0.0000,持有
2015-05-29,11.25,62.41,0.9841,0.00,100000.00,100000.00,0.0000,持有
2015-06-01,11.95,66.29,0.9952,0.00,100000.00,100000.00,0.0000,持有
2015-06-02,13.15,72.92,0.9984,0.00,100000.00,100000.00,0.0000,持有
2015-06-03,14.46,80.21,0.9992,0.00,100000.00,100000.00,0.0000,持有
2015-06-04,15.42,85.54,0.9992,0.00,100000.00,100000.00,0.0000,持有
2015-06-05,14.00,77.62,0.9976,0.00,100000.00,100000.00,0.0000,持有
2015-06-08,13.23,73.38,0.9961,0.00,100000.00,100000.00,0.0000,持有
2015-06-09,12.85,71.28,0.9945,0.00,100000.00,100000.00,0.0000,持有
2015-06-10,13.32,73.84,0.9961,0.00,100000.00,100000.00,0.0000,持有
2015-06-11,12.84,71.19,0.9929,0.00,100000.00,100000.00,0.0000,持有
2015-06-12,12.53,69.48,0.9898,0.00,100000.00,100000.00,0.0000,持有
2015-06-15,11.28,62.53,0.9764,0.00,100000.00,100000.00,0.0000,持有
2015-06-16,11.31,62.70,0.9764,0.00,100000.00,100000.00,0.0000,持有
2015-06-17,12.44,68.96,0.9882,0.00,100000.00,100000.00,0.0000,持有
2015-06-18,11.21,62.17,0.9733,0.00,100000.00,100000.00,0.0000,持有
2015-06-19,11.36,63.01,0.9765,0.00,100000.00,100000.00,0.0000,持有
2015-06-23,11.85,65.69,0.9851,0.00,100000.00,100000.00,0.0000,持有
2015-06-24,11.36,63.02,0.9757,0.00,100000.00,100000.00,0.0000,持有
2015-06-25,10.73,59.48,0.9687,0.00,100000.00,100000.00,0.0000,持有
2015-06-26,9.65,53.53,0.9648,0.00,100000.00,100000.00,0.0000,持有
2015-06-29,8.69,48.18,0.9594,0.00,100000.00,100000.00,0.0000,持有
2015-06-30,9.56,53.00,0.9641,0.00,100000.00,100000.00,0.0000,持有
2015-07-01,8.94,49.57,0.9610,0.00,100000.00,100000.00,0.0000,持有
2015-07-02,8.60,47.71,0.9564,0.00,100000.00,100000.00,0.0000,持有
2015-07-03,8.43,46.73,0.9556,0.00,100000.00,100000.00,0.0000,持有
2015-07-06,7.74,43.08,0.9495,0.00,100000.00,100000.00,0.0000,持有
2015-07-07,6.97,38.77,0.9425,0.00,100000.00,100000.00,0.0000,持有
2015-07-08,6.97,38.77,0.9418,0.00,100000.00,100000.00,0.0000,持有
2015-07-09,7.66,42.65,0.9480,0.00,100000.00,100000.00,0.0000,持有
2015-07-10,8.43,46.92,0.9558,0.00,100000.00,100000.00,0.0000,持有
