日期,周期ID,操作类型,成交价格,操作数量,操作金额,操作后持仓,操作后市值,距上次调仓天数,触发涨跌幅,目标金额,手续费
2024-12-12,Cycle_1,减仓,4028.50,-0.05,-201.43,2.5000000000000004,10071.26,8,2.05%,10072.40,0.01
2024-12-13,Cycle_1,补仓,3933.18,0.04,157.33,2.5400000000000005,9990.28,1,-2.37%,10002.80,0.01
2025-01-02,Cycle_1,补仓,3820.40,0.09,343.84,2.6300000000000003,10047.64,13,-2.87%,10036.40,0.02
2025-01-03,Cycle_2,补仓,3775.16,0.3,1132.55,5.3500000000000005,20197.13,34,-4.88%,20190.40,0.06
2025-01-10,Cycle_1,补仓,3732.48,0.05,186.62,2.68,10003.05,6,-2.30%,10016.80,0.01
2025-01-14,Cycle_1,减仓,3820.54,-0.05,-191.03,2.6300000000000003,10048.02,2,2.36%,10055.60,0.01
2025-02-10,Cycle_1,减仓,3901.06,-0.04,-156.04,2.5900000000000003,10103.75,13,2.11%,10086.40,0.01
2025-02-14,Cycle_2,减仓,3939.01,-0.19,-748.41,5.16,20325.28,24,4.34%,20334.40,0.04
2025-03-14,Cycle_1,减仓,4006.56,-0.06,-240.39,2.5300000000000002,10136.59,24,2.70%,10117.20,0.01
2025-03-21,Cycle_1,补仓,3914.70,0.03,117.44,2.56,10021.62,5,-2.29%,10014.00,0.01
2025-04-07,Cycle_1,补仓,3589.44,0.23,825.57,2.79,10014.54,10,-8.31%,10028.00,0.04
2025-04-07,Cycle_2,补仓,3589.44,0.47,1687.04,5.63,20208.55,35,-8.87%,20196.00,0.08
2025-04-07,Cycle_3,补仓,3589.44,1.02,3661.23,8.64,31012.77,122,-10.66%,31024.80,0.18
2025-04-09,Cycle_1,减仓,3686.79,-0.06,-221.21,2.73,10064.95,2,2.71%,10055.60,0.01
2025-04-10,Cycle_2,减仓,3735.12,-0.22,-821.73,5.41,20206.97,3,4.06%,20216.80,0.04
2025-04-15,Cycle_1,减仓,3761.23,-0.06,-225.67,2.67,10042.50,4,2.02%,10061.20,0.01
2025-05-08,Cycle_1,减仓,3852.90,-0.05,-192.64,2.62,10094.59,14,2.44%,10089.20,0.01
2025-05-12,Cycle_2,减仓,3890.61,-0.19,-739.22,5.22,20308.98,19,4.16%,20306.40,0.04
2025-05-12,Cycle_3,减仓,3890.61,-0.73,-2840.15,7.91,30774.72,22,8.39%,30784.80,0.14
2025-05-14,Cycle_1,减仓,3943.21,-0.07,-276.02,2.5500000000000003,10055.19,4,2.34%,10061.20,0.01
2025-05-26,Cycle_1,补仓,3860.11,0.05,193.01,2.6,10036.28,8,-2.11%,10022.40,0.01
2025-06-25,Cycle_1,减仓,3960.07,-0.05,-198.00,2.5500000000000003,10098.17,21,2.59%,10108.80,0.01
2025-07-18,Cycle_1,减仓,4058.55,-0.06,-243.51,2.49,10105.79,17,2.49%,10097.60,0.01
2025-07-18,Cycle_2,减仓,4058.55,-0.18,-730.54,5.04,20455.08,48,4.32%,20468.80,0.04
2025-07-24,Cycle_1,减仓,4149.04,-0.07,-290.43,2.4200000000000004,10040.67,4,2.23%,10061.20,0.01
2025-08-01,Cycle_1,补仓,4054.93,0.05,202.75,2.47,10015.67,6,-2.27%,10016.80,0.01
2025-08-12,Cycle_1,减仓,4143.83,-0.04,-165.75,2.43,10069.50,7,2.19%,10069.60,0.01
2025-08-15,Cycle_3,减仓,4202.35,-0.49,-2059.15,7.42,31181.46,68,8.01%,31171.20,0.10
2025-08-18,Cycle_1,减仓,4239.41,-0.06,-254.36,2.37,10047.41,4,2.31%,10061.20,0.01
2025-08-18,Cycle_2,减仓,4239.41,-0.25,-1059.85,4.79,20306.79,21,4.46%,20317.60,0.05
2025-08-22,Cycle_1,减仓,4378.00,-0.07,-306.46,2.3000000000000003,10069.39,4,3.27%,10061.20,0.02
2025-08-25,Cycle_1,减仓,4469.22,-0.05,-223.46,2.2500000000000004,10055.75,1,2.08%,10052.80,0.01
2025-08-25,Cycle_2,减仓,4469.22,-0.26,-1162.00,4.53,20245.57,5,5.42%,20228.00,0.06
2025-09-04,Cycle_1,补仓,4365.21,0.05,218.26,2.3000000000000003,10039.98,8,-2.33%,10022.40,0.01
2025-09-05,Cycle_1,减仓,4460.32,-0.05,-223.02,2.2500000000000004,10035.73,1,2.18%,10052.80,0.01
2025-09-11,Cycle_3,减仓,4548.03,-0.66,-3001.70,6.76,30744.71,19,8.23%,30759.60,0.15
2025-09-17,Cycle_1,减仓,4551.02,-0.04,-182.04,2.2100000000000004,10057.76,8,2.03%,10072.40,0.01
2025-10-09,Cycle_1,减仓,4709.48,-0.07,-329.66,2.1400000000000006,10078.29,10,3.48%,10078.00,0.02
2025-10-09,Cycle_2,减仓,4709.48,-0.21,-988.99,4.32,20344.96,27,5.38%,20351.20,0.05
2025-10-13,Cycle_1,补仓,4593.98,0.04,183.76,2.1800000000000006,10014.87,2,-2.45%,10005.60,0.01
2025-10-17,Cycle_2,补仓,4514.23,0.12,541.71,4.44,20043.20,6,-4.15%,20033.60,0.03
2025-10-27,Cycle_1,减仓,4716.02,-0.04,-188.64,2.1400000000000006,10092.28,10,2.66%,10078.00,0.01
2025-10-27,Cycle_2,减仓,4716.02,-0.15,-707.40,4.29,20231.72,6,4.47%,20233.60,0.04
2025-11-04,Cycle_1,补仓,4618.70,0.03,138.56,2.1700000000000004,10022.58,6,-2.06%,10016.80,0.01
2025-11-21,Cycle_1,补仓,4453.61,0.08,356.29,2.2500000000000004,10020.62,13,-3.57%,10036.40,0.02
2025-11-21,Cycle_2,补仓,4453.61,0.22,979.79,4.51,20085.77,19,-5.56%,20106.40,0.05
2025-12-01,Cycle_1,减仓,4576.49,-0.05,-228.82,2.2000000000000006,10068.27,6,2.76%,10066.80,0.01
