日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,信号
2015-01-05,10.95,1.39,0.2304,0.00,100000.00,100000.00,0.0000,持有
2015-01-06,10.78,1.37,0.2266,0.00,100000.00,100000.00,0.0000,持有
2015-01-07,10.60,1.35,0.2196,0.00,100000.00,100000.00,0.0000,持有
2015-01-08,10.22,1.30,0.1999,0.00,100000.00,100000.00,0.0000,买入(补至30%)
2015-01-09,10.31,1.31,0.2027,30267.67,70021.32,100289.00,0.3018,持有
2015-01-12,10.24,1.30,0.2006,30055.74,70021.32,100077.07,0.3003,持有
2015-01-13,10.13,1.29,0.1980,29728.21,70021.32,99749.54,0.2980,持有
2015-01-14,10.31,1.31,0.2033,30267.67,70021.32,100289.00,0.3018,持有
2015-01-15,10.62,1.35,0.2215,31173.20,70021.32,101194.52,0.3081,持有
2015-01-16,10.66,1.36,0.2234,31288.80,70021.32,101310.12,0.3088,持有
2015-01-19,9.60,1.22,0.1692,28186.89,70021.32,98208.22,0.2870,持有
2015-01-20,9.61,1.22,0.1700,28206.16,70021.32,98227.48,0.2872,持有
2015-01-21,10.04,1.28,0.1951,29477.75,70021.32,99499.07,0.2963,持有
2015-01-22,9.93,1.26,0.1930,29150.22,70021.32,99171.54,0.2939,持有
2015-01-23,9.95,1.27,0.1933,29227.28,70021.32,99248.61,0.2945,持有
2015-01-26,9.86,1.26,0.1872,28957.55,70021.32,98978.88,0.2926,持有
2015-01-27,9.65,1.23,0.1745,28341.02,70021.32,98362.35,0.2881,持有
2015-01-28,9.53,1.21,0.1643,27994.23,70021.32,98015.55,0.2856,持有
2015-01-29,9.43,1.20,0.1577,27685.96,70021.32,97707.29,0.2834,持有
2015-01-30,9.41,1.20,0.1569,27628.16,70021.32,97649.49,0.2829,持有
2015-02-02,9.25,1.18,0.1503,27146.50,70021.32,97167.82,0.2794,持有
2015-02-03,9.56,1.22,0.1665,28071.29,70021.32,98092.62,0.2862,持有
2015-02-04,9.38,1.19,0.1567,27551.10,70021.32,97572.42,0.2824,持有
2015-02-05,9.40,1.20,0.1574,27589.63,70021.32,97610.95,0.2826,持有
