fund_id,fund_nm,qtype,issuer_nm,urls,asset_ratio,lof_type,t0,eval_show,price,pre_close,price_dt,increase_rt,volume,stock_volume,last_time,amount,amount_incr,amount_increase_rt,fund_nav,nav_dt,estimate_value,discount_rt,last_est_dt,last_est_time,ref_increase_rt,est_val_dt,est_val_increase_rt,index_id,index_nm,apply_fee,apply_status,apply_fee_tips,redeem_fee,redeem_status,redeem_fee_tips,m_fee,t_fee,min_amt,money_cd,notes,estimate_value2,discount_rt2,est_val_dt2,est_val_increase_rt2,ref_price,ref_increase_rt2,cal_tips,owned,holded,mt_fee,mt_fee_tips,cal_index_id,est_val_tm2,ref_price2,apply_redeem_status,amount_incr_tips,turnover_rt,last_est_datetime,fund_nm_color,est_val_dt_s,nav_dt_s
159518,标普油气ETF,E,嘉实基金,https://www.jsfund.cn/main/fund/159518/fundRecord.shtml,100.000,QDII,Y,Y,0.894,0.8950,2025-12-30,-0.11%,10898.95,12189.1191,15:14:51,141033,100,0.07,0.8728,2025-12-26,0.8830,,2025-12-30,15:14:51,1.21%,2025-12-29,1.17%,Y,标普石油天然气勘探及生产,0.50%,开放申购,最高不超过0.5%,0.50%,开放赎回,最高不超过0.5%,0.50,0.10,,USD,,-,-,-,-,4885.36,-,指数从 2025-12-26 4827.07  到 2025-12-29 4885.36；汇率美元对人民币中间价从 2025-12-26 7.03580  到 2025-12-29 7.03310,0,0,0.60,"管理费：0.50%
托管费：0.10%",SPSIOP.SPI,-,-,-,最新份额：141033万份；增长：0.07%,8.64%,2025-12-30 15:14:51,标普油气ETF,25-12-29,25-12-26
513350,标普油气ETF,E,富国基金,https://www.fullgoal.com.cn/fundDetail/513350/index.html,100.000,QDII,Y,Y,0.937,0.9370,2025-12-30,0.00%,6887.01,7355.2800,14:59:58,64075,0,0.00,0.9156,2025-12-26,0.9263,,2025-12-30,14:59:58,1.21%,2025-12-29,1.17%,Y,标普石油天然气勘探及生产,0.50%,暂停申购,最高不超过0.5%,0.50%,开放赎回,最高不超过0.5%,0.50,0.10,,USD,,-,-,-,-,4885.36,-,指数从 2025-12-26 4827.07  到 2025-12-29 4885.36；汇率美元对人民币中间价从 2025-12-26 7.03580  到 2025-12-29 7.03310,0,0,0.60,"管理费：0.50%
托管费：0.10%",SPSIOP.SPI,-,-,-,最新份额：64075万份；增长：0.00%,11.48%,2025-12-30 14:59:58,标普油气ETF,25-12-29,25-12-26
520920,恒生科技ETF天弘,A,天弘基金,https://www.thfund.com.cn/fundinfo/520920,100.000,INDEX,Y,Y,0.875,0.8630,2025-12-30,1.39%,27002.81,31040.5900,15:00:00,1221902,20000,1.66,0.8509,2025-12-29,0.8653,,2025-12-30,15:00:00,1.74%,2025-12-30,1.69%,Y,恒生科技,0.50%,开放申购,0.50%,0.50%,开放赎回,0.50%,0.50,0.10,,HKD,,-,-,-,-,5578.38,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：1221902万份；增长：1.66%,2.54%,2025-12-30 15:00:00,恒生科技ETF天弘,25-12-30,25-12-29
161124,港股小盘LOF,A,易方达,https://www.efunds.com.cn/fund/161124.shtml,95.000,INDEX,Y,Y,1.124,1.1220,2025-12-30,0.18%,737.25,658.6208,15:14:06,3127,1,0.03,1.1141,2025-12-29,1.1118,,2025-12-30,15:14:06,-0.17%,2025-12-30,-0.21%,Y,恒生小型股,1.20%,限1千,"M＜100万	1.20%
100万≤M＜200万	0.80%
200万≤M＜500万	0.50%
M≥500万	按笔收取，1000.00元/笔",1.50%,开放赎回,"0-6日	1.50%
7日及以上	0.50%",0.80,0.20,,HKD,,-,-,-,-,1571.42,-,,0,0,1.00,"管理费：0.80%
托管费：0.20%",,-,-,-,最新份额：3127万份；增长：0.03%,21.06%,2025-12-30 15:14:06,港股小盘LOF,25-12-30,25-12-29
159605,中概互联ETF,E,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159605&fromSearch=1,100.000,QDII,Y,Y,1.094,1.0840,2025-12-30,0.92%,35081.92,32172.5001,15:14:39,406549,-100,-0.02,1.0912,2025-12-26,1.0821,,2025-12-30,15:14:39,-0.79%,2025-12-29,-0.83%,Y,中证海外中国互联网30指数,-,开放申购,-,-,开放赎回,-,0.50,0.10,,USD,,-,-,-,-,9989.05,-,指数从 2025-12-26 10068.11  到 2025-12-29 9989.05；汇率美元对人民币中间价从 2025-12-26 7.03580  到 2025-12-29 7.03310,0,0,0.60,"管理费：0.50%
托管费：0.10%",930604.CSI,-,-,-,最新份额：406549万份；增长：-0.02%,7.91%,2025-12-30 15:14:39,中概互联ETF,25-12-29,25-12-26
159607,中概互联网ETF,E,嘉实基金,https://www.jsfund.cn/main/fund/159607/fundManager.shtml,100.000,QDII,Y,Y,1.090,1.0810,2025-12-30,0.83%,15453.39,14229.4800,15:14:06,92183,0,0.00,1.0878,2025-12-26,1.0788,,2025-12-30,15:14:06,-0.79%,2025-12-29,-0.83%,Y,中证海外中国互联网30指数,0.00%,开放申购,0.00%,0.00%,开放赎回,0.00%,0.50,0.10,,USD,,-,-,-,-,9989.05,-,指数从 2025-12-26 10068.11  到 2025-12-29 9989.05；汇率美元对人民币中间价从 2025-12-26 7.03580  到 2025-12-29 7.03310,0,0,0.60,"管理费：0.50%
托管费：0.10%",930604.CSI,-,-,-,最新份额：92183万份；增长：0.00%,15.44%,2025-12-30 15:14:06,中概互联网ETF,25-12-29,25-12-26
513220,中概互联ETF,E,招商基金,https://www.cmfchina.com/web/fundDetail/513220/index.html,100.000,QDII,Y,Y,1.271,1.2600,2025-12-30,0.87%,3930.46,3101.5000,14:59:49,33011,0,0.00,1.2714,2025-12-26,1.2607,,2025-12-30,14:59:49,-0.84%,2025-12-29,-0.84%,Y,中证全球中国互联网指数,-,开放申购,-,-,开放赎回,-,0.50,0.15,,CNY,,-,-,-,-,2177.93,-,指数从 2025-12-26 2196.37  到 2025-12-29 2177.93,0,0,0.65,"管理费：0.50%
托管费：0.15%",930796.CSI,-,-,-,最新份额：33011万份；增长：0.00%,9.40%,2025-12-30 14:59:49,中概互联ETF,25-12-29,25-12-26
513080,法国CAC40ETF,E,华安基金,http://www.huaan.com.cn/funds/513080/index.shtml,100.000,QDII,Y,Y,1.782,1.7860,2025-12-30,-0.22%,1408.38,790.1900,14:59:16,57992,50,0.09,1.7710,2025-12-26,1.7703,,2025-12-30,14:59:16,0.10%,2025-12-29,-0.04%,Y,法国CAC40,-,开放申购,-,-,开放赎回,-,0.50,0.15,,EUR,,-,-,-,-,8112.02,-,指数从 2025-12-26 8103.58  到 2025-12-29 8112.02；汇率欧元对人民币中间价从 2025-12-26 8.27470  到 2025-12-29 8.26300,0,0,0.65,"管理费：0.50%
托管费：0.15%",FCHI.GI,-,-,-,最新份额：57992万份；增长：0.09%,1.36%,2025-12-30 14:59:16,法国CAC40ETF,25-12-29,25-12-26
513050,中概互联网ETF,E,易方达,https://www.efunds.com.cn/fund/513050.shtml,100.000,QDII,Y,Y,1.483,1.4710,2025-12-30,0.82%,145843.09,98786.2336,14:59:59,2703143,0,0.00,1.4888,2025-12-26,1.4733,,2025-12-30,14:59:59,-1.00%,2025-12-29,-1.04%,Y,中国互联网50,0.50%,开放申购,代理券商可按照不超过0.5%的标准收取佣金,0.50%,开放赎回,代理券商可按照不超过0.5%的标准收取佣金,0.60,0.20,,USD,,-,-,-,-,9367.47,-,指数从 2025-12-26 9462.23  到 2025-12-29 9367.47；汇率美元对人民币中间价从 2025-12-26 7.03580  到 2025-12-29 7.03310,0,0,0.80,"管理费：0.60%
托管费：0.20%",H30533.CSI,-,-,-,最新份额：2703143万份；增长：0.00%,3.65%,2025-12-30 14:59:59,中概互联网ETF,25-12-29,25-12-26
513400,道琼斯ETF,E,鹏华基金,https://www.phfund.com.cn/web/FUND_513400,100.000,QDII,Y,Y,1.241,1.2510,2025-12-30,-0.80%,22716.85,18316.9547,15:00:00,181806,7000,4.00,1.2402,2025-12-26,1.2334,,2025-12-30,15:00:00,-0.51%,2025-12-29,-0.55%,Y,道琼斯工业平均指数,-,开放申购,-,-,开放赎回,-,0.50,0.15,,USD,,buy,buy,buy,buy,48461.93,buy,指数从 2025-12-26 48710.97  到 2025-12-29 48461.93；汇率美元对人民币中间价从 2025-12-26 7.03580  到 2025-12-29 7.03310,0,0,0.65,"管理费：0.50%
托管费：0.15%",DJI.GI,buy,buy,-,最新份额：181806万份；增长：4.00%,10.08%,2025-12-30 15:00:00,道琼斯ETF,25-12-29,25-12-26
501300,美元债LOF,E,海富通,https://www.hftfund.com/products/qdii/501300/index.html,95.000,QDII,Y,Y,0.979,0.9800,2025-12-30,-0.10%,513.03,523.8088,14:59:57,145237,101,0.07,0.9725,2025-12-26,0.9732,,2025-12-30,14:59:57,0.12%,2025-12-29,0.08%,Y,美国债券综合指数,0.80%,限100,"M＜100万元	0.8%
100万元≤M＜200万元	0.5%
200万元≤M＜500万元	0.3%
M≥500万元	1000元/笔",1.50%,开放赎回,"7日以下	1.5%
7日(含)以上至1年以下	1.0%
1年(含)以上至2年以下	0.5%
2年(含)以上	0.0%",0.60,0.20,,USD,,-,-,-,-,100.16,-,指数从 2025-12-26 100.04  到 2025-12-29 100.16；汇率美元对人民币中间价从 2025-12-26 7.03580  到 2025-12-29 7.03310,0,0,0.80,"管理费：0.60%
托管费：0.20%",AGG,-,-,-,最新份额：145237万份；增长：0.07%,0.36%,2025-12-30 14:59:57,美元债LOF,25-12-29,25-12-26
159561,德国ETF,E,嘉实基金,https://www.jsfund.cn/main/fund/159561/fundManager.shtml,100.000,QDII,Y,Y,1.364,1.3670,2025-12-30,-0.22%,2865.40,2101.3600,15:14:48,149450,100,0.07,1.3594,2025-12-26,1.3582,,2025-12-30,15:14:48,0.05%,2025-12-29,-0.09%,Y,德国DAX,-,开放申购,-,-,开放赎回,-,0.50,0.10,,EUR,,buy,buy,buy,buy,24351.12,buy,指数从 2025-12-26 24340.06  到 2025-12-29 24351.12；汇率欧元对人民币中间价从 2025-12-26 8.27470  到 2025-12-29 8.26300,0,0,0.60,"管理费：0.50%
托管费：0.10%",GDAXI.GI,buy,buy,-,最新份额：149450万份；增长：0.07%,1.41%,2025-12-30 15:14:48,德国ETF,25-12-29,25-12-26
164906,中概互联网LOF,E,交银施罗德,https://www.fund001.com/fund/164906/index.shtml,95.000,QDII,Y,Y,1.258,1.2490,2025-12-30,0.72%,698.83,557.1821,15:14:15,78396,2,0.00,1.2616,2025-12-26,1.2527,,2025-12-30,15:14:15,-0.70%,2025-12-29,-0.70%,Y,中证海外中国互联网指数,1.20%,开放申购,"50万元以下 1.2%;
50万元（含）至100万元 0.8%;
100万元（含）至200万元 0.6%;
200万元（含）至500万元 0.4%;
500万元以上（含500万） 每笔交易1000元",1.50%,开放赎回,"7日以内	1.50%
7日以上(含)	0.5%",1.20,0.20,,USD,,-,-,-,-,5355.30,-,指数从 2025-12-26 5392.90  到 2025-12-29 5355.30；汇率美元对人民币中间价从 2025-12-26 7.03580  到 2025-12-29 7.03310,0,0,1.40,"管理费：1.20%
托管费：0.20%",H11136.CSI,-,-,-,最新份额：78396万份；增长：0.00%,0.71%,2025-12-30 15:14:15,中概互联网LOF,25-12-29,25-12-26
513030,德国ETF,E,华安基金,http://www.huaan.com.cn/funds/513030/index.shtml,100.000,QDII,Y,Y,1.863,1.8700,2025-12-30,-0.37%,5219.69,2798.9900,15:00:00,95178,50,0.05,1.8587,2025-12-26,1.8570,,2025-12-30,15:00:00,0.05%,2025-12-29,-0.09%,Y,德国DAX,-,开放申购,-,-,开放赎回,-,0.80,0.20,,EUR,,buy,buy,buy,buy,24351.12,buy,指数从 2025-12-26 24340.06  到 2025-12-29 24351.12；汇率欧元对人民币中间价从 2025-12-26 8.27470  到 2025-12-29 8.26300,0,0,1.00,"管理费：0.80%
托管费：0.20%",GDAXI.GI,buy,buy,-,最新份额：95178万份；增长：0.05%,2.94%,2025-12-30 15:00:00,德国ETF,25-12-29,25-12-26
513630,港股红利指数ETF,A,摩根基金,https://www.cifm.com/fund/513630/,100.000,INDEX,Y,Y,1.620,1.6100,2025-12-30,0.62%,43420.10,26932.0212,14:59:58,1032536,-100,-0.01,1.6201,2025-12-29,1.6150,,2025-12-30,14:59:58,-0.26%,2025-12-30,-0.31%,Y,港股通低波红利,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,1314.25,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：1032536万份；增长：-0.01%,2.61%,2025-12-30 14:59:58,港股红利指数ETF,25-12-30,25-12-29
501311,新经济港股通LOF,A,嘉实基金,http://www.jsfund.cn/main/fund/501311/fundManager.shtml,95.000,INDEX,Y,Y,1.141,1.1320,2025-12-30,0.80%,78.03,68.7028,14:56:40,4594,0,0.00,1.1289,2025-12-29,1.1384,,2025-12-30,14:56:40,0.94%,2025-12-30,0.84%,Y,恒生港股通新经济,1.00%,开放申购,"M＜100万元	1.0%
100万元≤M＜200万元	0.6%
M≥200万元	每笔1000元",1.50%,开放赎回,"N＜7天	1.5%
7天≤N＜30天	0.1%
N≥30天	0",0.75,0.15,,HKD,,-,-,-,-,4337.91,-,,0,0,0.90,"管理费：0.75%
托管费：0.15%",,-,-,-,最新份额：4594万份；增长：0.00%,1.50%,2025-12-30 14:56:40,新经济港股通LOF,25-12-30,25-12-29
501025,香港银行LOF,A,鹏华基金,https://www.phfund.com.cn/web/FUND_501025,95.000,INDEX,Y,Y,1.668,1.6400,2025-12-30,1.71%,1637.47,988.5599,14:59:40,21634,0,0.00,1.6549,2025-12-29,1.6645,,2025-12-30,14:59:40,0.66%,2025-12-30,0.58%,Y,HK银行,1.20%,开放申购,"M < 100 万	1.20%
100 万 ≤ M < 500 万	0.60%
500 万 ≤ M	每笔1000元",1.50%,开放赎回,"小于7天，1.5%
超过7天，0.5%",0.75,0.15,,HKD,,-,-,-,-,4409.90,-,,0,0,0.90,"管理费：0.75%
托管费：0.15%",,-,-,-,最新份额：21634万份；增长：0.00%,4.57%,2025-12-30 14:59:40,香港银行LOF,25-12-30,25-12-29
501306,港股高股息LOFC,A,汇添富,http://www.99fund.com/main/products/pofund/501306/fundinfo.shtml,95.000,INDEX,Y,Y,1.223,1.2190,2025-12-30,0.33%,30.64,25.0755,14:56:19,1257,0,0.00,1.2207,2025-12-29,1.2208,,2025-12-30,14:56:19,0.06%,2025-12-30,0.01%,Y,港股通高股息,0.00%,开放申购,0.0%,1.50%,开放赎回,"T＜7天 1.50%
7天≤T＜30天 0.10%
T≥30天 0.0%",0.50,0.10,,HKD,,-,-,-,-,4930.94,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：1257万份；增长：0.00%,1.99%,2025-12-30 14:56:19,港股高股息LOFC,25-12-30,25-12-29
501305,港股高股息LOF,A,汇添富,http://www.99fund.com/main/products/pofund/501305/fundinfo.shtml,95.000,INDEX,Y,Y,1.264,1.2580,2025-12-30,0.48%,80.87,64.0594,14:50:23,1394,0,0.00,1.2618,2025-12-29,1.2619,,2025-12-30,14:50:23,0.06%,2025-12-30,0.01%,Y,港股通高股息,1.00%,开放申购,"100万以下 1.00%
100万(含) - 500万 0.50%
500万(含)以上 1000元/笔",1.50%,开放赎回,"T＜7天 1.50%
7天≤T＜30天 0.10%
T≥30天 0.0%",0.50,0.10,,HKD,,-,-,-,-,4930.94,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：1394万份；增长：0.00%,4.60%,2025-12-30 14:50:23,港股高股息LOF,25-12-30,25-12-29
513580,恒生科技ETF指数基金,A,华安基金,https://www.huaan.com.cn/funds/513580/index.shtml,100.000,INDEX,Y,Y,0.737,0.7280,2025-12-30,1.24%,11624.58,15882.8900,14:59:56,712812,1000,0.14,0.7238,2025-12-29,0.7360,,2025-12-30,14:59:56,1.74%,2025-12-30,1.69%,Y,恒生科技,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,5578.38,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：712812万份；增长：0.14%,2.23%,2025-12-30 14:59:56,恒生科技ETF指数基金,25-12-30,25-12-29
513160,港股科技30ETF,A,银华基金,https://www.yhfund.com.cn/main/fund/funddetail/index.shtml?product_code=513160,100.000,INDEX,Y,Y,1.208,1.1880,2025-12-30,1.68%,40911.07,34174.1792,14:59:59,487819,0,0.00,1.1872,2025-12-29,1.2063,,2025-12-30,14:59:59,1.66%,2025-12-30,1.61%,Y,恒生港股通中国科技,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,7546.08,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：487819万份；增长：0.00%,7.01%,2025-12-30 14:59:59,港股科技30ETF,25-12-30,25-12-29
520570,恒生科技ETF南方,A,南方基金,https://www.nffund.com/new/personal-financing/detail.html?fundCode=520570,100.000,INDEX,Y,Y,0.934,0.9200,2025-12-30,1.52%,6295.08,6787.9500,14:59:50,209388,17500,9.12,0.9181,2025-12-29,0.9336,,2025-12-30,14:59:50,1.74%,2025-12-30,1.69%,Y,恒生科技,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,5578.38,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：209388万份；增长：9.12%,3.24%,2025-12-30 14:59:50,恒生科技ETF南方,25-12-30,25-12-29
501307,银河高股息LOF,A,银河基金,https://www.cgf.cn/pc/pc/fund/details?fundCode=501307,95.000,INDEX,Y,Y,1.234,1.2360,2025-12-30,-0.16%,57.25,46.4103,14:56:39,1812,0,0.00,1.2391,2025-12-29,1.2335,,2025-12-30,14:56:39,-0.42%,2025-12-30,-0.45%,Y,SHS高股息,1.00%,开放申购,"M < 50万	1.00%
50万 ≤ M < 200万	0.60%
200万 ≤ M < 500万	0.30%
M ≥ 500万	1000.00元",1.50%,开放赎回,"7日以内	1.50%
7日(含)-30日	0.10%
30日以上(含)	0.00%",0.50,0.18,,HKD,,-,-,-,-,5909.52,-,,0,0,0.68,"管理费：0.50%
托管费：0.18%",,-,-,-,最新份额：1812万份；增长：0.00%,2.56%,2025-12-30 14:56:39,银河高股息LOF,25-12-30,25-12-29
513360,教育ETF,E,博时基金,https://www.bosera.com/fund/513360.html,100.000,QDII,Y,Y,0.535,0.5350,2025-12-30,0.00%,2863.85,5344.2200,14:59:52,68971,150,0.22,0.5339,2025-12-26,0.5349,,2025-12-30,14:59:52,0.22%,2025-12-29,0.18%,Y,中证全球中国教育主题指数,0.50%,开放申购,代理券商可按照不超过0.5%标准收取佣金,0.50%,开放赎回,代理券商可按照不超过0.5%标准收取佣金,0.50,0.15,,USD,,-,-,-,-,1207.08,-,指数从 2025-12-26 1204.38  到 2025-12-29 1207.08；汇率美元对人民币中间价从 2025-12-26 7.03580  到 2025-12-29 7.03310,0,0,0.65,"管理费：0.50%
托管费：0.15%",931456.CSI,-,-,-,最新份额：68971万份；增长：0.22%,7.75%,2025-12-30 14:59:52,教育ETF,25-12-29,25-12-26
513040,港股通互联网ETF,A,易方达,https://www.efunds.com.cn/fund/513040.shtml,100.000,INDEX,Y,Y,1.399,1.3880,2025-12-30,0.79%,63000.71,45216.1865,14:59:54,562084,0,0.00,1.3883,2025-12-29,1.3987,,2025-12-30,14:59:54,0.80%,2025-12-30,0.75%,Y,港股通互联网,0.50%,开放申购,不超过0.5%,0.50%,开放赎回,不超过0.5%,0.50,0.10,,HKD,,-,-,-,-,1018.30,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：562084万份；增长：0.00%,8.04%,2025-12-30 14:59:54,港股通互联网ETF,25-12-30,25-12-29
159302,港股高股息ETF,A,银华基金,https://www.yhfund.com.cn/main/fund/funddetail/index.shtml?product_code=159302,100.000,INDEX,Y,Y,1.281,1.2780,2025-12-30,0.23%,1010.11,788.3601,15:14:48,11930,0,0.00,1.2848,2025-12-29,1.2807,,2025-12-30,15:14:48,-0.27%,2025-12-30,-0.32%,Y,港股通高股息,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,5605.85,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：11930万份；增长：0.00%,6.61%,2025-12-30 15:14:48,港股高股息ETF,25-12-30,25-12-29
161127,标普生物科技LOF,E,易方达,https://www.efunds.com.cn/fund/161127.shtml,95.000,QDII,Y,Y,1.735,1.7430,2025-12-30,-0.46%,2951.91,1711.9856,15:14:51,21871,1,0.00,1.7554,2025-12-26,1.7347,,2025-12-30,15:14:51,-1.20%,2025-12-29,-1.18%,Y,标普生物科技精选行业指数,1.20%,限100,"M＜100万	1.20%
100万≤M＜200万	0.80%
200万≤M＜500万	0.50%
M≥500万	按笔收取，1000.00元/笔",1.50%,开放赎回,"0-6日	1.50%
7日及以上	0.50%",0.80,0.20,,USD,,-,-,-,-,9645.92,-,指数从 2025-12-26 9762.77  到 2025-12-29 9645.92；汇率美元对人民币中间价从 2025-12-26 7.03580  到 2025-12-29 7.03310,0,0,1.00,"管理费：0.80%
托管费：0.20%",SPSIBI.SPI,-,-,-,最新份额：21871万份；增长：0.00%,7.83%,2025-12-30 15:14:51,标普生物科技LOF,25-12-29,25-12-26
513550,港股通50ETF,A,华泰柏瑞,https://www.huatai-pb.com/products/zhishu/513550/index.html,100.000,INDEX,Y,Y,1.172,1.1700,2025-12-30,0.17%,9282.26,7963.6400,14:59:44,230499,2100,0.92,1.1648,2025-12-29,1.1722,,2025-12-30,14:59:44,0.69%,2025-12-30,0.64%,Y,港股通50,0.50%,开放申购,不超过0.5%,0.50%,开放赎回,0.10%,0.50,0.10,,HKD,,-,-,-,-,3907.13,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：230499万份；增长：0.92%,3.45%,2025-12-30 14:59:44,港股通50ETF,25-12-30,25-12-29
513820,港股通红利30ETF,A,汇添富,https://www.99fund.com/main/products/pofund/513820/fundgk.shtml,100.000,INDEX,Y,Y,1.221,1.2200,2025-12-30,0.08%,9339.19,7658.2800,14:59:59,374817,19850,5.59,1.2213,2025-12-29,1.2214,,2025-12-30,14:59:59,0.06%,2025-12-30,0.01%,Y,港股通高股息,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,4930.94,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：374817万份；增长：5.59%,2.04%,2025-12-30 14:59:59,港股通红利30ETF,25-12-30,25-12-29
513750,港股非银ETF,A,广发基金,https://www.gffunds.com.cn/funds/?fundcode=513750,100.000,INDEX,Y,Y,1.723,1.7390,2025-12-30,-0.92%,118179.64,68624.6787,14:59:57,1575384,44150,2.88,1.7353,2025-12-29,1.7235,,2025-12-30,14:59:57,-0.63%,2025-12-30,-0.68%,Y,港股通非银,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,4333.30,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：1575384万份；增长：2.88%,4.36%,2025-12-30 14:59:57,港股非银ETF,25-12-30,25-12-29
159128,港股科技ETF天弘,A,天弘基金,https://www.thfund.com.cn/fundinfo/159128,100.000,INDEX,Y,Y,0.922,0.9170,2025-12-30,0.55%,4081.76,4453.2682,15:14:48,176676,2500,1.44,0.9131,2025-12-29,0.9224,,2025-12-30,15:14:48,1.07%,2025-12-30,1.02%,Y,国证港股通科技,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,3038.18,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：176676万份；增长：1.44%,2.52%,2025-12-30 15:14:48,港股科技ETF天弘,25-12-30,25-12-29
159318,恒生港股通ETF,A,银华基金,https://www.yhfund.com.cn/main/fund/funddetail/index.shtml?product_code=159318,100.000,INDEX,Y,Y,1.392,1.3780,2025-12-30,1.02%,2622.62,1896.0900,15:14:00,3860,500,14.88,1.3834,2025-12-29,1.3929,,2025-12-30,15:14:00,0.74%,2025-12-30,0.69%,Y,恒指港股通,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,3525.78,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：3860万份；增长：14.88%,49.12%,2025-12-30 15:14:00,恒生港股通ETF,25-12-30,25-12-29
513910,港股央企红利ETF,A,华夏基金,https://www.chinaamc.com/fund/513910/index.shtml,100.000,INDEX,Y,Y,1.595,1.5930,2025-12-30,0.13%,22652.77,14229.9700,14:59:53,313428,0,0.00,1.5957,2025-12-29,1.5960,,2025-12-30,14:59:53,0.07%,2025-12-30,0.02%,Y,中证港股通央企红利,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,1168.13,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：313428万份；增长：0.00%,4.54%,2025-12-30 14:59:53,港股央企红利ETF,25-12-30,25-12-29
513090,香港证券ETF,A,易方达,https://www.efunds.com.cn/fund/513090.shtml,100.000,INDEX,Y,Y,2.050,2.0690,2025-12-30,-0.92%,681024.58,331236.5297,15:00:00,1481849,-21200,-1.41,2.0681,2025-12-29,2.0515,,2025-12-30,15:00:00,-0.75%,2025-12-30,-0.80%,Y,香港证券,0.50%,开放申购,代理券商可按照不超过0.5%的标准收取佣金,0.50%,开放赎回,代理券商可按照不超过0.5%的标准收取佣金,0.15,0.05,,HKD,,-,-,-,-,1414.28,-,,0,0,0.20,"管理费：0.15%
托管费：0.05%",,-,-,-,最新份额：1481849万份；增长：-1.41%,22.35%,2025-12-30 15:00:00,香港证券ETF,25-12-30,25-12-29
520980,港股通科技30ETF,A,汇添富,https://www.99fund.com/main/products/pofund/520980/fundgk.shtml,100.000,INDEX,Y,Y,1.099,1.0860,2025-12-30,1.20%,29977.46,27442.3935,14:59:59,446039,900,0.20,1.0825,2025-12-29,1.0999,,2025-12-30,14:59:59,1.66%,2025-12-30,1.61%,Y,恒生港股通中国科技,-,开放申购,-,-,开放赎回,-,0.50,0.10,,HKD,,-,-,-,-,7546.08,-,,0,0,0.60,"管理费：0.50%
托管费：0.10%",,-,-,-,最新份额：446039万份；增长：0.20%,6.15%,2025-12-30 14:59:59,港股通科技30ETF,25-12-30,25-12-29
159636,港股通科技30ETF,A,工银瑞信,https://www.icbccs.com.cn/jj/jjxq/159636.html,100.000,INDEX,Y,Y,0.664,0.6560,2025-12-30,1.22%,74404.46,112773.2224,15:14:06,5289250,-19400,-0.37,0.6580,2025-12-29,0.6647,,2025-12-30,15:14:06,1.07%,2025-12-30,1.02%,Y,国证港股通科技,0.50%,开放申购,最高不超过0.5%,0.50%,开放赎回,最高不超过0.5%,0.45,0.07,,HKD,,-,-,-,-,3038.18,-,,0,0,0.52,"管理费：0.45%
托管费：0.07%",,-,-,-,最新份额：5289250万份；增长：-0.37%,2.13%,2025-12-30 15:14:06,港股通科技30ETF,25-12-30,25-12-29
159688,恒生互联网ETF,A,华安基金,https://www.huaan.com.cn/funds/159688/index.shtml,100.000,INDEX,Y,Y,1.055,1.0380,2025-12-30,1.64%,23637.77,22538.5446,15:14:30,134978,0,0.00,1.0385,2025-12-29,1.0562,,2025-12-30,15:14:30,1.76%,2025-12-30,1.71%,Y,恒生互联,-,开放申购,-,-,开放赎回,-,0.50,0.15,,HKD,,-,-,-,-,2959.78,-,,0,0,0.65,"管理费：0.50%
托管费：0.15%",,-,-,-,最新份额：134978万份；增长：0.00%,16.70%,2025-12-30 15:14:30,恒生互联网ETF,25-12-30,25-12-29
