日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,信号
2020-01-02,4152.24,12.45,0.5423,0.00,100000.00,100000.00,0.0000,-
2020-01-03,4144.96,12.44,0.5362,0.00,100000.00,100000.00,0.0000,-
2020-01-06,4129.30,12.40,0.5197,0.00,100000.00,100000.00,0.0000,-
2020-01-07,4160.23,12.47,0.5466,0.00,100000.00,100000.00,0.0000,-
2020-01-08,4112.32,12.32,0.4908,0.00,100000.00,100000.00,0.0000,-
2020-01-09,4164.37,12.42,0.5257,0.00,100000.00,100000.00,0.0000,-
2020-01-10,4163.18,12.43,0.5309,0.00,100000.00,100000.00,0.0000,-
2020-01-13,4203.99,12.53,0.5625,0.00,100000.00,100000.00,0.0000,-
2020-01-14,4189.89,12.49,0.5532,0.00,100000.00,100000.00,0.0000,-
2020-01-15,4166.73,12.42,0.5240,0.00,100000.00,100000.00,0.0000,-
2020-01-16,4149.04,12.34,0.4972,0.00,100000.00,100000.00,0.0000,-
2020-01-17,4154.85,12.35,0.5000,0.00,100000.00,100000.00,0.0000,-
2020-01-20,4185.83,12.42,0.5243,0.00,100000.00,100000.00,0.0000,-
2020-01-21,4114.31,12.23,0.4537,0.00,100000.00,100000.00,0.0000,-
2020-01-22,4131.93,12.28,0.4733,0.00,100000.00,100000.00,0.0000,-
2020-01-23,4003.90,11.96,0.3615,0.00,100000.00,100000.00,0.0000,-
2020-02-03,3688.36,11.04,0.1106,0.00,100000.00,100000.00,0.0000,BUY_SIGNAL
2020-02-04,3785.64,11.29,0.1534,102212.28,1391.07,103603.35,0.9866,-
2020-02-05,3828.53,11.40,0.1875,103370.31,1391.07,104761.38,0.9867,-
2020-02-06,3899.78,11.58,0.2476,105294.06,1391.07,106685.13,0.9870,-
2020-02-07,3899.87,11.57,0.2466,105296.49,1391.07,106687.56,0.9870,-
2020-02-10,3916.01,11.61,0.2639,105732.27,1391.07,107123.34,0.9870,-
2020-02-11,3952.46,11.71,0.2985,106716.42,1391.07,108107.49,0.9871,-
2020-02-12,3984.43,11.78,0.3157,107579.61,1391.07,108970.68,0.9872,-
2020-02-13,3959.92,11.71,0.2980,106917.84,1391.07,108308.91,0.9872,-
2020-02-14,3987.73,11.78,0.3160,107668.71,1391.07,109059.78,0.9872,-
2020-02-17,4077.42,12.03,0.3883,110090.34,1391.07,111481.41,0.9875,-
2020-02-18,4057.51,11.96,0.3659,109552.77,1391.07,110943.84,0.9875,-
2020-02-19,4051.31,11.96,0.3656,109385.37,1391.07,110776.44,0.9874,-
2020-02-20,4144.66,12.19,0.4472,111905.82,1391.07,113296.89,0.9877,-
2020-02-21,4149.49,12.24,0.4658,112036.23,1391.07,113427.30,0.9877,-
2020-02-24,4132.84,12.17,0.4426,111586.68,1391.07,112977.75,0.9877,-
2020-02-25,4123.85,12.08,0.4030,111343.95,1391.07,112735.02,0.9877,-
2020-02-26,4073.02,11.98,0.3736,109971.54,1391.07,111362.61,0.9875,-
2020-02-27,4084.88,11.98,0.3733,110291.76,1391.07,111682.83,0.9875,-
2020-02-28,3940.05,11.57,0.2437,106381.35,1391.07,107772.42,0.9871,-
2020-03-02,4069.67,11.88,0.3446,109881.09,1391.07,111272.16,0.9875,-
2020-03-03,4091.36,11.94,0.3599,110466.72,1391.07,111857.79,0.9876,-
2020-03-04,4115.05,12.00,0.3800,111106.35,1391.07,112497.42,0.9876,-
2020-03-05,4206.73,12.25,0.4719,113581.71,1391.07,114972.78,0.9879,-
2020-03-06,4138.51,12.07,0.4020,111739.77,1391.07,113130.84,0.9877,-
2020-03-09,3997.13,11.70,0.2886,107922.51,1391.07,109313.58,0.9873,-
2020-03-10,4082.73,11.91,0.3507,110233.71,1391.07,111624.78,0.9875,-
2020-03-11,4028.43,11.78,0.3131,108767.61,1391.07,110158.68,0.9874,-
2020-03-12,3950.91,11.59,0.2506,106674.57,1391.07,108065.64,0.9871,-
2020-03-13,3895.31,11.44,0.1952,105173.37,1391.07,106564.44,0.9869,-
2020-03-16,3727.84,11.07,0.1181,100651.68,1391.07,102042.75,0.9864,-
2020-03-17,3709.68,11.02,0.1040,100161.36,1391.07,101552.43,0.9863,-
2020-03-18,3636.26,10.82,0.0784,98179.02,1391.07,99570.09,0.9860,-
2020-03-19,3589.09,10.66,0.0558,96905.43,1391.07,98296.50,0.9858,-
2020-03-20,3653.22,10.84,0.0844,98636.94,1391.07,100028.01,0.9861,-
2020-03-23,3530.31,10.50,0.0372,95318.37,1391.07,96709.44,0.9856,-
2020-03-24,3625.11,10.78,0.0712,97877.97,1391.07,99269.04,0.9860,-
2020-03-25,3722.52,11.04,0.1121,100508.04,1391.07,101899.11,0.9863,-
2020-03-26,3698.05,10.94,0.0934,99847.35,1391.07,101238.42,0.9863,-
2020-03-27,3710.06,10.96,0.0957,100171.62,1391.07,101562.69,0.9863,-
2020-03-30,3674.11,10.88,0.0887,99200.97,1391.07,100592.04,0.9862,-
2020-03-31,3686.16,10.85,0.0863,99526.32,1391.07,100917.39,0.9862,-
2020-04-01,3675.08,10.81,0.0770,99227.16,1391.07,100618.23,0.9862,-
2020-04-02,3734.53,10.98,0.1015,100832.31,1391.07,102223.38,0.9864,-
2020-04-03,3713.22,10.92,0.0930,100256.94,1391.07,101648.01,0.9863,-
2020-04-07,3798.02,11.13,0.1375,102546.54,1391.07,103937.61,0.9866,-
2020-04-08,3780.34,11.07,0.1274,102069.18,1391.07,103460.25,0.9866,-
2020-04-09,3792.81,11.10,0.1327,102405.87,1391.07,103796.94,0.9866,-
2020-04-10,3769.18,11.03,0.1134,101767.86,1391.07,103158.93,0.9865,-
2020-04-13,3753.26,10.99,0.1072,101338.02,1391.07,102729.09,0.9865,-
2020-04-14,3825.70,11.17,0.1438,103293.90,1391.07,104684.97,0.9867,-
2020-04-15,3797.36,11.10,0.1338,102528.72,1391.07,103919.79,0.9866,-
2020-04-16,3802.38,11.11,0.1375,102664.26,1391.07,104055.33,0.9866,-
2020-04-17,3839.49,11.20,0.1504,103666.23,1391.07,105057.30,0.9868,-
2020-04-20,3853.46,11.25,0.1579,104043.42,1391.07,105434.49,0.9868,-
2020-04-21,3808.05,11.13,0.1410,102817.35,1391.07,104208.42,0.9867,-
2020-04-22,3839.38,11.20,0.1508,103663.26,1391.07,105054.33,0.9868,-
2020-04-23,3829.75,11.16,0.1438,103403.25,1391.07,104794.32,0.9867,-
2020-04-24,3796.97,11.15,0.1422,102518.19,1391.07,103909.26,0.9866,-
2020-04-27,3822.77,11.24,0.1603,103214.79,1391.07,104605.86,0.9867,-
2020-04-28,3849.15,11.28,0.1678,103927.05,1391.07,105318.12,0.9868,-
2020-04-29,3867.03,11.40,0.2026,104409.81,1391.07,105800.88,0.9869,-
2020-04-30,3912.58,11.77,0.3268,105639.66,1391.07,107030.73,0.9870,-
2020-05-06,3936.25,11.80,0.3386,106278.75,1391.07,107669.82,0.9871,-
2020-05-07,3924.89,11.76,0.3255,105972.03,1391.07,107363.10,0.9870,-
2020-05-08,3963.62,11.86,0.3563,107017.74,1391.07,108408.81,0.9872,-
2020-05-11,3960.18,11.87,0.3628,106924.86,1391.07,108315.93,0.9872,-
2020-05-12,3960.24,11.85,0.3542,106926.48,1391.07,108317.55,0.9872,-
2020-05-13,3968.25,11.87,0.3630,107142.75,1391.07,108533.82,0.9872,-
2020-05-14,3925.22,11.75,0.3228,105980.94,1391.07,107372.01,0.9870,-
2020-05-15,3912.82,11.72,0.3150,105646.14,1391.07,107037.21,0.9870,-
2020-05-18,3922.91,11.75,0.3230,105918.57,1391.07,107309.64,0.9870,-
2020-05-19,3956.25,11.84,0.3544,106818.75,1391.07,108209.82,0.9871,-
2020-05-20,3935.22,11.79,0.3361,106250.94,1391.07,107642.01,0.9871,-
2020-05-21,3913.79,11.73,0.3201,105672.33,1391.07,107063.40,0.9870,-
2020-05-22,3824.06,11.49,0.2365,103249.62,1391.07,104640.69,0.9867,-
2020-05-25,3829.32,11.50,0.2378,103391.64,1391.07,104782.71,0.9867,-
2020-05-26,3872.77,11.60,0.2706,104564.79,1391.07,105955.86,0.9869,-
2020-05-27,3845.61,11.55,0.2539,103831.47,1391.07,105222.54,0.9868,-
2020-05-28,3856.63,11.59,0.2680,104129.01,1391.07,105520.08,0.9868,-
2020-05-29,3867.02,11.60,0.2715,104409.54,1391.07,105800.61,0.9869,-
2020-06-01,3971.34,11.86,0.3617,107226.18,1391.07,108617.25,0.9872,-
2020-06-02,3983.57,11.91,0.3771,107556.39,1391.07,108947.46,0.9872,-
2020-06-03,3983.65,11.92,0.3799,107558.55,1391.07,108949.62,0.9872,-
2020-06-04,3982.19,11.89,0.3714,107519.13,1391.07,108910.20,0.9872,-
2020-06-05,4001.25,11.95,0.3897,108033.75,1391.07,109424.82,0.9873,-
2020-06-08,4021.95,12.00,0.4073,108592.65,1391.07,109983.72,0.9874,-
2020-06-09,4047.03,12.08,0.4330,109269.81,1391.07,110660.88,0.9874,-
2020-06-10,4039.71,12.04,0.4208,109072.17,1391.07,110463.24,0.9874,-
2020-06-11,3995.88,11.92,0.3789,107888.76,1391.07,109279.83,0.9873,-
2020-06-12,4003.08,11.93,0.3838,108083.16,1391.07,109474.23,0.9873,-
2020-06-15,3954.99,11.92,0.3783,106784.73,1391.07,108175.80,0.9871,-
2020-06-16,4014.57,12.07,0.4307,108393.39,1391.07,109784.46,0.9873,-
2020-06-17,4017.59,12.07,0.4304,108474.93,1391.07,109866.00,0.9873,-
2020-06-18,4044.38,12.13,0.4589,109198.26,1391.07,110589.33,0.9874,-
2020-06-19,4098.71,12.27,0.5074,110665.17,1391.07,112056.24,0.9876,-
2020-06-22,4102.05,12.27,0.5070,110755.35,1391.07,112146.42,0.9876,-
2020-06-23,4121.79,12.30,0.5185,111288.33,1391.07,112679.40,0.9877,-
2020-06-24,4138.99,12.37,0.5424,111752.73,1391.07,113143.80,0.9877,-
2020-06-29,4109.72,12.29,0.5147,110962.44,1391.07,112353.51,0.9876,-
2020-06-30,4163.96,12.38,0.5475,112426.92,1391.07,113817.99,0.9878,-
2020-07-01,4247.78,12.61,0.6237,114690.06,1391.07,116081.13,0.9880,-
2020-07-02,4335.84,12.90,0.6829,117067.68,1391.07,118458.75,0.9883,-
2020-07-03,4419.60,13.19,0.7603,119329.20,1391.07,120720.27,0.9885,-
2020-07-06,4670.09,14.00,0.8699,126092.43,1391.07,127483.50,0.9891,SELL_SIGNAL
2020-07-07,4698.13,14.05,0.8789,0.00,129354.14,129354.14,0.0000,-
2020-07-08,4774.00,14.25,0.9090,0.00,129354.14,129354.14,0.0000,-
2020-07-09,4840.77,14.41,0.9172,0.00,129354.14,129354.14,0.0000,-
2020-07-10,4753.13,14.05,0.8769,0.00,129354.14,129354.14,0.0000,-
2020-07-13,4852.96,14.28,0.9100,0.00,129354.14,129354.14,0.0000,-
2020-07-14,4806.69,14.15,0.8910,0.00,129354.14,129354.14,0.0000,-
2020-07-15,4744.47,13.94,0.8560,0.00,129354.14,129354.14,0.0000,-
2020-07-16,4516.25,13.34,0.7721,0.00,129354.14,129354.14,0.0000,-
2020-07-17,4544.70,13.39,0.7774,0.00,129354.14,129354.14,0.0000,-
2020-07-20,4680.30,13.76,0.8118,0.00,129354.14,129354.14,0.0000,-
2020-07-21,4691.04,13.78,0.8185,0.00,129354.14,129354.14,0.0000,-
2020-07-22,4714.45,13.82,0.8281,0.00,129354.14,129354.14,0.0000,-
2020-07-23,4712.44,13.78,0.8173,0.00,129354.14,129354.14,0.0000,-
2020-07-24,4505.59,13.23,0.7578,0.00,129354.14,129354.14,0.0000,-
2020-07-27,4528.45,13.29,0.7645,0.00,129354.14,129354.14,0.0000,-
2020-07-28,4568.26,13.38,0.7734,0.00,129354.14,129354.14,0.0000,-
2020-07-29,4679.01,13.67,0.7954,0.00,129354.14,129354.14,0.0000,-
2020-07-30,4656.15,13.58,0.7919,0.00,129354.14,129354.14,0.0000,-
2020-07-31,4695.05,13.67,0.7949,0.00,129354.14,129354.14,0.0000,-
2020-08-03,4771.31,13.87,0.8429,0.00,129354.14,129354.14,0.0000,-
2020-08-04,4775.80,13.92,0.8517,0.00,129354.14,129354.14,0.0000,-
2020-08-05,4777.11,13.90,0.8482,0.00,129354.14,129354.14,0.0000,-
2020-08-06,4762.76,13.89,0.8468,0.00,129354.14,129354.14,0.0000,-
2020-08-07,4707.93,13.75,0.8058,0.00,129354.14,129354.14,0.0000,-
2020-08-10,4724.87,13.84,0.8319,0.00,129354.14,129354.14,0.0000,-
2020-08-11,4681.78,13.73,0.8010,0.00,129354.14,129354.14,0.0000,-
