日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,信号
2020-01-02,4152.24,12.45,0.5423,0.00,100000.00,100000.00,0.0000,持有
2020-01-03,4144.96,12.44,0.5362,0.00,100000.00,100000.00,0.0000,持有
2020-01-06,4129.30,12.40,0.5197,0.00,100000.00,100000.00,0.0000,持有
2020-01-07,4160.23,12.47,0.5466,0.00,100000.00,100000.00,0.0000,持有
2020-01-08,4112.32,12.32,0.4908,0.00,100000.00,100000.00,0.0000,持有
2020-01-09,4164.37,12.42,0.5257,0.00,100000.00,100000.00,0.0000,持有
2020-01-10,4163.18,12.43,0.5309,0.00,100000.00,100000.00,0.0000,持有
2020-01-13,4203.99,12.53,0.5625,0.00,100000.00,100000.00,0.0000,持有
2020-01-14,4189.89,12.49,0.5532,0.00,100000.00,100000.00,0.0000,持有
2020-01-15,4166.73,12.42,0.5240,0.00,100000.00,100000.00,0.0000,持有
2020-01-16,4149.04,12.34,0.4972,0.00,100000.00,100000.00,0.0000,持有
2020-01-17,4154.85,12.35,0.5000,0.00,100000.00,100000.00,0.0000,持有
2020-01-20,4185.83,12.42,0.5243,0.00,100000.00,100000.00,0.0000,持有
2020-01-21,4114.31,12.23,0.4537,0.00,100000.00,100000.00,0.0000,持有
2020-01-22,4131.93,12.28,0.4733,0.00,100000.00,100000.00,0.0000,持有
2020-01-23,4003.90,11.96,0.3615,0.00,100000.00,100000.00,0.0000,持有
2020-02-03,3688.36,11.04,0.1106,0.00,100000.00,100000.00,0.0000,买入(补至70%)
2020-02-04,3785.64,11.29,0.1534,68141.52,34260.71,102402.23,0.6654,持有
2020-02-05,3828.53,11.40,0.1875,68913.54,34260.71,103174.25,0.6679,持有
2020-02-06,3899.78,11.58,0.2476,70196.04,34260.71,104456.75,0.6720,持有
2020-02-07,3899.87,11.57,0.2466,70197.66,34260.71,104458.37,0.6720,持有
2020-02-10,3916.01,11.61,0.2639,70488.18,34260.71,104748.89,0.6729,持有
2020-02-11,3952.46,11.71,0.2985,71144.28,34260.71,105404.99,0.6750,持有
2020-02-12,3984.43,11.78,0.3157,71719.74,34260.71,105980.45,0.6767,持有
2020-02-13,3959.92,11.71,0.2980,71278.56,34260.71,105539.27,0.6754,持有
2020-02-14,3987.73,11.78,0.3160,71779.14,34260.71,106039.85,0.6769,持有
2020-02-17,4077.42,12.03,0.3883,73393.56,34260.71,107654.27,0.6818,持有
2020-02-18,4057.51,11.96,0.3659,73035.18,34260.71,107295.89,0.6807,持有
2020-02-19,4051.31,11.96,0.3656,72923.58,34260.71,107184.29,0.6804,持有
2020-02-20,4144.66,12.19,0.4472,74603.88,34260.71,108864.59,0.6853,持有
2020-02-21,4149.49,12.24,0.4658,74690.82,34260.71,108951.53,0.6855,持有
2020-02-24,4132.84,12.17,0.4426,74391.12,34260.71,108651.83,0.6847,持有
2020-02-25,4123.85,12.08,0.4030,74229.30,34260.71,108490.01,0.6842,持有
2020-02-26,4073.02,11.98,0.3736,73314.36,34260.71,107575.07,0.6815,持有
2020-02-27,4084.88,11.98,0.3733,73527.84,34260.71,107788.55,0.6821,持有
2020-02-28,3940.05,11.57,0.2437,70920.90,34260.71,105181.61,0.6743,持有
2020-03-02,4069.67,11.88,0.3446,73254.06,34260.71,107514.77,0.6813,持有
2020-03-03,4091.36,11.94,0.3599,73644.48,34260.71,107905.19,0.6825,持有
2020-03-04,4115.05,12.00,0.3800,74070.90,34260.71,108331.61,0.6837,持有
2020-03-05,4206.73,12.25,0.4719,75721.14,34260.71,109981.85,0.6885,持有
2020-03-06,4138.51,12.07,0.4020,74493.18,34260.71,108753.89,0.6850,持有
2020-03-09,3997.13,11.70,0.2886,71948.34,34260.71,106209.05,0.6774,持有
2020-03-10,4082.73,11.91,0.3507,73489.14,34260.71,107749.85,0.6820,持有
2020-03-11,4028.43,11.78,0.3131,72511.74,34260.71,106772.45,0.6791,持有
2020-03-12,3950.91,11.59,0.2506,71116.38,34260.71,105377.09,0.6749,持有
2020-03-13,3895.31,11.44,0.1952,70115.58,34260.71,104376.29,0.6718,持有
2020-03-16,3727.84,11.07,0.1181,67101.12,34260.71,101361.83,0.6620,持有
2020-03-17,3709.68,11.02,0.1040,66774.24,34260.71,101034.95,0.6609,持有
2020-03-18,3636.26,10.82,0.0784,65452.68,34260.71,99713.39,0.6564,买入(补至100%)
2020-03-19,3589.09,10.66,0.0558,96905.43,1644.97,98550.40,0.9833,持有
2020-03-20,3653.22,10.84,0.0844,98636.94,1644.97,100281.91,0.9836,持有
2020-03-23,3530.31,10.50,0.0372,95318.37,1644.97,96963.34,0.9830,持有
2020-03-24,3625.11,10.78,0.0712,97877.97,1644.97,99522.94,0.9835,持有
2020-03-25,3722.52,11.04,0.1121,100508.04,1644.97,102153.01,0.9839,持有
2020-03-26,3698.05,10.94,0.0934,99847.35,1644.97,101492.32,0.9838,持有
2020-03-27,3710.06,10.96,0.0957,100171.62,1644.97,101816.59,0.9838,持有
2020-03-30,3674.11,10.88,0.0887,99200.97,1644.97,100845.94,0.9837,持有
2020-03-31,3686.16,10.85,0.0863,99526.32,1644.97,101171.29,0.9837,持有
2020-04-01,3675.08,10.81,0.0770,99227.16,1644.97,100872.13,0.9837,持有
2020-04-02,3734.53,10.98,0.1015,100832.31,1644.97,102477.28,0.9839,持有
2020-04-03,3713.22,10.92,0.0930,100256.94,1644.97,101901.91,0.9839,持有
2020-04-07,3798.02,11.13,0.1375,102546.54,1644.97,104191.51,0.9842,持有
