日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,信号
2015-11-02,25.56,10.76,0.0000,0.00,100000.00,100000.00,0.0000,买入(补至100%)
2015-11-03,28.12,11.84,0.5000,0.00,100000.00,100000.00,0.0000,持有
2015-11-04,27.45,11.55,0.3333,0.00,100000.00,100000.00,0.0000,持有
2015-11-05,26.96,11.35,0.2500,0.00,100000.00,100000.00,0.0000,买入(补至20%)
2015-11-06,25.93,10.91,0.2000,19211.16,80497.76,99708.92,0.1927,买入(补至50%)
2015-11-09,24.72,10.41,0.0000,47520.37,50806.99,98327.36,0.4833,买入(补至100%)
2015-11-10,25.22,10.62,0.1429,100288.82,1019.69,101308.51,0.9899,持有
2015-11-11,24.58,10.35,0.0000,97734.75,1019.69,98754.44,0.9897,持有
2015-11-12,26.47,11.14,0.5556,105249.98,1019.69,106269.67,0.9904,持有
2015-11-13,25.00,10.52,0.2000,99388.46,1019.69,100408.16,0.9898,持有
2015-11-16,24.73,10.41,0.1818,98322.73,1019.69,99342.43,0.9897,持有
2015-11-17,24.95,10.50,0.2500,99204.72,1019.69,100224.41,0.9898,持有
2015-11-18,24.16,10.17,0.0000,96062.65,1019.69,97082.35,0.9895,持有
2015-11-19,24.78,10.43,0.2857,98543.23,1019.69,99562.92,0.9898,持有
2015-11-20,24.51,10.32,0.0667,97459.13,1019.69,98478.82,0.9896,持有
2015-11-23,24.40,10.27,0.0625,96999.76,1019.69,98019.45,0.9896,持有
2015-11-24,25.74,10.84,0.6471,102346.78,1019.69,103366.47,0.9901,持有
2015-11-25,25.64,10.79,0.6111,101942.54,1019.69,102962.23,0.9901,持有
2015-11-26,24.97,10.51,0.4211,99278.22,1019.69,100297.91,0.9898,持有
2015-11-27,23.30,9.81,0.0000,92626.59,1019.69,93646.29,0.9891,持有
2015-11-30,22.57,9.50,0.0000,89741.77,1019.69,90761.47,0.9888,持有
2015-12-01,22.18,9.34,0.0000,88198.30,1019.69,89218.00,0.9886,持有
2015-12-02,22.01,9.27,0.0000,87518.44,1019.69,88538.13,0.9885,持有
2015-12-03,23.00,9.68,0.1250,91450.62,1019.69,92470.31,0.9890,持有
2015-12-04,23.02,9.69,0.1600,91542.49,1019.69,92562.18,0.9890,持有
2015-12-07,22.70,9.56,0.1154,90274.64,1019.69,91294.33,0.9888,持有
2015-12-08,21.87,9.21,0.0000,86967.20,1019.69,87986.90,0.9884,持有
2015-12-09,21.51,9.06,0.0000,85533.98,1019.69,86553.67,0.9882,持有
2015-12-10,21.99,9.26,0.0690,87426.57,1019.69,88446.26,0.9885,持有
2015-12-11,21.62,9.10,0.0333,85956.60,1019.69,86976.29,0.9883,持有
2015-12-14,21.78,9.17,0.0645,86581.33,1019.69,87601.03,0.9884,持有
2015-12-15,21.71,9.14,0.0625,86305.72,1019.69,87325.41,0.9883,持有
2015-12-16,22.09,9.30,0.2121,87849.19,1019.69,88868.88,0.9885,持有
2015-12-17,22.36,9.41,0.2647,88914.92,1019.69,89934.61,0.9887,持有
2015-12-18,22.02,9.27,0.2000,87536.82,1019.69,88556.51,0.9885,持有
2015-12-21,22.30,9.39,0.2778,88676.04,1019.69,89695.74,0.9886,持有
2015-12-22,22.64,9.53,0.3514,89999.02,1019.69,91018.71,0.9888,持有
2015-12-23,22.10,9.30,0.2368,87867.56,1019.69,88887.25,0.9885,持有
2015-12-24,21.73,9.14,0.0769,86379.21,1019.69,87398.91,0.9883,持有
2015-12-25,21.84,9.19,0.1250,86820.21,1019.69,87839.90,0.9884,持有
2015-12-28,21.17,8.91,0.0000,84155.88,1019.69,85175.57,0.9880,持有
2015-12-29,21.39,9.00,0.0238,85037.86,1019.69,86057.56,0.9882,持有
2015-12-30,21.28,8.96,0.0233,84596.87,1019.69,85616.57,0.9881,持有
2015-12-31,21.14,8.90,0.0000,84045.63,1019.69,85065.33,0.9880,持有
2016-01-04,20.32,8.56,0.0000,80811.70,1019.69,81831.39,0.9875,持有
2016-01-05,20.80,8.76,0.0217,82704.28,1019.69,83723.98,0.9878,持有
2016-01-06,22.58,9.51,0.4681,89796.90,1019.69,90816.59,0.9888,持有
2016-01-07,20.37,8.57,0.0208,80995.44,1019.69,82015.14,0.9876,持有
2016-01-08,22.41,9.43,0.4490,89098.66,1019.69,90118.35,0.9887,持有
2016-01-11,22.76,9.58,0.5400,90513.51,1019.69,91533.20,0.9889,持有
2016-01-12,22.21,9.35,0.3922,88290.18,1019.69,89309.87,0.9886,持有
2016-01-13,21.14,8.90,0.0769,84064.01,1019.69,85083.70,0.9880,持有
2016-01-14,21.95,9.24,0.2830,87279.57,1019.69,88299.26,0.9885,持有
2016-01-15,20.53,8.64,0.0370,81638.56,1019.69,82658.25,0.9877,持有
2016-01-18,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-01-19,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-01-20,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-01-21,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-01-22,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-01-25,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-01-26,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-01-27,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-01-28,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-01-29,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-02-01,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-02-02,20.02,8.43,0.0000,79598.97,1019.69,80618.66,0.9874,持有
2016-02-03,19.11,8.05,0.0000,75997.54,1019.69,77017.23,0.9868,持有
2016-02-04,19.44,8.18,0.0147,77283.76,1019.69,78303.46,0.9870,持有
2016-02-05,19.19,8.08,0.0145,76291.53,1019.69,77311.23,0.9868,持有
2016-02-15,18.54,7.80,0.0000,73719.08,1019.69,74738.78,0.9864,持有
2016-02-16,19.29,8.12,0.0423,76695.78,1019.69,77715.47,0.9869,持有
2016-02-17,20.45,8.61,0.2639,81289.44,1019.69,82309.13,0.9876,持有
2016-02-18,20.25,8.52,0.2329,80517.70,1019.69,81537.39,0.9875,持有
2016-02-19,20.40,8.59,0.2703,81124.06,1019.69,82143.76,0.9876,持有
2016-02-22,20.49,8.63,0.2933,81473.18,1019.69,82492.88,0.9876,持有
2016-02-23,20.08,8.45,0.2237,79837.84,1019.69,80857.53,0.9874,持有
2016-02-24,21.60,9.09,0.4156,85864.72,1019.69,86884.42,0.9883,持有
2016-02-25,20.29,8.54,0.2436,80664.70,1019.69,81684.39,0.9875,持有
2016-02-26,21.11,8.88,0.3418,83917.01,1019.69,84936.70,0.9880,持有
2016-02-29,22.05,9.28,0.5625,87665.44,1019.69,88685.13,0.9885,持有
2016-03-01,22.81,9.60,0.7160,90678.88,1019.69,91698.57,0.9889,持有
2016-03-02,23.04,9.70,0.7439,91597.61,1019.69,92617.31,0.9890,持有
2016-03-03,22.26,9.37,0.6024,88510.67,1019.69,89530.37,0.9886,持有
2016-03-04,23.02,9.69,0.7262,91542.49,1019.69,92562.18,0.9890,持有
2016-03-07,23.62,9.94,0.7647,93894.44,1019.69,94914.14,0.9893,卖出(降至50%)
2016-03-08,22.80,9.60,0.6860,45822.61,46693.27,92515.88,0.4953,持有
2016-03-09,21.69,9.13,0.4138,43593.25,46693.27,90286.52,0.4828,持有
2016-03-10,22.12,9.31,0.5568,44466.41,46693.27,91159.68,0.4878,持有
2016-03-11,22.30,9.39,0.5955,44819.40,46693.27,91512.66,0.4898,持有
