操作日期,操作类型,成交价格,成交数量,成交后持仓,持仓金额,成交后现金,总金额,手续费
2020-12-02,买入,5072.98,18.748402808763352,18.748402808763352,95110.19,4885.06,99885.93,4.76
2020-12-08,卖出,5029.11,-18.748402808763352,0.0,0.00,99168.05,99168.05,4.71
2020-12-18,买入,5014.32,18.77629409205509,18.77629409205509,94150.37,5012.98,98893.84,4.71
2021-01-15,卖出,5471.39,-18.77629409205509,0.0,0.00,107740.29,107740.29,5.14
2021-01-26,买入,5600.90,18.19315148581065,18.19315148581065,101898.05,5837.14,106135.40,5.09
2021-01-27,卖出,5505.77,-18.19315148581065,0.0,0.00,105999.45,105999.45,5.01
2021-02-09,买入,5584.16,18.09656972250045,18.09656972250045,101054.23,4940.17,107841.79,5.05
2021-02-23,卖出,5542.68,-18.09656972250045,0.0,0.00,105238.72,105238.72,5.02
2021-03-15,买入,5116.12,19.426628890903103,19.426628890903103,99389.02,5844.73,103668.38,4.97
2021-03-25,卖出,4904.07,-19.426628890903103,0.0,0.00,101109.49,101109.49,4.76
2021-03-29,买入,5052.26,19.065939779193638,19.065939779193638,96326.15,4778.52,101001.98,4.82
2021-04-12,卖出,5026.98,-19.065939779193638,0.0,0.00,100617.81,100617.81,4.79
2021-04-20,买入,5065.78,18.790369258982103,18.790369258982103,95187.80,5425.25,100943.57,4.76
2021-05-07,卖出,5073.46,-18.790369258982103,0.0,0.00,100752.59,100752.59,4.77
2021-05-17,买入,5115.31,18.728748749643486,18.728748749643486,95803.29,4944.51,102052.80,4.79
2021-06-03,卖出,5285.71,-18.728748749643486,0.0,0.00,103934.29,103934.29,4.95
2021-06-24,买入,5156.56,19.182052315518693,19.182052315518693,98913.48,5015.87,103918.03,4.95
2021-07-05,卖出,5073.78,-19.182052315518693,0.0,0.00,102336.49,102336.49,4.87
2021-07-13,买入,5128.61,18.941200618306837,18.941200618306837,97142.10,5189.53,102587.06,4.86
2021-07-27,卖出,4924.28,-18.941200618306837,0.0,0.00,98456.67,98456.67,4.66
2021-08-03,买入,4909.23,18.95801479895987,18.95801479895987,93069.30,5382.72,98930.25,4.65
2021-08-17,卖出,4935.00,-18.95801479895987,0.0,0.00,98935.93,98935.93,4.68
2021-08-25,买入,4890.52,19.227010595268943,19.227010595268943,94030.10,4901.12,99078.04,4.70
2021-08-27,卖出,4794.97,-19.227010595268943,0.0,0.00,97089.53,97089.53,4.61
2021-09-02,买入,4865.82,18.941541432995596,18.941541432995596,92166.17,4918.76,97152.91,4.61
2021-09-15,卖出,4903.85,-18.941541432995596,0.0,0.00,97800.54,97800.54,4.64
2021-09-28,买入,4869.08,19.049305761078074,19.049305761078074,92752.68,5043.22,98076.75,4.64
2021-09-30,卖出,4843.95,-19.049305761078074,0.0,0.00,97312.55,97312.55,4.61
2021-10-08,买入,4915.73,18.997051511894416,18.997051511894416,93384.39,3923.49,97577.83,4.67
2021-10-19,卖出,4869.39,-18.997051511894416,0.0,0.00,96422.93,96422.93,4.63
2021-10-22,买入,4934.87,18.58796624711836,18.58796624711836,91729.19,4689.15,96880.36,4.59
2021-10-28,卖出,4882.59,-18.58796624711836,0.0,0.00,95441.96,95441.96,4.54
2021-11-12,买入,4902.93,18.509141352276387,18.509141352276387,90749.00,4688.42,95168.04,4.54
2021-11-19,卖出,4832.06,-18.509141352276387,0.0,0.00,94121.22,94121.22,4.47
2021-11-22,买入,4895.39,18.285092753749456,18.285092753749456,89512.61,4604.13,94427.80,4.48
2021-11-29,卖出,4820.01,-18.285092753749456,0.0,0.00,92733.96,92733.96,4.41
2021-12-06,买入,4909.43,17.97530099410121,17.97530099410121,88248.47,4481.08,92427.42,4.41
2021-12-16,卖出,5006.61,-17.97530099410121,0.0,0.00,94471.91,94471.91,4.50
2022-01-04,买入,4957.98,18.16630296378867,18.16630296378867,90068.23,4399.18,93736.79,4.50
2022-01-06,卖出,4842.16,-18.16630296378867,0.0,0.00,92358.85,92358.85,4.40
2022-01-19,买入,4815.81,18.228668815724944,18.228668815724944,87785.82,4568.65,91708.58,4.39
2022-01-26,卖出,4697.10,-18.228668815724944,0.0,0.00,90186.23,90186.23,4.28
2022-02-10,买入,4657.21,18.416981633208234,18.416981633208234,85771.76,4410.18,89862.44,4.29
2022-02-15,卖出,4553.81,-18.416981633208234,0.0,0.00,88273.44,88273.44,4.19
2022-02-16,买入,4619.85,18.229978773537663,18.229978773537663,84219.69,4049.54,88235.39,4.21
2022-02-25,卖出,4564.63,-18.229978773537663,0.0,0.00,87258.53,87258.53,4.16
2022-03-01,买入,4597.85,18.09297408192856,18.09297408192856,83188.87,4065.50,87649.36,4.16
2022-03-07,卖出,4462.52,-18.09297408192856,0.0,0.00,84801.67,84801.67,4.04
2022-03-18,买入,4218.47,19.010706475749835,19.010706475749835,80196.16,4601.50,85699.30,4.01
2022-03-30,卖出,4162.17,-19.010706475749835,0.0,0.00,83723.27,83723.27,3.96
2022-03-31,买入,4234.72,18.696581158069517,18.696581158069517,79174.71,4544.60,83492.72,3.96
2022-04-12,卖出,4102.97,-18.696581158069517,0.0,0.00,81252.30,81252.30,3.84
2022-04-15,买入,4162.37,18.41546526205779,18.41546526205779,76652.01,4596.45,81734.18,3.83
2022-04-20,卖出,4130.54,-18.41546526205779,0.0,0.00,80658.51,80658.51,3.80
2022-05-05,买入,3995.35,19.078931733276878,19.078931733276878,76227.07,4427.63,80938.16,3.81
2022-05-26,卖出,3987.68,-19.078931733276878,0.0,0.00,80504.53,80504.53,3.80
2022-05-31,买入,4031.76,18.982120179456427,18.982120179456427,76531.39,3969.31,81634.99,3.83
2022-06-23,卖出,4277.96,-18.982120179456427,0.0,0.00,85169.91,85169.91,4.06
2022-06-27,买入,4414.33,18.410832932368084,18.410832932368084,81271.53,3894.32,85716.92,4.06
2022-07-04,卖出,4447.22,-18.410832932368084,0.0,0.00,85767.18,85767.18,4.09
2022-07-28,买入,4242.27,19.284763979365483,19.284763979365483,81811.26,3951.83,85442.94,4.09
2022-08-01,卖出,4160.65,-19.284763979365483,0.0,0.00,84184.92,84184.92,4.01
2022-08-08,买入,4142.11,19.239208311125882,19.239208311125882,79690.94,4490.00,84295.67,3.98
2022-08-24,卖出,4168.58,-19.239208311125882,0.0,0.00,84686.10,84686.10,4.01
2022-09-08,买入,4059.17,19.840230306188968,19.840230306188968,80534.85,4147.23,84255.81,4.03
2022-09-19,卖出,3928.42,-19.840230306188968,0.0,0.00,82084.17,82084.17,3.90
2022-09-28,买入,3879.44,20.034442057200742,20.034442057200742,77722.41,4357.87,81063.93,3.89
2022-09-29,卖出,3864.32,-20.034442057200742,0.0,0.00,81773.41,81773.41,3.87
2022-10-13,买入,3756.42,20.528132278139505,20.528132278139505,77112.24,4657.32,81692.69,3.86
2022-10-24,卖出,3727.91,-20.528132278139505,0.0,0.00,81180.63,81180.63,3.83
2022-11-02,买入,3620.37,21.221221543385795,21.221221543385795,76828.66,4348.13,82395.64,3.84
2022-11-22,卖出,3766.08,-21.221221543385795,0.0,0.00,84264.98,84264.98,4.00
2022-11-30,买入,3836.56,20.80118189944041,20.80118189944041,79804.98,4456.02,84603.73,3.99
2022-12-13,卖出,3953.55,-20.80118189944041,0.0,0.00,86690.38,86690.38,4.11
2022-12-29,买入,3854.24,21.27363334918093,21.27363334918093,81993.61,4692.67,86738.71,4.10
2023-02-01,卖出,4170.13,-21.27363334918093,0.0,0.00,93402.10,93402.10,4.44
2023-02-22,买入,4118.97,21.410333257714267,21.410333257714267,88188.45,5209.23,93140.41,4.41
2023-02-24,卖出,4100.99,-21.410333257714267,0.0,0.00,93008.40,93008.40,4.39
2023-03-02,买入,4119.99,21.410039163975608,21.410039163975608,88209.19,4794.80,92955.73,4.41
2023-03-08,卖出,4030.74,-21.410039163975608,0.0,0.00,91088.76,91088.76,4.31
2023-03-22,买入,3993.78,21.729307692545863,21.729307692545863,86782.18,4302.24,91207.36,4.34
2023-04-13,卖出,4081.39,-21.729307692545863,0.0,0.00,92983.52,92983.52,4.43
2023-04-18,买入,4139.31,21.288546311120385,21.288546311120385,88119.87,4859.25,93462.86,4.41
2023-04-21,卖出,4114.26,-21.288546311120385,0.0,0.00,92441.57,92441.57,4.38
