日期,操作类型,成交价格,操作数量,操作金额,操作后持仓,操作后市值,相对上次涨跌幅,手续费
2023-02-01,初始建仓,4195.93,11.92,50015.52,11.92,50015.52,0.00%,2.50
2023-02-03,网格买入,4141.63,0.48,1987.98,12.4,51356.24,-1.29%,0.10
2023-02-06,网格买入,4086.88,0.49,2002.57,12.89,52679.86,-1.32%,0.10
2023-02-09,网格卖出,4130.86,-0.48,-1982.81,12.41,51263.93,1.08%,0.10
2023-02-17,网格买入,4034.51,0.5,2017.25,12.91,52085.49,-2.33%,0.10
2023-02-20,网格卖出,4133.49,-0.48,-1984.08,12.43,51379.28,2.45%,0.10
2023-02-24,网格买入,4061.05,0.49,1989.91,12.92,52468.71,-1.75%,0.10
2023-03-01,网格卖出,4126.94,-0.48,-1980.93,12.44,51339.15,1.62%,0.10
2023-03-07,网格买入,4048.85,0.49,1983.94,12.93,52351.66,-1.89%,0.10
2023-03-10,网格买入,3967.14,0.5,1983.57,13.43,53278.63,-2.02%,0.10
2023-03-13,网格卖出,4008.69,-0.5,-2004.34,12.93,51832.31,1.05%,0.10
2023-03-16,网格买入,3939.15,0.51,2008.97,13.44,52942.18,-1.73%,0.10
2023-03-21,网格卖出,3982.38,-0.5,-1991.19,12.94,51531.97,1.10%,0.10
2023-03-23,网格卖出,4039.09,-0.5,-2019.54,12.44,50246.27,1.42%,0.10
2023-04-03,网格卖出,4090.57,-0.49,-2004.38,11.95,48882.28,1.27%,0.10
2023-04-17,网格卖出,4149.38,-0.48,-1991.70,11.469999999999999,47593.43,1.44%,0.10
2023-04-21,网格买入,4032.57,0.5,2016.28,11.969999999999999,48269.83,-2.82%,0.10
2023-04-24,网格买入,3982.64,0.5,1991.32,12.469999999999999,49663.56,-1.24%,0.10
2023-04-28,网格卖出,4029.09,-0.5,-2014.54,11.969999999999999,48228.16,1.17%,0.10
2023-05-12,网格买入,3937.76,0.51,2008.26,12.479999999999999,49143.27,-2.27%,0.10
2023-05-15,网格卖出,3998.89,-0.5,-1999.44,11.979999999999999,47906.67,1.55%,0.10
2023-05-18,网格买入,3956.07,0.51,2017.60,12.489999999999998,49411.32,-1.07%,0.10
2023-05-23,网格买入,3913.19,0.51,1995.73,12.999999999999998,50871.45,-1.08%,0.10
2023-05-24,网格买入,3859.09,0.52,2006.73,13.519999999999998,52174.94,-1.38%,0.10
2023-05-31,网格买入,3798.54,0.53,2013.23,14.049999999999997,53369.53,-1.57%,0.10
2023-06-02,网格卖出,3861.83,-0.52,-2008.15,13.529999999999998,52250.61,1.67%,0.10
2023-06-06,网格买入,3808.16,0.53,2018.33,14.059999999999997,53542.77,-1.39%,0.10
2023-06-13,网格卖出,3864.91,-0.52,-2009.75,13.539999999999997,52330.85,1.49%,0.10
2023-06-15,网格卖出,3925.50,-0.51,-2002.00,13.029999999999998,51149.26,1.57%,0.10
2023-06-21,网格买入,3864.03,0.52,2009.30,13.549999999999997,52357.64,-1.57%,0.10
2023-06-26,网格买入,3809.70,0.52,1981.04,14.069999999999997,53602.43,-1.41%,0.10
2023-07-03,网格卖出,3892.88,-0.51,-1985.37,13.559999999999997,52787.48,2.18%,0.10
2023-07-06,网格买入,3842.75,0.52,1998.23,14.079999999999997,54105.99,-1.29%,0.10
2023-07-13,网格卖出,3898.42,-0.51,-1988.20,13.569999999999997,52901.60,1.45%,0.10
2023-07-18,网格买入,3854.94,0.52,2004.57,14.089999999999996,54316.09,-1.12%,0.10
2023-07-24,网格买入,3805.22,0.53,2016.77,14.619999999999996,55632.33,-1.29%,0.10
2023-07-25,网格卖出,3915.12,-0.51,-1996.71,14.109999999999996,55242.28,2.89%,0.10
2023-07-28,网格卖出,3992.74,-0.5,-1996.37,13.609999999999996,54341.16,1.98%,0.10
2023-08-11,网格买入,3884.25,0.51,1980.97,14.119999999999996,54845.66,-2.72%,0.10
2023-08-16,网格买入,3818.33,0.52,1985.53,14.639999999999995,55900.41,-1.70%,0.10
2023-08-21,网格买入,3729.55,0.54,2013.96,15.179999999999996,56614.64,-2.33%,0.10
2023-08-29,网格卖出,3790.11,-0.53,-2008.76,14.649999999999997,55525.06,1.62%,0.10
2023-09-04,网格卖出,3848.95,-0.52,-2001.45,14.129999999999997,54385.69,1.55%,0.10
