日期,操作类型,成交价格,操作数量,操作金额,操作后持仓,操作后市值,相对上次涨跌幅,手续费
2021-12-17,网格买入,4954.76,0.4,1981.90,8.569999999999999,42462.29,-1.02%,0.10
2021-12-20,网格买入,4880.42,0.41,2000.97,8.979999999999999,43826.15,-1.50%,0.10
2021-12-23,网格卖出,4948.74,-0.4,-1979.50,8.579999999999998,42460.18,1.40%,0.10
2021-12-29,网格买入,4883.48,0.41,2002.23,8.989999999999998,43902.49,-1.32%,0.10
2021-12-31,网格卖出,4940.37,-0.4,-1976.15,8.589999999999998,42437.81,1.17%,0.10
2022-01-05,网格买入,4868.12,0.41,1995.93,8.999999999999998,43813.08,-1.46%,0.10
2022-01-06,网格买入,4818.23,0.42,2023.66,9.419999999999998,45387.74,-1.02%,0.10
2022-01-13,网格买入,4765.92,0.42,2001.69,9.839999999999998,46896.64,-1.09%,0.10
2022-01-20,网格卖出,4823.51,-0.41,-1977.64,9.429999999999998,45485.69,1.21%,0.10
2022-01-25,网格买入,4678.45,0.43,2011.73,9.859999999999998,46129.53,-3.01%,0.10
2022-01-27,网格买入,4619.88,0.43,1986.55,10.289999999999997,47538.53,-1.25%,0.10
2022-01-28,网格买入,4563.77,0.44,2008.06,10.729999999999997,48969.27,-1.21%,0.10
2022-02-07,网格卖出,4634.09,-0.43,-1992.66,10.299999999999997,47731.13,1.54%,0.10
2022-02-14,网格买入,4551.69,0.44,2002.74,10.739999999999997,48885.13,-1.78%,0.10
2022-02-15,网格卖出,4600.10,-0.43,-1978.04,10.309999999999997,47427.06,1.06%,0.10
2022-02-18,网格卖出,4651.24,-0.43,-2000.03,9.879999999999997,45954.21,1.11%,0.10
2022-02-22,网格买入,4574.15,0.44,2012.63,10.319999999999997,47205.26,-1.66%,0.10
2022-02-23,网格卖出,4623.05,-0.43,-1987.91,9.889999999999997,45721.93,1.07%,0.10
2022-02-24,网格买入,4529.32,0.44,1992.90,10.329999999999997,46787.86,-2.03%,0.10
2022-02-28,网格卖出,4581.65,-0.44,-2015.92,9.889999999999997,45312.48,1.16%,0.10
2022-03-04,网格买入,4496.43,0.44,1978.43,10.329999999999997,46448.12,-1.86%,0.10
2022-03-07,网格买入,4352.78,0.46,2002.28,10.789999999999997,46966.47,-3.19%,0.10
2022-03-08,网格买入,4265.39,0.47,2004.73,11.259999999999998,48028.30,-2.01%,0.10
2022-03-14,网格买入,4174.76,0.48,2003.88,11.739999999999998,49011.66,-2.12%,0.10
2022-03-15,网格买入,3983.81,0.5,1991.91,12.239999999999998,48761.86,-4.57%,0.10
2022-03-16,网格卖出,4156.08,-0.48,-1994.92,11.759999999999998,48875.51,4.32%,0.10
2022-03-17,网格卖出,4237.70,-0.47,-1991.72,11.289999999999997,47843.58,1.96%,0.10
2022-03-25,网格买入,4174.57,0.48,2003.80,11.769999999999998,49134.74,-1.49%,0.10
2022-03-30,网格卖出,4254.10,-0.47,-1999.43,11.299999999999997,48071.32,1.90%,0.10
2022-04-07,网格买入,4209.10,0.48,2020.37,11.779999999999998,49583.20,-1.06%,0.10
2022-04-11,网格买入,4100.07,0.49,2009.03,12.269999999999998,50307.86,-2.59%,0.10
2022-04-12,网格卖出,4179.97,-0.48,-2006.39,11.789999999999997,49281.88,1.95%,0.10
2022-04-19,网格买入,4134.90,0.48,1984.75,12.269999999999998,50735.24,-1.08%,0.10
2022-04-20,网格买入,4070.79,0.49,1994.69,12.759999999999998,51943.27,-1.55%,0.10
2022-04-21,网格买入,3995.83,0.5,1997.91,13.259999999999998,52984.71,-1.84%,0.10
2022-04-25,网格买入,3814.91,0.52,1983.75,13.779999999999998,52569.50,-4.53%,0.10
2022-04-27,网格卖出,3895.54,-0.51,-1986.72,13.269999999999998,51693.76,2.11%,0.10
2022-04-29,网格卖出,4016.24,-0.5,-2008.12,12.769999999999998,51287.40,3.10%,0.10
2022-05-06,网格买入,3908.82,0.51,1993.50,13.279999999999998,51909.06,-2.67%,0.10
2022-05-11,网格卖出,3976.42,-0.5,-1988.21,12.779999999999998,50818.69,1.73%,0.10
2022-05-20,网格卖出,4077.60,-0.49,-1998.02,12.289999999999997,50113.70,2.54%,0.10
2022-05-24,网格买入,3959.15,0.51,2019.17,12.799999999999997,50677.17,-2.90%,0.10
2022-05-27,网格卖出,4001.30,-0.5,-2000.65,12.299999999999997,49215.98,1.06%,0.10
2022-05-31,网格卖出,4091.52,-0.49,-2004.84,11.809999999999997,48320.82,2.25%,0.10
2022-06-06,网格卖出,4166.09,-0.48,-1999.72,11.329999999999997,47201.74,1.82%,0.10
2022-06-08,网格卖出,4219.81,-0.47,-1983.31,10.859999999999996,45827.16,1.29%,0.10
2022-06-09,网格买入,4175.67,0.48,2004.32,11.339999999999996,47352.15,-1.05%,0.10
2022-06-10,网格卖出,4238.99,-0.47,-1992.33,10.869999999999996,46077.86,1.52%,0.10
2022-06-13,网格买入,4189.35,0.48,2010.89,11.349999999999996,47549.15,-1.17%,0.10
2022-06-15,网格卖出,4278.22,-0.47,-2010.76,10.879999999999995,46547.01,2.12%,0.10
2022-06-20,网格卖出,4330.43,-0.46,-1992.00,10.419999999999995,45123.11,1.22%,0.10
2022-06-22,网格买入,4270.62,0.47,2007.19,10.889999999999995,46507.08,-1.38%,0.10
2022-06-23,网格卖出,4343.88,-0.46,-1998.18,10.429999999999994,45306.65,1.72%,0.10
2022-06-24,网格卖出,4394.77,-0.46,-2021.60,9.969999999999994,43815.88,1.17%,0.10
2022-06-27,网格卖出,4444.26,-0.45,-1999.92,9.519999999999994,42309.39,1.13%,0.10
2022-06-28,网格卖出,4490.52,-0.45,-2020.73,9.069999999999995,40728.99,1.04%,0.10
2022-06-29,网格买入,4421.36,0.45,1989.61,9.519999999999994,42091.32,-1.54%,0.10
2022-06-30,网格卖出,4485.01,-0.45,-2018.25,9.069999999999995,40679.05,1.44%,0.10
2022-07-06,网格买入,4423.97,0.45,1990.79,9.519999999999994,42116.19,-1.36%,0.10
2022-07-11,网格买入,4354.62,0.46,2003.12,9.979999999999995,43459.07,-1.57%,0.10
2022-07-15,网格买入,4248.53,0.47,1996.81,10.449999999999996,44397.11,-2.44%,0.10
2022-07-18,网格卖出,4292.59,-0.47,-2017.52,9.979999999999995,42840.01,1.04%,0.10
2022-07-21,网格买入,4236.06,0.47,1990.95,10.449999999999996,44266.80,-1.32%,0.10
2022-07-29,网格买入,4170.10,0.48,2001.65,10.929999999999996,45579.21,-1.56%,0.10
2022-08-02,网格买入,4107.02,0.49,2012.44,11.419999999999996,46902.21,-1.51%,0.10
2022-08-05,网格卖出,4156.91,-0.48,-1995.32,10.939999999999996,45476.61,1.21%,0.10
2022-08-10,网格买入,4109.74,0.49,2013.77,11.429999999999996,46974.30,-1.13%,0.10
2022-08-11,网格卖出,4193.54,-0.48,-2012.90,10.949999999999996,45919.29,2.04%,0.10
2022-08-19,网格买入,4151.07,0.48,1992.52,11.429999999999996,47446.77,-1.01%,0.10
2022-08-24,网格买入,4082.42,0.49,2000.39,11.919999999999996,48662.44,-1.65%,0.10
2022-09-02,网格买入,4023.61,0.5,2011.81,12.419999999999996,49973.27,-1.44%,0.10
2022-09-09,网格卖出,4093.79,-0.49,-2005.96,11.929999999999996,48838.88,1.74%,0.10
2022-09-15,网格买入,4027.12,0.5,2013.56,12.429999999999996,50057.08,-1.63%,0.10
2022-09-16,网格买入,3932.68,0.51,2005.67,12.939999999999996,50888.91,-2.35%,0.10
2022-09-22,网格买入,3869.34,0.52,2012.06,13.459999999999996,52081.37,-1.61%,0.10
2022-09-28,网格买入,3828.71,0.52,1990.93,13.979999999999995,53525.36,-1.05%,0.10
2022-10-10,网格买入,3720.94,0.54,2009.31,14.519999999999996,54028.00,-2.81%,0.10
2022-10-12,网格卖出,3784.31,-0.53,-2005.68,13.989999999999997,52942.45,1.70%,0.10
2022-10-14,网格卖出,3842.47,-0.52,-1998.08,13.469999999999997,51758.07,1.54%,0.10
2022-10-19,网格买入,3776.53,0.53,2001.56,13.999999999999996,52871.47,-1.72%,0.10
2022-10-24,网格买入,3633.37,0.55,1998.36,14.549999999999997,52865.58,-3.79%,0.10
2022-10-28,网格买入,3541.33,0.56,1983.14,15.109999999999998,53509.49,-2.53%,0.10
2022-11-01,网格卖出,3634.17,-0.55,-1998.80,14.559999999999997,52913.56,2.62%,0.10
2022-11-02,网格卖出,3677.81,-0.54,-1986.01,14.019999999999996,51562.83,1.20%,0.10
2022-11-04,网格卖出,3767.17,-0.53,-1996.60,13.489999999999997,50819.19,2.43%,0.10
2022-11-09,网格买入,3714.27,0.54,2005.71,14.029999999999998,52111.21,-1.40%,0.10
2022-11-11,网格卖出,3788.44,-0.53,-2007.87,13.499999999999998,51143.92,2.00%,0.10
2022-11-15,网格卖出,3865.97,-0.52,-2010.31,12.979999999999999,50180.32,2.05%,0.10
2022-11-17,网格买入,3818.66,0.52,1985.71,13.499999999999998,51551.96,-1.22%,0.10
2022-11-21,网格买入,3769.13,0.53,1997.64,14.029999999999998,52880.85,-1.30%,0.10
2022-11-29,网格卖出,3848.42,-0.52,-2001.18,13.509999999999998,51992.19,2.10%,0.10
2022-12-01,网格卖出,3894.77,-0.51,-1986.33,12.999999999999998,50631.99,1.20%,0.10
2022-12-05,网格卖出,3946.88,-0.51,-2012.91,12.489999999999998,49296.48,1.34%,0.10
2022-12-09,网格卖出,3998.24,-0.5,-1999.12,11.989999999999998,47938.95,1.30%,0.10
2022-12-12,网格买入,3953.44,0.51,2016.26,12.499999999999998,49418.04,-1.12%,0.10
2022-12-19,网格买入,3893.22,0.51,1985.54,13.009999999999998,50650.80,-1.52%,0.10
2022-12-20,网格买入,3829.02,0.52,1991.09,13.529999999999998,51806.60,-1.65%,0.10
2022-12-27,网格卖出,3887.85,-0.51,-1982.81,13.019999999999998,50619.86,1.54%,0.10
2023-01-05,网格卖出,3968.58,-0.5,-1984.29,12.519999999999998,49686.60,2.08%,0.10
2023-01-09,网格卖出,4013.12,-0.5,-2006.56,12.019999999999998,48237.70,1.12%,0.10
2023-01-13,网格卖出,4074.38,-0.49,-1996.44,11.529999999999998,46977.57,1.53%,0.10
2023-01-16,网格卖出,4137.96,-0.48,-1986.22,11.049999999999997,45724.51,1.56%,0.10
2023-01-20,网格卖出,4181.53,-0.48,-2007.13,10.569999999999997,44198.74,1.05%,0.10
2023-02-06,网格买入,4086.88,0.49,2002.57,11.059999999999997,45200.87,-2.26%,0.10
2023-02-09,网格卖出,4130.86,-0.48,-1982.81,10.579999999999997,43704.46,1.08%,0.10
2023-02-17,网格买入,4034.51,0.5,2017.25,11.079999999999997,44702.34,-2.33%,0.10
2023-02-20,网格卖出,4133.49,-0.48,-1984.08,10.599999999999996,43814.99,2.45%,0.10
2023-02-24,网格买入,4061.05,0.49,1989.91,11.089999999999996,45037.00,-1.75%,0.10
2023-03-01,网格卖出,4126.94,-0.48,-1980.93,10.609999999999996,43786.85,1.62%,0.10
2023-03-07,网格买入,4048.85,0.49,1983.94,11.099999999999996,44942.26,-1.89%,0.10
2023-03-10,网格买入,3967.14,0.5,1983.57,11.599999999999996,46018.77,-2.02%,0.10
2023-03-13,网格卖出,4008.69,-0.5,-2004.34,11.099999999999996,44496.41,1.05%,0.10
2023-03-16,网格买入,3939.15,0.51,2008.97,11.609999999999996,45733.54,-1.73%,0.10
2023-03-21,网格卖出,3982.38,-0.5,-1991.19,11.109999999999996,44244.22,1.10%,0.10
2023-03-23,网格卖出,4039.09,-0.5,-2019.54,10.609999999999996,42854.74,1.42%,0.10
2023-04-03,网格卖出,4090.57,-0.49,-2004.38,10.119999999999996,41396.54,1.27%,0.10
2023-04-17,网格卖出,4149.38,-0.48,-1991.70,9.639999999999995,40000.06,1.44%,0.10
2023-04-21,网格买入,4032.57,0.5,2016.28,10.139999999999995,40890.23,-2.82%,0.10
2023-04-24,网格买入,3982.64,0.5,1991.32,10.639999999999995,42375.32,-1.24%,0.10
2023-04-28,网格卖出,4029.09,-0.5,-2014.54,10.139999999999995,40854.93,1.17%,0.10
2023-05-12,网格买入,3937.76,0.51,2008.26,10.649999999999995,41937.17,-2.27%,0.10
2023-05-15,网格卖出,3998.89,-0.5,-1999.44,10.149999999999995,40588.71,1.55%,0.10
2023-05-18,网格买入,3956.07,0.51,2017.60,10.659999999999995,42171.71,-1.07%,0.10
2023-05-23,网格买入,3913.19,0.51,1995.73,11.169999999999995,43710.31,-1.08%,0.10
2023-05-24,网格买入,3859.09,0.52,2006.73,11.689999999999994,45112.80,-1.38%,0.10
2023-05-31,网格买入,3798.54,0.53,2013.23,12.219999999999994,46418.20,-1.57%,0.10
2023-06-02,网格卖出,3861.83,-0.52,-2008.15,11.699999999999994,45183.45,1.67%,0.10
2023-06-06,网格买入,3808.16,0.53,2018.33,12.229999999999993,46573.83,-1.39%,0.10
2023-06-13,网格卖出,3864.91,-0.52,-2009.75,11.709999999999994,45258.07,1.49%,0.10
2023-06-15,网格卖出,3925.50,-0.51,-2002.00,11.199999999999994,43965.59,1.57%,0.10
2023-06-21,网格买入,3864.03,0.52,2009.30,11.719999999999994,45286.46,-1.57%,0.10
2023-06-26,网格买入,3809.70,0.52,1981.04,12.239999999999993,46630.68,-1.41%,0.10
2023-07-03,网格卖出,3892.88,-0.51,-1985.37,11.729999999999993,45663.51,2.18%,0.10
2023-07-06,网格买入,3842.75,0.52,1998.23,12.249999999999993,47073.75,-1.29%,0.10
2023-07-13,网格卖出,3898.42,-0.51,-1988.20,11.739999999999993,45767.48,1.45%,0.10
2023-07-18,网格买入,3854.94,0.52,2004.57,12.259999999999993,47261.56,-1.12%,0.10
2023-07-24,网格买入,3805.22,0.53,2016.77,12.789999999999992,48668.78,-1.29%,0.10
2023-07-25,网格卖出,3915.12,-0.51,-1996.71,12.279999999999992,48077.62,2.89%,0.10
2023-07-28,网格卖出,3992.74,-0.5,-1996.37,11.779999999999992,47034.45,1.98%,0.10
2023-08-11,网格买入,3884.25,0.51,1980.97,12.289999999999992,47737.48,-2.72%,0.10
2023-08-16,网格买入,3818.33,0.52,1985.53,12.809999999999992,48912.86,-1.70%,0.10
2023-08-21,网格买入,3729.55,0.54,2013.96,13.34999999999999,49789.56,-2.33%,0.10
2023-08-29,网格卖出,3790.11,-0.53,-2008.76,12.819999999999991,48589.17,1.62%,0.10
2023-09-04,网格卖出,3848.95,-0.52,-2001.45,12.299999999999992,47342.11,1.55%,0.10
2023-09-07,网格买入,3758.47,0.53,1991.99,12.829999999999991,48221.23,-2.35%,0.10
2023-09-15,网格买入,3708.78,0.54,2002.74,13.36999999999999,49586.34,-1.32%,0.10
2023-10-10,网格买入,3657.13,0.55,2011.42,13.919999999999991,50907.19,-1.39%,0.10
2023-10-12,网格卖出,3702.38,-0.54,-1999.29,13.379999999999992,49537.88,1.24%,0.10
2023-10-13,网格买入,3663.41,0.55,2014.88,13.929999999999993,51031.31,-1.05%,0.10
2023-10-16,网格买入,3626.60,0.55,1994.63,14.479999999999993,52513.13,-1.00%,0.10
2023-10-19,网格买入,3533.54,0.57,2014.12,15.049999999999994,53179.84,-2.57%,0.10
2023-10-23,网格买入,3474.24,0.58,2015.06,15.629999999999994,54302.43,-1.68%,0.10
2023-10-26,网格卖出,3514.14,-0.57,-2003.06,15.059999999999993,52923.02,1.15%,0.10
2023-10-27,网格卖出,3562.39,-0.56,-1994.94,14.499999999999993,51654.58,1.37%,0.10
2023-11-06,网格卖出,3632.61,-0.55,-1997.93,13.949999999999992,50674.89,1.97%,0.10
2023-11-10,网格买入,3586.49,0.56,2008.43,14.509999999999993,52039.96,-1.27%,0.10
2023-11-22,网格买入,3544.42,0.56,1984.87,15.069999999999993,53414.35,-1.17%,0.10
2023-11-29,网格买入,3488.31,0.57,1988.34,15.639999999999993,54557.13,-1.58%,0.10
2023-12-05,网格买入,3394.26,0.59,2002.61,16.229999999999993,55088.79,-2.70%,0.10
2023-12-14,网格买入,3351.96,0.6,2011.18,16.829999999999995,56413.55,-1.25%,0.10
2023-12-20,网格买入,3297.50,0.61,2011.48,17.439999999999994,57508.44,-1.62%,0.10
2023-12-21,网格卖出,3330.87,-0.6,-1998.52,16.839999999999993,56091.85,1.01%,0.10
2023-12-28,网格卖出,3414.54,-0.59,-2014.58,16.249999999999993,55486.28,2.51%,0.10
2024-01-03,网格买入,3378.30,0.59,1993.20,16.839999999999993,56890.52,-1.06%,0.10
2024-01-05,网格买入,3329.11,0.6,1997.47,17.439999999999994,58059.70,-1.46%,0.10
2024-01-08,网格买入,3286.06,0.61,2004.49,18.049999999999994,59313.32,-1.29%,0.10
2024-01-17,网格买入,3229.08,0.62,2002.03,18.669999999999995,60286.96,-1.73%,0.10
2024-01-18,网格卖出,3274.73,-0.61,-1997.58,18.059999999999995,59141.60,1.41%,0.10
2024-01-22,网格买入,3218.90,0.62,1995.72,18.679999999999996,60129.08,-1.70%,0.10
2024-01-24,网格卖出,3277.11,-0.61,-1999.04,18.069999999999997,59217.36,1.81%,0.10
2024-01-25,网格卖出,3342.92,-0.6,-2005.75,17.469999999999995,58400.79,2.01%,0.10
2024-01-29,网格买入,3303.96,0.61,2015.42,18.079999999999995,59735.60,-1.17%,0.10
2024-01-30,网格买入,3245.04,0.62,2011.92,18.699999999999996,60682.22,-1.78%,0.10
2024-02-02,网格买入,3179.63,0.63,2003.17,19.329999999999995,61462.20,-2.02%,0.10
2024-02-06,网格卖出,3311.69,-0.6,-1987.02,18.729999999999993,62027.99,4.15%,0.10
2024-02-08,网格卖出,3364.93,-0.59,-1985.31,18.139999999999993,61039.82,1.61%,0.10
2024-02-19,网格卖出,3403.81,-0.59,-2008.25,17.549999999999994,59736.83,1.16%,0.10
2024-02-21,网格卖出,3456.87,-0.58,-2004.99,16.969999999999995,58663.11,1.56%,0.10
2024-02-27,网格卖出,3494.79,-0.57,-1992.03,16.399999999999995,57314.51,1.10%,0.10
2024-02-28,网格买入,3450.26,0.58,2001.15,16.979999999999993,58585.41,-1.27%,0.10
2024-02-29,网格卖出,3516.08,-0.57,-2004.17,16.409999999999993,57698.92,1.91%,0.10
2024-03-05,网格卖出,3565.51,-0.56,-1996.69,15.849999999999993,56513.40,1.41%,0.10
2024-03-07,网格买入,3529.72,0.57,2011.94,16.41999999999999,57957.99,-1.00%,0.10
2024-03-11,网格卖出,3589.26,-0.56,-2009.99,15.85999999999999,56925.72,1.69%,0.10
2024-03-22,网格买入,3545.00,0.56,1985.20,16.41999999999999,58208.94,-1.23%,0.10
2024-03-27,网格买入,3502.79,0.57,1996.59,16.98999999999999,59512.34,-1.19%,0.10
2024-04-01,网格卖出,3595.65,-0.56,-2013.56,16.429999999999993,59076.47,2.65%,0.10
2024-04-08,网格买入,3536.41,0.57,2015.75,16.999999999999993,60118.93,-1.65%,0.10
2024-04-12,网格买入,3475.84,0.58,2015.99,17.57999999999999,61105.25,-1.71%,0.10
2024-04-15,网格卖出,3549.08,-0.56,-1987.48,17.019999999999992,60405.27,2.11%,0.10
2024-04-16,网格买入,3511.11,0.57,2001.34,17.589999999999993,61760.51,-1.07%,0.10
2024-04-17,网格卖出,3565.40,-0.56,-1996.63,17.029999999999994,60718.81,1.55%,0.10
