日期,操作类型,成交价格,操作数量,操作金额,操作后持仓,操作后市值,相对上次涨跌幅,手续费
2024-04-23,网格买入,3506.22,0.57,1998.55,17.599999999999994,61709.56,-1.66%,0.10
2024-04-26,网格卖出,3584.27,-0.56,-2007.19,17.039999999999996,61075.94,2.23%,0.10
2024-04-29,网格卖出,3623.91,-0.55,-1993.15,16.489999999999995,59758.32,1.11%,0.10
2024-05-09,网格卖出,3664.56,-0.55,-2015.51,15.939999999999994,58413.10,1.12%,0.10
2024-05-15,网格买入,3626.06,0.55,1994.33,16.489999999999995,59793.66,-1.05%,0.10
2024-05-17,网格卖出,3677.97,-0.54,-1986.10,15.949999999999996,58663.62,1.43%,0.10
2024-05-24,网格买入,3601.48,0.56,2016.83,16.509999999999994,59460.36,-2.08%,0.10
2024-06-11,网格买入,3542.88,0.56,1984.01,17.069999999999993,60476.91,-1.63%,0.10
2024-06-20,网格买入,3503.28,0.57,1996.87,17.639999999999993,61797.89,-1.12%,0.10
2024-06-25,网格买入,3457.90,0.58,2005.58,18.21999999999999,63002.98,-1.30%,0.10
2024-07-08,网格买入,3401.76,0.59,2007.04,18.80999999999999,63987.11,-1.62%,0.10
2024-07-09,网格卖出,3439.81,-0.58,-1995.09,18.229999999999993,62707.76,1.12%,0.10
2024-07-15,网格卖出,3476.25,-0.58,-2016.22,17.649999999999995,61355.75,1.06%,0.10
2024-07-18,网格卖出,3520.93,-0.57,-2006.93,17.079999999999995,60137.50,1.29%,0.10
2024-07-23,网格买入,3439.88,0.58,1995.13,17.659999999999993,60748.24,-2.30%,0.10
2024-07-25,网格买入,3399.27,0.59,2005.57,18.249999999999993,62036.71,-1.18%,0.10
2024-07-31,网格卖出,3442.08,-0.58,-1996.41,17.669999999999995,60821.63,1.26%,0.10
2024-08-02,网格买入,3384.39,0.59,1996.79,18.259999999999994,61799.00,-1.68%,0.10
2024-08-05,网格买入,3343.32,0.6,2005.99,18.859999999999996,63055.02,-1.21%,0.10
2024-08-14,网格买入,3309.24,0.6,1985.54,19.459999999999997,64397.79,-1.02%,0.10
2024-08-16,网格卖出,3345.63,-0.6,-2007.38,18.859999999999996,63098.66,1.10%,0.10
2024-08-27,网格买入,3305.33,0.61,2016.25,19.469999999999995,64354.85,-1.20%,0.10
2024-09-02,网格买入,3265.01,0.61,1991.66,20.079999999999995,65561.42,-1.22%,0.10
2024-09-06,网格买入,3231.35,0.62,2003.43,20.699999999999996,66888.86,-1.03%,0.10
2024-09-09,网格买入,3192.95,0.63,2011.56,21.329999999999995,68105.66,-1.19%,0.10
2024-09-13,网格买入,3159.25,0.63,1990.33,21.959999999999994,69377.06,-1.06%,0.10
2024-09-19,网格卖出,3196.04,-0.63,-2013.50,21.329999999999995,68171.44,1.16%,0.10
2024-09-24,网格卖出,3351.91,-0.6,-2011.15,20.729999999999993,69485.07,4.88%,0.10
2024-09-25,网格卖出,3401.53,-0.59,-2006.90,20.139999999999993,68506.87,1.48%,0.10
2024-09-26,网格卖出,3545.32,-0.56,-1985.38,19.579999999999995,69417.37,4.23%,0.10
2024-09-27,网格卖出,3703.68,-0.54,-1999.99,19.039999999999996,70518.16,4.47%,0.10
2024-09-30,网格卖出,4017.85,-0.5,-2008.93,18.539999999999996,74491.02,8.48%,0.10
2024-10-08,网格卖出,4256.10,-0.47,-2000.37,18.069999999999997,76907.66,5.93%,0.10
2024-10-09,网格买入,3955.98,0.51,2017.55,18.58,73502.18,-7.05%,0.10
2024-10-10,网格卖出,3997.79,-0.5,-1998.89,18.08,72280.01,1.06%,0.10
2024-10-11,网格买入,3887.17,0.51,1982.46,18.59,72262.43,-2.77%,0.10
2024-10-14,网格卖出,3961.34,-0.5,-1980.67,18.09,71660.68,1.91%,0.10
2024-10-15,网格买入,3855.99,0.52,2005.12,18.61,71760.07,-2.66%,0.10
2024-10-17,网格买入,3788.22,0.53,2007.76,19.14,72506.56,-1.76%,0.10
2024-10-18,网格卖出,3925.23,-0.51,-2001.87,18.63,73127.11,3.62%,0.10
2024-10-23,网格卖出,3973.21,-0.5,-1986.60,18.13,72034.28,1.22%,0.10
2024-10-24,网格买入,3928.83,0.51,2003.71,18.64,73233.45,-1.12%,0.10
2024-10-30,网格买入,3889.45,0.51,1983.62,19.150000000000002,74482.94,-1.00%,0.10
2024-11-04,网格卖出,3944.76,-0.51,-2011.83,18.64,73530.36,1.42%,0.10
2024-11-05,网格卖出,4044.57,-0.49,-1981.84,18.150000000000002,73408.99,2.53%,0.10
2024-11-07,网格卖出,4145.70,-0.48,-1989.93,17.67,73254.43,2.50%,0.10
2024-11-08,网格买入,4104.05,0.49,2010.98,18.16,74529.49,-1.00%,0.10
2024-11-14,网格买入,4039.62,0.5,2019.81,18.66,75379.29,-1.57%,0.10
2024-11-15,网格买入,3968.83,0.5,1984.42,19.16,76042.80,-1.75%,0.10
2024-11-22,网格买入,3865.70,0.52,2010.16,19.68,76076.95,-2.60%,0.10
2024-11-27,网格卖出,3907.04,-0.51,-1992.59,19.169999999999998,74898.05,1.07%,0.10
2024-12-02,网格卖出,3947.63,-0.51,-2013.29,18.659999999999997,73662.81,1.04%,0.10
2024-12-10,网格卖出,3995.64,-0.5,-1997.82,18.159999999999997,72560.77,1.22%,0.10
2024-12-13,网格买入,3933.18,0.51,2005.92,18.669999999999998,73432.49,-1.56%,0.10
2024-12-24,网格卖出,3983.69,-0.5,-1991.84,18.169999999999998,72383.61,1.28%,0.10
2024-12-31,网格买入,3934.91,0.51,2006.80,18.68,73504.14,-1.22%,0.10
2025-01-02,网格买入,3820.40,0.52,1986.61,19.2,73351.59,-2.91%,0.10
2025-01-03,网格买入,3775.16,0.53,2000.84,19.73,74484.00,-1.18%,0.10
2025-01-10,网格买入,3732.48,0.54,2015.54,20.27,75657.38,-1.13%,0.10
2025-01-14,网格卖出,3820.54,-0.52,-1986.68,19.75,75455.66,2.36%,0.10
2025-02-07,网格卖出,3892.70,-0.51,-1985.28,19.24,74895.60,1.89%,0.10
2025-02-14,网格卖出,3939.01,-0.51,-2008.89,18.729999999999997,73777.63,1.19%,0.10
2025-02-21,网格卖出,3978.44,-0.5,-1989.22,18.229999999999997,72527.03,1.00%,0.10
2025-02-25,网格买入,3925.65,0.51,2002.08,18.74,73566.69,-1.33%,0.10
2025-02-27,网格卖出,3968.12,-0.5,-1984.06,18.24,72378.43,1.08%,0.10
2025-02-28,网格买入,3890.05,0.51,1983.92,18.75,72938.41,-1.97%,0.10
2025-03-06,网格卖出,3956.24,-0.51,-2017.68,18.24,72161.76,1.70%,0.10
2025-03-13,网格买入,3911.58,0.51,1994.91,18.75,73342.11,-1.13%,0.10
2025-03-14,网格卖出,4006.56,-0.5,-2003.28,18.25,73119.66,2.43%,0.10
2025-03-21,网格买入,3914.70,0.51,1996.49,18.76,73439.69,-2.29%,0.10
2025-04-03,网格买入,3861.50,0.52,2007.98,19.28,74449.79,-1.36%,0.10
2025-04-07,网格买入,3589.44,0.56,2010.09,19.84,71214.50,-7.05%,0.10
2025-04-08,网格卖出,3650.76,-0.55,-2007.92,19.29,70423.14,1.71%,0.10
2025-04-10,网格卖出,3735.12,-0.54,-2016.96,18.75,70033.41,2.31%,0.10
2025-04-16,网格卖出,3772.82,-0.53,-1999.59,18.22,68740.79,1.01%,0.10
2025-05-07,网格卖出,3831.63,-0.52,-1992.45,17.7,67819.80,1.56%,0.10
2025-05-12,网格卖出,3890.61,-0.51,-1984.21,17.189999999999998,66879.58,1.54%,0.10
2025-05-14,网格卖出,3943.21,-0.51,-2011.04,16.679999999999996,65772.76,1.35%,0.10
2025-05-16,网格买入,3889.09,0.51,1983.43,17.189999999999998,66853.38,-1.37%,0.10
2025-05-27,网格买入,3839.40,0.52,1996.49,17.709999999999997,67995.72,-1.28%,0.10
2025-06-09,网格卖出,3885.25,-0.51,-1981.48,17.199999999999996,66826.23,1.19%,0.10
2025-06-19,网格买入,3843.09,0.52,1998.41,17.719999999999995,68099.58,-1.08%,0.10
2025-06-24,网格卖出,3904.03,-0.51,-1991.06,17.209999999999994,67188.43,1.59%,0.10
2025-06-25,网格卖出,3960.07,-0.51,-2019.63,16.699999999999992,66133.11,1.44%,0.10
2025-07-10,网格卖出,4010.02,-0.5,-2005.01,16.199999999999992,64962.39,1.26%,0.10
2025-07-18,网格卖出,4058.55,-0.49,-1988.69,15.709999999999992,63759.80,1.21%,0.10
2025-07-22,网格卖出,4118.96,-0.49,-2018.29,15.219999999999992,62690.54,1.49%,0.10
2025-07-31,网格买入,4075.59,0.49,1997.04,15.709999999999992,64027.54,-1.05%,0.10
2025-08-11,网格卖出,4122.51,-0.49,-2020.03,15.219999999999992,62744.61,1.15%,0.10
2025-08-13,网格卖出,4176.58,-0.48,-2004.76,14.739999999999991,61562.75,1.31%,0.10
2025-08-18,网格卖出,4239.41,-0.47,-1992.52,14.26999999999999,60496.42,1.50%,0.10
2025-08-21,网格卖出,4288.07,-0.47,-2015.39,13.79999999999999,59175.38,1.15%,0.10
2025-08-22,网格卖出,4378.00,-0.46,-2013.88,13.33999999999999,58402.49,2.10%,0.10
2025-08-25,网格卖出,4469.22,-0.45,-2011.15,12.88999999999999,57608.27,2.08%,0.10
2025-08-27,网格买入,4386.13,0.46,2017.62,13.34999999999999,58554.79,-1.86%,0.10
2025-08-28,网格卖出,4463.78,-0.45,-2008.70,12.899999999999991,57582.79,1.77%,0.10
2025-09-01,网格卖出,4523.71,-0.44,-1990.43,12.459999999999992,56365.44,1.34%,0.10
2025-09-03,网格买入,4459.83,0.45,2006.92,12.909999999999991,57576.40,-1.41%,0.10
2025-09-04,网格买入,4365.21,0.46,2008.00,13.369999999999992,58362.84,-2.12%,0.10
2025-09-05,网格卖出,4460.32,-0.45,-2007.15,12.919999999999993,57627.40,2.18%,0.10
2025-09-11,网格卖出,4548.03,-0.44,-2001.14,12.479999999999993,56759.47,1.97%,0.10
2025-09-18,网格买入,4498.11,0.44,1979.17,12.919999999999993,58115.57,-1.10%,0.10
2025-09-24,网格卖出,4566.07,-0.44,-2009.07,12.479999999999993,56984.56,1.51%,0.10
2025-09-29,网格卖出,4620.05,-0.43,-1986.62,12.049999999999994,55671.64,1.18%,0.10
2025-10-09,网格卖出,4709.48,-0.42,-1977.98,11.629999999999994,54771.28,1.94%,0.10
2025-10-10,网格买入,4616.83,0.43,1985.24,12.059999999999993,55679.02,-1.97%,0.10
2025-10-14,网格买入,4539.06,0.44,1997.19,12.499999999999993,56738.30,-1.68%,0.10
2025-10-15,网格卖出,4606.29,-0.43,-1980.70,12.069999999999993,55597.89,1.48%,0.10
2025-10-17,网格买入,4514.23,0.44,1986.26,12.509999999999993,56473.07,-2.00%,0.10
2025-10-21,网格卖出,4607.87,-0.43,-1981.38,12.079999999999993,55663.09,2.07%,0.10
2025-10-24,网格卖出,4660.68,-0.43,-2004.09,11.649999999999993,54296.96,1.15%,0.10
2025-10-27,网格卖出,4716.02,-0.42,-1980.73,11.229999999999993,52960.89,1.19%,0.10
2025-10-31,网格买入,4640.67,0.43,1995.49,11.659999999999993,54110.18,-1.60%,0.10
2025-11-06,网格卖出,4693.40,-0.43,-2018.16,11.229999999999993,52706.92,1.14%,0.10
2025-11-12,网格买入,4645.91,0.43,1997.74,11.659999999999993,54171.29,-1.01%,0.10
2025-11-13,网格卖出,4702.07,-0.43,-2021.89,11.229999999999993,52804.29,1.21%,0.10
2025-11-14,网格买入,4628.14,0.43,1990.10,11.659999999999993,53964.11,-1.57%,0.10
2025-11-18,网格买入,4568.19,0.44,2010.00,12.099999999999993,55275.13,-1.30%,0.10
2025-11-21,网格买入,4453.61,0.45,2004.12,12.549999999999992,55892.78,-2.51%,0.10
2025-11-26,网格卖出,4517.63,-0.44,-1987.76,12.109999999999992,54708.44,1.44%,0.10
2025-12-01,网格卖出,4576.49,-0.44,-2013.65,11.669999999999993,53407.59,1.30%,0.10
