日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,目标仓位
2020-04-20,3853.46,11.25,0.1579,96336.50,3499.79,99836.29,0.9649,1.00
2020-04-21,3808.05,11.13,0.1413,95201.25,3499.79,98701.04,0.9645,1.00
2020-04-22,3839.38,11.20,0.1516,95984.50,3499.79,99484.29,0.9648,1.00
2020-04-23,3829.75,11.16,0.1444,95743.75,3499.79,99243.54,0.9647,1.00
2020-04-24,3796.97,11.15,0.1429,94924.25,3499.79,98424.04,0.9644,1.00
2020-04-27,3822.77,11.24,0.1611,95569.25,3499.79,99069.04,0.9647,1.00
2020-04-28,3849.15,11.28,0.1690,96228.75,3499.79,99728.54,0.9649,1.00
2020-04-29,3867.03,11.40,0.2056,96675.75,3499.79,100175.54,0.9651,0.70
2020-04-30,3912.58,11.77,0.3325,74339.02,26781.09,101120.11,0.7352,0.70
2020-05-06,3936.25,11.80,0.3444,74788.75,26781.09,101569.84,0.7363,0.70
2020-05-07,3924.89,11.76,0.3317,74572.91,26781.09,101354.00,0.7358,0.70
2020-05-08,3963.62,11.86,0.3627,75308.78,26781.09,102089.87,0.7377,0.70
2020-05-11,3960.18,11.87,0.3698,75243.42,26781.09,102024.51,0.7375,0.70
2020-05-12,3960.24,11.85,0.3611,75244.56,26781.09,102025.65,0.7375,0.70
2020-05-13,3968.25,11.87,0.3706,75396.75,26781.09,102177.84,0.7379,0.70
2020-05-14,3925.22,11.75,0.3302,74579.18,26781.09,101360.27,0.7358,0.70
2020-05-15,3912.82,11.72,0.3230,74343.58,26781.09,101124.67,0.7352,0.70
2020-05-18,3922.91,11.75,0.3310,74535.29,26781.09,101316.38,0.7357,0.70
2020-05-19,3956.25,11.84,0.3627,75168.75,26781.09,101949.84,0.7373,0.70
2020-05-20,3935.22,11.79,0.3444,74769.18,26781.09,101550.27,0.7363,0.70
2020-05-21,3913.79,11.73,0.3286,74362.01,26781.09,101143.10,0.7352,0.70
2020-05-22,3824.06,11.49,0.2421,72657.14,26781.09,99438.23,0.7307,0.70
2020-05-25,3829.32,11.50,0.2437,72757.08,26781.09,99538.17,0.7309,0.70
2020-05-26,3872.77,11.60,0.2778,73582.63,26781.09,100363.72,0.7332,0.70
2020-05-27,3845.61,11.55,0.2603,73066.59,26781.09,99847.68,0.7318,0.70
2020-05-28,3856.63,11.59,0.2754,73275.97,26781.09,100057.06,0.7323,0.70
2020-05-29,3867.02,11.60,0.2794,73473.38,26781.09,100254.47,0.7329,0.70
2020-06-01,3971.34,11.86,0.3730,75455.46,26781.09,102236.55,0.7380,0.70
2020-06-02,3983.57,11.91,0.3881,75687.83,26781.09,102468.92,0.7386,0.70
2020-06-03,3983.65,11.92,0.3913,75689.35,26781.09,102470.44,0.7386,0.70
2020-06-04,3982.19,11.89,0.3841,75661.61,26781.09,102442.70,0.7386,0.70
2020-06-05,4001.25,11.95,0.4024,76023.75,26781.09,102804.84,0.7395,0.50
2020-06-08,4021.95,12.00,0.4206,52285.35,50921.54,103206.89,0.5066,0.50
2020-06-09,4047.03,12.08,0.4476,52611.39,50921.54,103532.93,0.5082,0.50
2020-06-10,4039.71,12.04,0.4349,52516.23,50921.54,103437.77,0.5077,0.50
2020-06-11,3995.88,11.92,0.3921,51946.44,50921.54,102867.98,0.5050,0.70
2020-06-12,4003.08,11.93,0.3976,72055.44,31262.46,103317.90,0.6974,0.70
2020-06-15,3954.99,11.92,0.3921,71189.82,31262.46,102452.28,0.6949,0.70
2020-06-16,4014.57,12.07,0.4468,72262.26,31262.46,103524.72,0.6980,0.50
2020-06-17,4017.59,12.07,0.4468,52228.67,51354.50,103583.17,0.5042,0.50
2020-06-18,4044.38,12.13,0.4762,52576.94,51354.50,103931.44,0.5059,0.50
2020-06-19,4098.71,12.27,0.5270,53283.23,51354.50,104637.73,0.5092,0.50
2020-06-22,4102.05,12.27,0.5270,53326.65,51354.50,104681.15,0.5094,0.50
2020-06-23,4121.79,12.30,0.5365,53583.27,51354.50,104937.77,0.5106,0.50
2020-06-24,4138.99,12.37,0.5611,53806.87,51354.50,105161.37,0.5117,0.50
2020-06-29,4109.72,12.29,0.5341,53426.36,51354.50,104780.86,0.5099,0.50
2020-06-30,4163.96,12.38,0.5675,54131.48,51354.50,105485.98,0.5132,0.50
2020-07-01,4247.78,12.61,0.6389,55221.14,51354.50,106575.64,0.5181,0.20
2020-07-02,4335.84,12.90,0.6952,26015.04,81028.89,107043.93,0.2430,0.20
2020-07-03,4419.60,13.19,0.7714,22098.00,85381.86,107479.86,0.2056,0.20
2020-07-06,4670.09,14.00,0.8825,23350.45,85381.86,108732.31,0.2148,0.00
2020-07-07,4698.13,14.05,0.8921,0.00,109078.72,109078.72,0.0000,0.00
2020-07-08,4774.00,14.25,0.9230,0.00,109078.72,109078.72,0.0000,0.00
2020-07-09,4840.77,14.41,0.9325,0.00,109078.72,109078.72,0.0000,0.00
2020-07-10,4753.13,14.05,0.8921,0.00,109078.72,109078.72,0.0000,0.00
2020-07-13,4852.96,14.28,0.9262,0.00,109078.72,109078.72,0.0000,0.00
2020-07-14,4806.69,14.15,0.9071,0.00,109078.72,109078.72,0.0000,0.00
2020-07-15,4744.47,13.94,0.8722,0.00,109078.72,109078.72,0.0000,0.00
2020-07-16,4516.25,13.34,0.7865,0.00,109078.72,109078.72,0.0000,0.20
2020-07-17,4544.70,13.39,0.7921,18178.80,90978.74,109157.54,0.1665,0.20
2020-07-20,4680.30,13.76,0.8270,18721.20,90978.74,109699.94,0.1707,0.00
2020-07-21,4691.04,13.78,0.8349,0.00,109767.80,109767.80,0.0000,0.00
2020-07-22,4714.45,13.82,0.8460,0.00,109767.80,109767.80,0.0000,0.00
2020-07-23,4712.44,13.78,0.8349,0.00,109767.80,109767.80,0.0000,0.00
2020-07-24,4505.59,13.23,0.7778,0.00,109767.80,109767.80,0.0000,0.20
2020-07-27,4528.45,13.29,0.7833,18113.80,91626.85,109740.65,0.1651,0.20
2020-07-28,4568.26,13.38,0.7921,18273.04,91626.85,109899.89,0.1663,0.20
2020-07-29,4679.01,13.67,0.8143,18716.04,91626.85,110342.89,0.1696,0.00
2020-07-30,4656.15,13.58,0.8127,0.00,110384.95,110384.95,0.0000,0.00
2020-07-31,4695.05,13.67,0.8151,0.00,110384.95,110384.95,0.0000,0.00
2020-08-03,4771.31,13.87,0.8675,0.00,110384.95,110384.95,0.0000,0.00
2020-08-04,4775.80,13.92,0.8770,0.00,110384.95,110384.95,0.0000,0.00
2020-08-05,4777.11,13.90,0.8746,0.00,110384.95,110384.95,0.0000,0.00
2020-08-06,4762.76,13.89,0.8738,0.00,110384.95,110384.95,0.0000,0.00
2020-08-07,4707.93,13.75,0.8302,0.00,110384.95,110384.95,0.0000,0.00
2020-08-10,4724.87,13.84,0.8587,0.00,110384.95,110384.95,0.0000,0.00
2020-08-11,4681.78,13.73,0.8262,0.00,110384.95,110384.95,0.0000,0.00
2020-08-12,4647.64,13.64,0.8143,0.00,110384.95,110384.95,0.0000,0.00
2020-08-13,4635.71,13.60,0.8143,0.00,110384.95,110384.95,0.0000,0.00
2020-08-14,4704.63,13.81,0.8524,0.00,110384.95,110384.95,0.0000,0.00
2020-08-17,4815.23,14.15,0.9254,0.00,110384.95,110384.95,0.0000,0.00
2020-08-18,4812.76,14.14,0.9254,0.00,110384.95,110384.95,0.0000,0.00
2020-08-19,4740.68,13.94,0.8897,0.00,110384.95,110384.95,0.0000,0.00
2020-08-20,4679.15,13.76,0.8349,0.00,110384.95,110384.95,0.0000,0.00
2020-08-21,4718.84,13.84,0.8627,0.00,110384.95,110384.95,0.0000,0.00
2020-08-24,4755.85,13.92,0.8849,0.00,110384.95,110384.95,0.0000,0.00
2020-08-25,4761.95,13.92,0.8849,0.00,110384.95,110384.95,0.0000,0.00
2020-08-26,4706.13,13.79,0.8476,0.00,110384.95,110384.95,0.0000,0.00
2020-08-27,4731.35,13.84,0.8635,0.00,110384.95,110384.95,0.0000,0.00
2020-08-28,4844.27,13.96,0.9000,0.00,110384.95,110384.95,0.0000,0.00
2020-08-31,4816.22,14.45,0.9643,0.00,110384.95,110384.95,0.0000,0.00
2020-09-01,4842.12,14.52,0.9683,0.00,110384.95,110384.95,0.0000,0.00
2020-09-02,4843.89,14.51,0.9667,0.00,110384.95,110384.95,0.0000,0.00
2020-09-03,4817.10,14.43,0.9635,0.00,110384.95,110384.95,0.0000,0.00
2020-09-04,4770.22,14.30,0.9540,0.00,110384.95,110384.95,0.0000,0.00
2020-09-07,4669.37,14.03,0.9127,0.00,110384.95,110384.95,0.0000,0.00
2020-09-08,4694.39,14.14,0.9325,0.00,110384.95,110384.95,0.0000,0.00
2020-09-09,4584.59,13.86,0.8730,0.00,110384.95,110384.95,0.0000,0.00
2020-09-10,4581.98,13.86,0.8730,0.00,110384.95,110384.95,0.0000,0.00
2020-09-11,4627.28,13.97,0.9032,0.00,110384.95,110384.95,0.0000,0.00
2020-09-14,4651.05,14.02,0.9143,0.00,110384.95,110384.95,0.0000,0.00
2020-09-15,4688.48,14.11,0.9333,0.00,110384.95,110384.95,0.0000,0.00
2020-09-16,4657.36,14.04,0.9183,0.00,110384.95,110384.95,0.0000,0.00
2020-09-17,4632.71,13.97,0.9032,0.00,110384.95,110384.95,0.0000,0.00
2020-09-18,4737.09,14.29,0.9603,0.00,110384.95,110384.95,0.0000,0.00
2020-09-21,4691.43,14.15,0.9397,0.00,110384.95,110384.95,0.0000,0.00
2020-09-22,4635.76,14.00,0.9103,0.00,110384.95,110384.95,0.0000,0.00
2020-09-23,4652.33,14.03,0.9175,0.00,110384.95,110384.95,0.0000,0.00
2020-09-24,4563.07,13.80,0.8508,0.00,110384.95,110384.95,0.0000,0.00
2020-09-25,4570.02,13.82,0.8579,0.00,110384.95,110384.95,0.0000,0.00
2020-09-28,4581.91,13.87,0.8786,0.00,110384.95,110384.95,0.0000,0.00
2020-09-29,4591.80,13.89,0.8841,0.00,110384.95,110384.95,0.0000,0.00
2020-09-30,4587.40,13.87,0.8778,0.00,110384.95,110384.95,0.0000,0.00
2020-10-09,4681.14,14.10,0.9341,0.00,110384.95,110384.95,0.0000,0.00
2020-10-12,4823.16,14.50,0.9770,0.00,110384.95,110384.95,0.0000,0.00
2020-10-13,4839.20,14.52,0.9786,0.00,110384.95,110384.95,0.0000,0.00
2020-10-14,4807.10,14.44,0.9722,0.00,110384.95,110384.95,0.0000,0.00
2020-10-15,4798.74,14.44,0.9714,0.00,110384.95,110384.95,0.0000,0.00
2020-10-16,4791.68,14.46,0.9738,0.00,110384.95,110384.95,0.0000,0.00
2020-10-19,4755.49,14.40,0.9675,0.00,110384.95,110384.95,0.0000,0.00
2020-10-20,4793.47,14.41,0.9675,0.00,110384.95,110384.95,0.0000,0.00
2020-10-21,4792.83,14.44,0.9722,0.00,110384.95,110384.95,0.0000,0.00
2020-10-22,4777.98,14.40,0.9667,0.00,110384.95,110384.95,0.0000,0.00
2020-10-23,4718.49,14.23,0.9548,0.00,110384.95,110384.95,0.0000,0.00
2020-10-26,4691.24,14.13,0.9373,0.00,110384.95,110384.95,0.0000,0.00
2020-10-27,4699.28,14.13,0.9365,0.00,110384.95,110384.95,0.0000,0.00
2020-10-28,4737.27,14.16,0.9444,0.00,110384.95,110384.95,0.0000,0.00
2020-10-29,4772.92,14.03,0.9119,0.00,110384.95,110384.95,0.0000,0.00
2020-10-30,4695.33,13.92,0.8833,0.00,110384.95,110384.95,0.0000,0.00
2020-11-02,4720.83,13.96,0.8968,0.00,110384.95,110384.95,0.0000,0.00
2020-11-03,4777.56,14.13,0.9349,0.00,110384.95,110384.95,0.0000,0.00
2020-11-04,4813.66,14.20,0.9516,0.00,110384.95,110384.95,0.0000,0.00
2020-11-05,4885.11,14.38,0.9667,0.00,110384.95,110384.95,0.0000,0.00
2020-11-06,4885.72,14.38,0.9659,0.00,110384.95,110384.95,0.0000,0.00
2020-11-09,4981.35,14.63,0.9833,0.00,110384.95,110384.95,0.0000,0.00
2020-11-10,4953.88,14.58,0.9825,0.00,110384.95,110384.95,0.0000,0.00
2020-11-11,4904.90,14.48,0.9762,0.00,110384.95,110384.95,0.0000,0.00
2020-11-12,4908.46,14.46,0.9730,0.00,110384.95,110384.95,0.0000,0.00
2020-11-13,4856.85,14.30,0.9556,0.00,110384.95,110384.95,0.0000,0.00
2020-11-16,4904.17,14.44,0.9690,0.00,110384.95,110384.95,0.0000,0.00
2020-11-17,4894.79,14.42,0.9675,0.00,110384.95,110384.95,0.0000,0.00
2020-11-18,4891.67,14.44,0.9683,0.00,110384.95,110384.95,0.0000,0.00
2020-11-19,4927.99,14.53,0.9802,0.00,110384.95,110384.95,0.0000,0.00
2020-11-20,4943.29,14.56,0.9810,0.00,110384.95,110384.95,0.0000,0.00
2020-11-23,5005.03,14.75,0.9865,0.00,110384.95,110384.95,0.0000,0.00
2020-11-24,4974.29,14.66,0.9841,0.00,110384.95,110384.95,0.0000,0.00
2020-11-25,4910.70,14.51,0.9738,0.00,110384.95,110384.95,0.0000,0.00
2020-11-26,4919.59,14.55,0.9786,0.00,110384.95,110384.95,0.0000,0.00
2020-11-27,4980.77,14.78,0.9865,0.00,110384.95,110384.95,0.0000,0.00
2020-11-30,4960.25,14.71,0.9841,0.00,110384.95,110384.95,0.0000,0.00
2020-12-01,5067.10,15.00,0.9889,0.00,110384.95,110384.95,0.0000,0.00
2020-12-02,5067.14,14.98,0.9873,0.00,110384.95,110384.95,0.0000,0.00
2020-12-03,5057.06,14.95,0.9865,0.00,110384.95,110384.95,0.0000,0.00
2020-12-04,5065.92,14.95,0.9857,0.00,110384.95,110384.95,0.0000,0.00
2020-12-07,5022.24,14.80,0.9833,0.00,110384.95,110384.95,0.0000,0.00
2020-12-08,5009.88,14.74,0.9810,0.00,110384.95,110384.95,0.0000,0.00
2020-12-09,4942.70,14.58,0.9738,0.00,110384.95,110384.95,0.0000,0.00
2020-12-10,4940.52,14.56,0.9714,0.00,110384.95,110384.95,0.0000,0.00
2020-12-11,4889.63,14.45,0.9587,0.00,110384.95,110384.95,0.0000,0.00
2020-12-14,4934.84,15.01,0.9889,0.00,110384.95,110384.95,0.0000,0.00
2020-12-15,4945.10,15.01,0.9881,0.00,110384.95,110384.95,0.0000,0.00
2020-12-16,4953.87,15.03,0.9889,0.00,110384.95,110384.95,0.0000,0.00
2020-12-17,5017.48,15.20,0.9929,0.00,110384.95,110384.95,0.0000,0.00
2020-12-18,4999.97,15.15,0.9905,0.00,110384.95,110384.95,0.0000,0.00
2020-12-21,5046.84,15.27,0.9937,0.00,110384.95,110384.95,0.0000,0.00
2020-12-22,4964.77,15.01,0.9841,0.00,110384.95,110384.95,0.0000,0.00
2020-12-23,5007.12,15.14,0.9889,0.00,110384.95,110384.95,0.0000,0.00
2020-12-24,5000.02,15.12,0.9873,0.00,110384.95,110384.95,0.0000,0.00
2020-12-25,5042.01,15.23,0.9929,0.00,110384.95,110384.95,0.0000,0.00
2020-12-28,5064.41,15.29,0.9937,0.00,110384.95,110384.95,0.0000,0.00
2020-12-29,5042.94,15.22,0.9913,0.00,110384.95,110384.95,0.0000,0.00
2020-12-30,5113.71,15.39,0.9952,0.00,110384.95,110384.95,0.0000,0.00
2020-12-31,5211.29,15.66,0.9992,0.00,110384.95,110384.95,0.0000,0.00
2021-01-04,5267.72,15.79,0.9992,0.00,110384.95,110384.95,0.0000,0.00
2021-01-05,5368.50,16.03,0.9992,0.00,110384.95,110384.95,0.0000,0.00
2021-01-06,5417.67,16.19,0.9992,0.00,110384.95,110384.95,0.0000,0.00
2021-01-07,5513.66,16.45,0.9992,0.00,110384.95,110384.95,0.0000,0.00
2021-01-08,5495.43,16.42,0.9984,0.00,110384.95,110384.95,0.0000,0.00
2021-01-11,5441.16,16.26,0.9976,0.00,110384.95,110384.95,0.0000,0.00
2021-01-12,5596.35,16.68,0.9992,0.00,110384.95,110384.95,0.0000,0.00
2021-01-13,5577.97,16.66,0.9984,0.00,110384.95,110384.95,0.0000,0.00
2021-01-14,5470.46,16.41,0.9960,0.00,110384.95,110384.95,0.0000,0.00
2021-01-15,5458.08,16.34,0.9952,0.00,110384.95,110384.95,0.0000,0.00
2021-01-18,5518.52,16.46,0.9976,0.00,110384.95,110384.95,0.0000,0.00
2021-01-19,5437.52,16.28,0.9937,0.00,110384.95,110384.95,0.0000,0.00
2021-01-20,5476.43,16.35,0.9944,0.00,110384.95,110384.95,0.0000,0.00
2021-01-21,5564.97,16.58,0.9976,0.00,110384.95,110384.95,0.0000,0.00
2021-01-22,5569.78,16.52,0.9968,0.00,110384.95,110384.95,0.0000,0.00
2021-01-25,5625.92,16.65,0.9976,0.00,110384.95,110384.95,0.0000,0.00
2021-01-26,5512.97,16.37,0.9921,0.00,110384.95,110384.95,0.0000,0.00
2021-01-27,5528.00,16.41,0.9921,0.00,110384.95,110384.95,0.0000,0.00
2021-01-28,5377.14,16.00,0.9857,0.00,110384.95,110384.95,0.0000,0.00
2021-01-29,5351.96,15.95,0.9849,0.00,110384.95,110384.95,0.0000,0.00
2021-02-01,5417.65,16.10,0.9865,0.00,110384.95,110384.95,0.0000,0.00
2021-02-02,5501.09,16.29,0.9889,0.00,110384.95,110384.95,0.0000,0.00
2021-02-03,5485.20,16.22,0.9865,0.00,110384.95,110384.95,0.0000,0.00
2021-02-04,5473.95,16.09,0.9841,0.00,110384.95,110384.95,0.0000,0.00
2021-02-05,5483.41,16.15,0.9849,0.00,110384.95,110384.95,0.0000,0.00
2021-02-08,5564.56,16.33,0.9889,0.00,110384.95,110384.95,0.0000,0.00
2021-02-09,5686.25,16.64,0.9968,0.00,110384.95,110384.95,0.0000,0.00
2021-02-10,5807.72,16.99,0.9992,0.00,110384.95,110384.95,0.0000,0.00
2021-02-18,5768.38,16.92,0.9984,0.00,110384.95,110384.95,0.0000,0.00
2021-02-19,5778.84,16.95,0.9984,0.00,110384.95,110384.95,0.0000,0.00
2021-02-22,5597.33,16.59,0.9937,0.00,110384.95,110384.95,0.0000,0.00
2021-02-23,5579.67,16.54,0.9921,0.00,110384.95,110384.95,0.0000,0.00
2021-02-24,5437.57,16.13,0.9786,0.00,110384.95,110384.95,0.0000,0.00
2021-02-25,5469.56,16.26,0.9810,0.00,110384.95,110384.95,0.0000,0.00
2021-02-26,5336.76,15.87,0.9730,0.00,110384.95,110384.95,0.0000,0.00
2021-03-01,5418.78,16.00,0.9738,0.00,110384.95,110384.95,0.0000,0.00
2021-03-02,5349.63,15.78,0.9706,0.00,110384.95,110384.95,0.0000,0.00
2021-03-03,5452.21,16.12,0.9770,0.00,110384.95,110384.95,0.0000,0.00
2021-03-04,5280.71,15.69,0.9690,0.00,110384.95,110384.95,0.0000,0.00
2021-03-05,5262.80,15.69,0.9683,0.00,110384.95,110384.95,0.0000,0.00
2021-03-08,5080.02,15.22,0.9571,0.00,110384.95,110384.95,0.0000,0.00
2021-03-09,4971.00,14.93,0.9413,0.00,110384.95,110384.95,0.0000,0.00
2021-03-10,5003.61,14.97,0.9429,0.00,110384.95,110384.95,0.0000,0.00
2021-03-11,5128.22,15.31,0.9611,0.00,110384.95,110384.95,0.0000,0.00
2021-03-12,5146.38,15.35,0.9619,0.00,110384.95,110384.95,0.0000,0.00
2021-03-15,5035.54,15.11,0.9484,0.00,110384.95,110384.95,0.0000,0.00
2021-03-16,5079.36,15.23,0.9563,0.00,110384.95,110384.95,0.0000,0.00
2021-03-17,5100.86,15.25,0.9571,0.00,110384.95,110384.95,0.0000,0.00
2021-03-18,5141.77,15.34,0.9611,0.00,110384.95,110384.95,0.0000,0.00
2021-03-19,5007.09,14.95,0.9357,0.00,110384.95,110384.95,0.0000,0.00
2021-03-22,5057.15,15.09,0.9444,0.00,110384.95,110384.95,0.0000,0.00
2021-03-23,5009.25,14.96,0.9365,0.00,110384.95,110384.95,0.0000,0.00
2021-03-24,4928.69,14.76,0.9294,0.00,110384.95,110384.95,0.0000,0.00
2021-03-25,4926.35,14.71,0.9254,0.00,110384.95,110384.95,0.0000,0.00
2021-03-26,5037.99,14.98,0.9373,0.00,110384.95,110384.95,0.0000,0.00
2021-03-29,5046.88,14.78,0.9286,0.00,110384.95,110384.95,0.0000,0.00
2021-03-30,5094.73,14.87,0.9317,0.00,110384.95,110384.95,0.0000,0.00
2021-03-31,5048.36,14.61,0.9183,0.00,110384.95,110384.95,0.0000,0.00
2021-04-01,5110.78,14.74,0.9246,0.00,110384.95,110384.95,0.0000,0.00
2021-04-02,5161.56,14.85,0.9310,0.00,110384.95,110384.95,0.0000,0.00
2021-04-06,5140.34,14.81,0.9294,0.00,110384.95,110384.95,0.0000,0.00
2021-04-07,5103.74,14.73,0.9222,0.00,110384.95,110384.95,0.0000,0.00
2021-04-08,5112.21,14.75,0.9238,0.00,110384.95,110384.95,0.0000,0.00
2021-04-09,5035.34,14.56,0.9095,0.00,110384.95,110384.95,0.0000,0.00
2021-04-12,4947.75,14.35,0.8833,0.00,110384.95,110384.95,0.0000,0.00
2021-04-13,4939.64,14.32,0.8794,0.00,110384.95,110384.95,0.0000,0.00
2021-04-14,4980.63,14.42,0.8905,0.00,110384.95,110384.95,0.0000,0.00
2021-04-15,4948.97,14.29,0.8738,0.00,110384.95,110384.95,0.0000,0.00
2021-04-16,4966.18,14.34,0.8810,0.00,110384.95,110384.95,0.0000,0.00
2021-04-19,5087.02,14.60,0.9135,0.00,110384.95,110384.95,0.0000,0.00
