日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,信号
2015-01-05,146.85,15.67,0.3793,0.00,100000.00,100000.00,0.0000,买入(补至40%)
2015-01-06,143.45,15.31,0.3773,39018.91,60553.09,99572.00,0.3919,持有
2015-01-07,139.91,14.93,0.3625,38054.43,60553.09,98607.52,0.3859,持有
2015-01-08,139.05,14.84,0.3597,37821.70,60553.09,98374.79,0.3845,持有
2015-01-09,138.00,14.72,0.3530,37535.71,60553.09,98088.80,0.3827,持有
2015-01-12,135.19,14.42,0.3277,36770.44,60553.09,97323.53,0.3778,持有
2015-01-13,134.06,14.30,0.3210,36464.72,60553.09,97017.81,0.3759,持有
2015-01-14,132.83,14.17,0.3143,36129.42,60553.09,96682.51,0.3737,持有
2015-01-15,134.92,14.40,0.3261,36699.43,60553.09,97252.52,0.3774,持有
2015-01-16,134.95,14.40,0.3266,36707.32,60553.09,97260.41,0.3774,持有
2015-01-19,127.25,13.58,0.2902,34610.72,60553.09,95163.81,0.3637,买入(补至70%)
2015-01-20,129.13,13.78,0.2956,67535.31,28516.24,96051.55,0.7031,持有
2015-01-21,132.23,14.11,0.3114,69158.47,28516.24,97674.71,0.7080,持有
2015-01-22,131.41,14.02,0.3087,68729.92,28516.24,97246.16,0.7068,持有
2015-01-23,131.26,14.01,0.3085,68650.28,28516.24,97166.52,0.7065,持有
2015-01-26,132.55,14.14,0.3147,69325.33,28516.24,97841.57,0.7085,持有
2015-01-27,130.60,13.94,0.3024,68305.17,28516.24,96821.41,0.7055,持有
2015-01-28,128.69,13.73,0.2942,67303.97,28516.24,95820.22,0.7024,持有
2015-01-29,127.73,13.63,0.2907,66803.38,28516.24,95319.62,0.7008,持有
2015-01-30,128.48,13.71,0.2921,67193.99,28516.24,95710.24,0.7021,持有
2015-02-02,126.77,13.53,0.2879,66298.99,28516.24,94815.23,0.6992,持有
2015-02-03,129.34,13.80,0.2980,67645.29,28516.24,96161.53,0.7035,持有
