日期,当前价格,持仓数量,当前市值,累计投入,净投入,最大回撤
2024-12-11,3988.83,11.86,47307.53,58012.13,46024.83,8.54%
2024-12-12,4028.50,11.86,47778.07,58012.13,46024.83,8.54%
2024-12-13,3933.18,12.37,48653.45,60018.05,48030.75,8.54%
2024-12-16,3911.84,12.37,48389.48,60018.05,48030.75,8.54%
2024-12-17,3922.03,12.37,48515.55,60018.05,48030.75,8.54%
2024-12-18,3941.89,12.37,48761.18,60018.05,48030.75,8.54%
2024-12-19,3945.46,12.37,48805.38,60018.05,48030.75,8.54%
2024-12-20,3927.74,12.37,48586.19,60018.05,48030.75,8.54%
2024-12-23,3933.57,12.37,48658.28,60018.05,48030.75,8.54%
2024-12-24,3983.69,11.87,47286.38,60018.05,46038.90,8.58%
2024-12-25,3985.63,11.87,47309.42,60018.05,46038.90,8.58%
2024-12-26,3987.48,11.87,47331.39,60018.05,46038.90,8.58%
2024-12-27,3981.03,11.87,47254.83,60018.05,46038.90,8.64%
2024-12-30,3999.05,11.87,47468.78,60018.05,46038.90,8.64%
2024-12-31,3934.91,12.379999999999999,48714.20,62024.86,48045.71,8.64%
2025-01-02,3820.40,12.899999999999999,49283.10,64011.46,50032.31,8.64%
2025-01-03,3775.16,13.429999999999998,50700.46,66012.30,52033.15,8.64%
2025-01-06,3768.97,13.429999999999998,50617.26,66012.30,52033.15,8.64%
2025-01-07,3796.11,13.429999999999998,50981.70,66012.30,52033.15,8.64%
2025-01-08,3789.22,13.429999999999998,50889.16,66012.30,52033.15,8.64%
2025-01-09,3779.88,13.429999999999998,50763.75,66012.30,52033.15,8.64%
2025-01-10,3732.48,13.969999999999999,52142.75,68027.84,54048.69,8.64%
2025-01-13,3722.51,13.969999999999999,52003.51,68027.84,54048.69,8.64%
2025-01-14,3820.54,13.45,51386.26,68027.84,52062.01,8.64%
2025-01-15,3796.03,13.45,51056.55,68027.84,52062.01,8.64%
2025-01-16,3800.38,13.45,51115.16,68027.84,52062.01,8.64%
2025-01-17,3812.34,13.45,51276.01,68027.84,52062.01,8.64%
2025-01-20,3829.68,13.45,51509.15,68027.84,52062.01,8.64%
2025-01-21,3832.61,13.45,51548.67,68027.84,52062.01,8.64%
2025-01-22,3797.02,13.45,51069.87,68027.84,52062.01,8.64%
2025-01-23,3803.74,13.45,51160.36,68027.84,52062.01,8.64%
2025-01-24,3832.86,13.45,51552.02,68027.84,52062.01,8.64%
2025-01-27,3817.08,13.45,51339.73,68027.84,52062.01,8.64%
2025-02-05,3795.08,13.45,51043.89,68027.84,52062.01,8.64%
2025-02-06,3842.83,13.45,51686.08,68027.84,52062.01,8.64%
2025-02-07,3892.70,12.94,50371.57,68027.84,50076.73,8.64%
2025-02-10,3901.06,12.94,50479.74,68027.84,50076.73,8.64%
2025-02-11,3883.14,12.94,50247.77,68027.84,50076.73,8.64%
2025-02-12,3919.86,12.94,50723.01,68027.84,50076.73,8.64%
2025-02-13,3905.14,12.94,50532.51,68027.84,50076.73,8.64%
2025-02-14,3939.01,12.43,48961.88,68027.84,48067.84,8.64%
2025-02-17,3947.40,12.43,49066.16,68027.84,48067.84,8.64%
2025-02-18,3912.78,12.43,48635.89,68027.84,48067.84,8.64%
2025-02-19,3940.16,12.43,48976.19,68027.84,48067.84,8.64%
2025-02-20,3928.90,12.43,48836.18,68027.84,48067.84,8.64%
2025-02-21,3978.44,11.93,47462.84,68027.84,46078.62,8.98%
2025-02-24,3969.72,11.93,47358.72,68027.84,46078.62,9.17%
2025-02-25,3925.65,12.44,48835.09,70029.92,48080.70,9.17%
2025-02-26,3959.94,12.44,49261.67,70029.92,48080.70,9.17%
2025-02-27,3968.12,11.94,47379.30,70029.92,46096.64,9.17%
2025-02-28,3890.05,12.45,48431.11,72013.85,48080.56,9.17%
2025-03-03,3888.47,12.45,48411.50,72013.85,48080.56,9.17%
2025-03-04,3885.22,12.45,48371.00,72013.85,48080.56,9.17%
2025-03-05,3902.57,12.45,48587.00,72013.85,48080.56,9.17%
2025-03-06,3956.24,11.94,47237.47,72013.85,46062.88,9.41%
2025-03-07,3944.01,11.94,47091.53,72013.85,46062.88,9.69%
2025-03-10,3928.80,11.94,46909.89,72013.85,46062.88,10.04%
2025-03-11,3941.42,11.94,47060.50,72013.85,46062.88,10.04%
2025-03-12,3927.23,11.94,46891.14,72013.85,46062.88,10.07%
2025-03-13,3911.58,12.45,48699.16,74008.75,48057.79,10.07%
2025-03-14,4006.56,11.95,47878.35,74008.75,46054.51,10.07%
2025-03-17,3996.79,11.95,47761.61,74008.75,46054.51,10.07%
2025-03-18,4007.72,11.95,47892.29,74008.75,46054.51,10.07%
2025-03-19,4010.17,11.95,47921.51,74008.75,46054.51,10.07%
2025-03-20,3974.99,11.95,47501.15,74008.75,46054.51,10.07%
2025-03-21,3914.70,12.459999999999999,48777.11,76005.25,48051.01,10.07%
2025-03-24,3934.85,12.459999999999999,49028.21,76005.25,48051.01,10.07%
2025-03-25,3932.30,12.459999999999999,48996.40,76005.25,48051.01,10.07%
2025-03-26,3919.36,12.459999999999999,48835.18,76005.25,48051.01,10.07%
2025-03-27,3932.41,12.459999999999999,48997.85,76005.25,48051.01,10.07%
2025-03-28,3915.17,12.459999999999999,48782.97,76005.25,48051.01,10.07%
2025-03-31,3887.31,12.459999999999999,48435.83,76005.25,48051.01,10.07%
2025-04-01,3887.68,12.459999999999999,48440.54,76005.25,48051.01,10.07%
2025-04-02,3884.39,12.459999999999999,48399.45,76005.25,48051.01,10.07%
2025-04-03,3861.50,12.979999999999999,50122.31,78013.23,50058.99,10.07%
2025-04-07,3589.44,13.54,48601.03,80023.32,52069.07,10.07%
2025-04-08,3650.76,12.989999999999998,47423.36,80023.32,50061.16,10.07%
2025-04-09,3686.79,12.989999999999998,47891.46,80023.32,50061.16,10.07%
2025-04-10,3735.12,12.45,46502.18,80023.32,48044.19,10.82%
2025-04-11,3750.52,12.45,46693.93,80023.32,48044.19,10.82%
2025-04-14,3759.14,12.45,46801.32,80023.32,48044.19,10.82%
2025-04-15,3761.23,12.45,46827.37,80023.32,48044.19,10.82%
2025-04-16,3772.82,11.92,44972.02,80023.32,46044.60,13.75%
2025-04-17,3772.22,11.92,44964.89,80023.32,46044.60,13.77%
2025-04-18,3772.52,11.92,44968.47,80023.32,46044.60,13.77%
2025-04-21,3784.88,11.92,45115.78,80023.32,46044.60,13.77%
2025-04-22,3783.95,11.92,45104.71,80023.32,46044.60,13.77%
2025-04-23,3786.88,11.92,45139.64,80023.32,46044.60,13.77%
2025-04-24,3784.36,11.92,45109.54,80023.32,46044.60,13.77%
2025-04-25,3786.99,11.92,45140.96,80023.32,46044.60,13.77%
2025-04-28,3781.62,11.92,45076.90,80023.32,46044.60,13.77%
2025-04-29,3775.08,11.92,44998.91,80023.32,46044.60,13.77%
2025-04-30,3770.57,11.92,44945.20,80023.32,46044.60,13.80%
2025-05-06,3808.54,11.92,45397.83,80023.32,46044.60,13.80%
2025-05-07,3831.63,11.4,43680.55,80023.32,44052.15,16.23%
2025-05-08,3852.90,11.4,43923.02,80023.32,44052.15,16.23%
2025-05-09,3846.16,11.4,43846.19,80023.32,44052.15,16.23%
2025-05-12,3890.61,10.89,42368.74,80023.32,42067.94,18.74%
2025-05-13,3896.26,10.89,42430.25,80023.32,42067.94,18.74%
2025-05-14,3943.21,10.38,40930.53,80023.32,40056.90,21.50%
2025-05-15,3907.20,10.38,40556.73,80023.32,40056.90,22.22%
2025-05-16,3889.09,10.89,42352.14,82006.75,42040.34,22.22%
2025-05-19,3877.15,10.89,42222.11,82006.75,42040.34,22.22%
2025-05-20,3898.17,10.89,42451.08,82006.75,42040.34,22.22%
2025-05-21,3916.38,10.89,42649.39,82006.75,42040.34,22.22%
2025-05-22,3913.87,10.89,42621.99,82006.75,42040.34,22.22%
2025-05-23,3882.27,10.89,42277.96,82006.75,42040.34,22.22%
2025-05-26,3860.11,10.89,42036.56,82006.75,42040.34,22.22%
2025-05-27,3839.40,11.41,43807.52,84003.24,44036.82,22.22%
2025-05-28,3836.24,11.41,43771.46,84003.24,44036.82,22.22%
2025-05-29,3858.70,11.41,44027.76,84003.24,44036.82,22.22%
2025-05-30,3840.23,11.41,43817.05,84003.24,44036.82,22.22%
2025-06-03,3852.01,11.41,43951.46,84003.24,44036.82,22.22%
2025-06-04,3868.74,11.41,44142.36,84003.24,44036.82,22.22%
2025-06-05,3877.56,11.41,44242.91,84003.24,44036.82,22.22%
2025-06-06,3873.98,11.41,44202.16,84003.24,44036.82,22.22%
2025-06-09,3885.25,10.9,42349.18,84003.24,42055.35,22.22%
2025-06-10,3865.47,10.9,42133.57,84003.24,42055.35,22.22%
2025-06-11,3894.63,10.9,42451.41,84003.24,42055.35,22.22%
2025-06-12,3892.20,10.9,42424.97,84003.24,42055.35,22.22%
2025-06-13,3864.18,10.9,42119.59,84003.24,42055.35,22.22%
2025-06-16,3873.80,10.9,42224.37,84003.24,42055.35,22.22%
2025-06-17,3870.38,10.9,42187.13,84003.24,42055.35,22.22%
2025-06-18,3874.97,10.9,42237.18,84003.24,42055.35,22.22%
2025-06-19,3843.09,11.42,43888.10,86001.64,44053.76,22.22%
2025-06-20,3846.64,11.42,43928.68,86001.64,44053.76,22.22%
2025-06-23,3857.90,11.42,44057.24,86001.64,44053.76,22.22%
2025-06-24,3904.03,10.91,42593.01,86001.64,42062.70,22.22%
2025-06-25,3960.07,10.4,41184.69,86001.64,40043.07,22.22%
2025-06-26,3946.02,10.4,41038.60,86001.64,40043.07,22.22%
2025-06-27,3921.76,10.4,40786.28,86001.64,40043.07,22.22%
2025-06-30,3936.08,10.4,40935.22,86001.64,40043.07,22.22%
2025-07-01,3942.76,10.4,41004.72,86001.64,40043.07,22.22%
2025-07-02,3943.68,10.4,41014.32,86001.64,40043.07,22.22%
2025-07-03,3968.07,10.4,41267.90,86001.64,40043.07,22.22%
2025-07-04,3982.20,10.4,41414.92,86001.64,40043.07,22.22%
2025-07-07,3965.17,10.4,41237.82,86001.64,40043.07,22.22%
2025-07-08,3998.45,10.4,41583.91,86001.64,40043.07,22.22%
2025-07-09,3991.40,10.4,41510.57,86001.64,40043.07,22.22%
2025-07-10,4010.02,9.9,39699.24,86001.64,38038.05,23.86%
2025-07-11,4014.81,9.9,39746.59,86001.64,38038.05,23.86%
2025-07-14,4017.67,9.9,39774.91,86001.64,38038.05,23.86%
2025-07-15,4019.06,9.9,39788.74,86001.64,38038.05,23.86%
2025-07-16,4007.20,9.9,39671.30,86001.64,38038.05,23.92%
2025-07-17,4034.49,9.9,39941.46,86001.64,38038.05,23.92%
2025-07-18,4058.55,9.41,38190.94,86001.64,36049.36,26.76%
2025-07-21,4085.61,9.41,38445.56,86001.64,36049.36,26.76%
2025-07-22,4118.96,8.92,36741.11,86001.64,34031.08,29.54%
2025-07-23,4119.77,8.92,36748.34,86001.64,34031.08,29.54%
2025-07-24,4149.04,8.92,37009.41,86001.64,34031.08,29.54%
2025-07-25,4127.16,8.92,36814.30,86001.64,34031.08,29.54%
2025-07-28,4135.82,8.92,36891.55,86001.64,34031.08,29.54%
2025-07-29,4152.02,8.92,37036.06,86001.64,34031.08,29.54%
2025-07-30,4151.24,8.92,37029.04,86001.64,34031.08,29.54%
2025-07-31,4075.59,9.41,38351.31,87998.68,36028.11,29.54%
2025-08-01,4054.93,9.41,38156.88,87998.68,36028.11,29.54%
2025-08-04,4070.70,9.41,38305.31,87998.68,36028.11,29.54%
2025-08-05,4103.45,9.41,38613.46,87998.68,36028.11,29.54%
2025-08-06,4113.49,9.41,38707.90,87998.68,36028.11,29.54%
2025-08-07,4114.67,9.41,38719.01,87998.68,36028.11,29.54%
2025-08-08,4104.97,9.41,38627.74,87998.68,36028.11,29.54%
2025-08-11,4122.51,8.92,36772.79,87998.68,34008.08,29.54%
2025-08-12,4143.83,8.92,36962.92,87998.68,34008.08,29.54%
2025-08-13,4176.58,8.44,35250.31,87998.68,32003.33,32.40%
2025-08-14,4173.31,8.44,35222.76,87998.68,32003.33,32.45%
2025-08-15,4202.35,8.44,35467.86,87998.68,32003.33,32.45%
2025-08-18,4239.41,7.97,33788.12,87998.68,30010.80,35.20%
2025-08-19,4223.37,7.97,33660.29,87998.68,30010.80,35.45%
2025-08-20,4271.40,7.97,34043.02,87998.68,30010.80,35.45%
2025-08-21,4288.07,7.5,32160.53,87998.68,27995.41,38.32%
2025-08-22,4378.00,7.04,30821.10,87998.68,25981.53,40.89%
2025-08-25,4469.22,6.59,29452.17,87998.68,23970.38,43.52%
2025-08-26,4452.59,6.59,29342.57,87998.68,23970.38,43.73%
2025-08-27,4386.13,7.05,30922.19,90016.30,25988.00,43.73%
2025-08-28,4463.78,6.6,29460.96,90016.30,23979.30,43.73%
2025-08-29,4496.76,6.6,29678.61,90016.30,23979.30,43.73%
2025-09-01,4523.71,6.159999999999999,27866.06,90016.30,21988.87,46.56%
2025-09-02,4490.45,6.159999999999999,27661.19,90016.30,21988.87,46.95%
2025-09-03,4459.83,6.609999999999999,29479.47,92023.23,23995.79,46.95%
2025-09-04,4365.21,7.069999999999999,30862.02,94031.22,26003.78,46.95%
2025-09-05,4460.32,6.619999999999999,29527.35,94031.22,23996.64,46.95%
2025-09-08,4467.57,6.619999999999999,29575.34,94031.22,23996.64,46.95%
2025-09-09,4436.26,6.619999999999999,29368.03,94031.22,23996.64,46.95%
2025-09-10,4445.36,6.619999999999999,29428.32,94031.22,23996.64,46.95%
2025-09-11,4548.03,6.179999999999999,28106.85,94031.22,21995.50,46.95%
2025-09-12,4522.00,6.179999999999999,27945.95,94031.22,21995.50,46.95%
2025-09-15,4533.06,6.179999999999999,28014.28,94031.22,21995.50,46.95%
2025-09-16,4523.34,6.179999999999999,27954.22,94031.22,21995.50,46.95%
2025-09-17,4551.02,6.179999999999999,28125.32,94031.22,21995.50,46.95%
2025-09-18,4498.11,6.619999999999999,29777.48,96010.39,23974.67,46.95%
2025-09-19,4501.92,6.619999999999999,29802.71,96010.39,23974.67,46.95%
2025-09-22,4522.61,6.619999999999999,29939.66,96010.39,23974.67,46.95%
2025-09-23,4519.78,6.619999999999999,29920.93,96010.39,23974.67,46.95%
2025-09-24,4566.07,6.179999999999999,28218.32,96010.39,21965.60,46.95%
2025-09-25,4593.49,6.179999999999999,28387.75,96010.39,21965.60,46.95%
2025-09-26,4550.05,6.179999999999999,28119.30,96010.39,21965.60,46.95%
2025-09-29,4620.05,5.749999999999999,26565.30,96010.39,19978.98,49.05%
2025-09-30,4640.69,5.749999999999999,26683.99,96010.39,19978.98,49.05%
2025-10-09,4709.48,5.329999999999999,25101.54,96010.39,18000.99,51.86%
2025-10-10,4616.83,5.759999999999999,26592.96,97995.63,19986.23,51.86%
2025-10-13,4593.98,5.759999999999999,26461.32,97995.63,19986.23,51.86%
2025-10-14,4539.06,6.199999999999999,28142.20,99992.82,21983.42,51.86%
2025-10-15,4606.29,5.77,26578.28,99992.82,20002.72,51.86%
2025-10-16,4618.42,5.77,26648.29,99992.82,20002.72,51.86%
2025-10-17,4514.23,6.21,28033.40,101979.08,21988.98,51.86%
2025-10-20,4538.22,6.21,28182.35,101979.08,21988.98,51.86%
2025-10-21,4607.87,5.78,26633.50,101979.08,20007.60,51.86%
2025-10-22,4592.57,5.78,26545.05,101979.08,20007.60,51.86%
2025-10-23,4606.34,5.78,26624.67,101979.08,20007.60,51.86%
2025-10-24,4660.68,5.3500000000000005,24934.66,101979.08,18003.50,52.18%
2025-10-27,4716.02,4.930000000000001,23249.97,101979.08,16022.77,55.41%
2025-10-28,4691.97,4.930000000000001,23131.43,101979.08,16022.77,55.64%
2025-10-29,4747.84,4.930000000000001,23406.84,101979.08,16022.77,55.64%
2025-10-30,4709.91,4.930000000000001,23219.86,101979.08,16022.77,55.64%
2025-10-31,4640.67,5.36,24873.98,103974.57,18018.26,55.64%
2025-11-03,4653.40,5.36,24942.24,103974.57,18018.26,55.64%
2025-11-04,4618.70,5.36,24756.23,103974.57,18018.26,55.64%
2025-11-05,4627.26,5.36,24802.10,103974.57,18018.26,55.64%
2025-11-06,4693.40,4.930000000000001,23138.48,103974.57,16000.10,55.64%
2025-11-07,4678.79,4.930000000000001,23066.46,103974.57,16000.10,55.76%
2025-11-10,4695.05,4.930000000000001,23146.60,103974.57,16000.10,55.76%
2025-11-11,4652.17,4.930000000000001,22935.18,103974.57,16000.10,56.01%
2025-11-12,4645.91,5.36,24902.07,105972.31,17997.84,56.01%
2025-11-13,4702.07,4.930000000000001,23181.22,105972.31,15975.95,56.01%
2025-11-14,4628.14,5.36,24806.83,107962.41,17966.05,56.01%
2025-11-17,4598.05,5.36,24645.56,107962.41,17966.05,56.01%
2025-11-18,4568.19,5.800000000000001,26495.52,109972.41,19976.05,56.01%
2025-11-19,4588.29,5.800000000000001,26612.09,109972.41,19976.05,56.01%
2025-11-20,4564.95,5.800000000000001,26476.70,109972.41,19976.05,56.01%
2025-11-21,4453.61,6.250000000000001,27835.05,111976.54,21980.18,56.01%
2025-11-24,4448.05,6.250000000000001,27800.30,111976.54,21980.18,56.01%
2025-11-25,4490.40,6.250000000000001,28065.03,111976.54,21980.18,56.01%
2025-11-26,4517.63,5.8100000000000005,26247.40,111976.54,19992.42,56.01%
2025-11-27,4515.40,5.8100000000000005,26234.49,111976.54,19992.42,56.01%
2025-11-28,4526.66,5.8100000000000005,26299.90,111976.54,19992.42,56.01%
2025-12-01,4576.49,5.37,24575.73,111976.54,17978.77,56.01%
