日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,信号
2015-01-05,149.35,15.67,0.3793,0.00,100000.00,100000.00,0.0000,持有
2015-01-06,145.89,15.31,0.3773,0.00,100000.00,100000.00,0.0000,持有
2015-01-07,142.29,14.93,0.3625,0.00,100000.00,100000.00,0.0000,持有
2015-01-08,141.42,14.84,0.3597,0.00,100000.00,100000.00,0.0000,持有
2015-01-09,140.35,14.72,0.3530,0.00,100000.00,100000.00,0.0000,持有
2015-01-12,137.49,14.42,0.3277,0.00,100000.00,100000.00,0.0000,持有
2015-01-13,136.34,14.30,0.3210,0.00,100000.00,100000.00,0.0000,持有
2015-01-14,135.09,14.17,0.3143,0.00,100000.00,100000.00,0.0000,持有
2015-01-15,137.22,14.40,0.3261,0.00,100000.00,100000.00,0.0000,持有
2015-01-16,137.25,14.40,0.3266,0.00,100000.00,100000.00,0.0000,持有
2015-01-19,129.41,13.58,0.2902,0.00,100000.00,100000.00,0.0000,买入(补至30%)
2015-01-20,131.33,13.78,0.2956,30337.08,70012.35,100349.44,0.3023,持有
2015-01-21,134.49,14.11,0.3114,31066.21,70012.35,101078.56,0.3073,持有
2015-01-22,133.65,14.02,0.3087,30873.71,70012.35,100886.06,0.3060,持有
2015-01-23,133.50,14.01,0.3085,30837.93,70012.35,100850.28,0.3058,持有
2015-01-26,134.81,14.14,0.3147,31141.17,70012.35,101153.52,0.3079,持有
2015-01-27,132.83,13.94,0.3024,30682.91,70012.35,100695.26,0.3047,持有
2015-01-28,130.88,13.73,0.2942,30233.17,70012.35,100245.52,0.3016,持有
2015-01-29,129.91,13.63,0.2907,30008.30,70012.35,100020.65,0.3000,持有
2015-01-30,130.67,13.71,0.2921,30183.76,70012.35,100196.11,0.3012,持有
2015-02-02,128.93,13.53,0.2879,29781.72,70012.35,99794.07,0.2984,持有
2015-02-03,131.54,13.80,0.2980,30386.49,70012.35,100398.84,0.3027,持有
2015-02-04,130.72,13.71,0.2930,30195.69,70012.35,100208.04,0.3013,持有
