日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,目标仓位
2020-04-17,25.52,8.92,0.3286,61320.37,25950.96,87271.32,0.7026,0.70
2020-04-20,25.55,8.93,0.3380,61165.07,26180.82,87345.89,0.7003,0.70
2020-04-21,25.36,8.87,0.2639,60700.29,26180.82,86881.11,0.6987,0.70
2020-04-22,25.42,8.89,0.3288,60950.68,26080.02,87030.70,0.7003,0.70
2020-04-23,25.39,8.88,0.2838,60850.81,26105.50,86956.31,0.6998,0.70
2020-04-24,25.25,8.83,0.2400,60515.75,26105.50,86621.25,0.6986,0.70
2020-04-27,26.08,9.12,0.3947,62611.81,26003.77,88615.58,0.7066,0.70
2020-04-28,26.29,9.20,0.4026,62555.40,26577.78,89133.18,0.7018,0.50
2020-04-29,27.20,9.51,0.5385,46096.64,44583.79,90680.43,0.5083,0.50
2020-04-30,27.25,9.27,0.4051,45453.03,45320.76,90773.79,0.5007,0.50
2020-05-06,26.89,9.15,0.3875,44803.39,45374.39,90177.78,0.4968,0.70
2020-05-07,26.75,9.11,0.3704,62789.31,27075.35,89864.66,0.6987,0.70
2020-05-08,27.16,9.24,0.4146,63845.70,26967.34,90813.04,0.7030,0.50
2020-05-11,27.15,9.24,0.4096,45420.38,45384.01,90804.39,0.5002,0.50
2020-05-12,26.86,9.14,0.3810,44939.67,45384.01,90323.68,0.4975,0.70
2020-05-13,26.82,9.13,0.3765,63114.28,27217.46,90331.75,0.6987,0.70
2020-05-14,26.35,8.97,0.3372,62105.04,27110.63,89215.67,0.6961,0.70
2020-05-15,26.29,8.95,0.3333,62300.34,26765.45,89065.79,0.6995,0.70
2020-05-18,26.25,8.93,0.3182,62234.57,26739.34,88973.90,0.6995,0.70
2020-05-19,26.61,9.06,0.3596,63126.57,26712.62,89839.19,0.7027,0.70
2020-05-20,26.93,9.17,0.4333,63666.35,26925.52,90591.87,0.7028,0.50
2020-05-21,26.97,9.18,0.4396,45364.30,45413.77,90778.07,0.4997,0.50
2020-05-22,26.12,8.89,0.2826,43927.48,45413.77,89341.25,0.4917,0.70
2020-05-25,25.70,8.75,0.1290,61518.30,26657.74,88176.04,0.6977,1.00
2020-05-26,25.96,8.84,0.2234,62150.40,26657.74,88808.14,0.6998,0.70
2020-05-27,25.96,8.84,0.2211,62150.40,26657.74,88808.14,0.6998,0.70
2020-05-28,26.57,9.04,0.3750,63619.11,26657.74,90276.85,0.7047,0.70
2020-05-29,26.26,8.94,0.3505,62455.24,27078.44,89533.67,0.6976,0.70
2020-06-01,27.04,9.20,0.4898,64518.25,26866.27,91384.52,0.7060,0.50
2020-06-02,27.21,9.26,0.5152,45986.91,45539.48,91526.38,0.5024,0.50
2020-06-03,27.35,9.31,0.5600,46004.33,45759.70,91764.04,0.5013,0.50
2020-06-04,27.30,9.29,0.5545,45803.71,45869.97,91673.68,0.4996,0.50
2020-06-05,27.37,9.31,0.5686,45948.36,45842.56,91790.91,0.5006,0.50
2020-06-08,27.70,9.43,0.6117,46481.32,45870.16,92351.48,0.5033,0.20
2020-06-09,27.59,9.39,0.5769,18403.67,73826.79,92230.46,0.1995,0.50
2020-06-10,27.44,9.34,0.5619,45859.19,46037.56,91896.75,0.4990,0.50
2020-06-11,26.77,9.11,0.3868,44810.54,45955.53,90766.06,0.4937,0.70
2020-06-12,26.79,9.12,0.3925,63577.03,27503.95,91080.98,0.6980,0.70
2020-06-15,26.07,8.87,0.2315,62019.63,27345.34,89364.97,0.6940,0.70
2020-06-16,26.51,9.02,0.3486,63602.94,26817.24,90420.18,0.7034,0.70
2020-06-17,26.56,9.04,0.3545,63422.57,27107.66,90530.23,0.7006,0.70
2020-06-18,26.32,8.96,0.3333,62821.37,27133.97,89955.34,0.6984,0.70
2020-06-19,26.29,8.95,0.3304,62897.23,27002.72,89899.96,0.6996,0.70
2020-06-22,26.02,8.85,0.2035,62254.52,26976.58,89231.11,0.6977,0.70
2020-06-23,25.90,8.81,0.1579,62157.06,26795.55,88952.62,0.6988,1.00
2020-06-24,26.33,8.96,0.3565,63182.14,26795.55,89977.70,0.7022,0.70
2020-06-29,26.12,8.89,0.2931,62514.69,26981.29,89495.99,0.6985,0.70
2020-06-30,26.19,8.91,0.2991,62794.29,26849.85,89644.14,0.7005,0.70
2020-07-01,27.02,9.19,0.5000,64759.86,26876.09,91635.95,0.7067,0.50
2020-07-02,27.41,9.33,0.6050,46492.61,45737.88,92230.50,0.5041,0.20
2020-07-03,28.53,9.71,0.8333,19201.61,73859.52,93061.13,0.2063,0.00
2020-07-06,31.38,10.68,0.9174,0.00,93290.12,93290.12,0.0000,0.00
2020-07-07,31.89,10.85,0.9508,0.00,93290.12,93290.12,0.0000,0.00
2020-07-08,31.45,10.70,0.9106,0.00,93290.12,93290.12,0.0000,0.00
2020-07-09,30.99,10.55,0.8710,0.00,93290.12,93290.12,0.0000,0.00
2020-07-10,29.82,9.85,0.8320,0.00,93290.12,93290.12,0.0000,0.00
2020-07-13,29.86,9.86,0.8333,0.00,93290.12,93290.12,0.0000,0.00
2020-07-14,29.23,9.65,0.7323,0.00,93290.12,93290.12,0.0000,0.20
2020-07-15,28.71,9.48,0.6484,18317.79,74394.16,92711.95,0.1976,0.20
2020-07-16,28.50,9.41,0.6047,18384.50,74192.11,92576.61,0.1986,0.20
2020-07-17,28.89,9.54,0.6846,18747.93,74077.22,92825.16,0.2020,0.20
2020-07-20,29.84,9.85,0.8321,19187.24,74250.63,93437.88,0.2053,0.00
2020-07-21,29.50,9.74,0.7955,0.00,93436.92,93436.92,0.0000,0.20
2020-07-22,29.18,9.63,0.7218,18468.19,74795.48,93263.67,0.1980,0.20
2020-07-23,28.50,9.41,0.5821,18213.48,74621.67,92835.15,0.1962,0.50
2020-07-24,27.70,9.14,0.4148,45099.60,46509.88,91609.47,0.4923,0.50
2020-07-27,27.42,9.05,0.3529,45328.94,45810.48,91139.42,0.4974,0.70
2020-07-28,27.69,9.14,0.4088,64398.67,27133.46,91532.12,0.7036,0.50
2020-07-29,28.08,9.27,0.4928,46442.27,45694.78,92137.05,0.5041,0.50
2020-07-30,27.67,9.13,0.4029,45407.17,46059.57,91466.75,0.4964,0.50
2020-07-31,27.86,9.20,0.4643,46028.99,45754.83,91783.82,0.5015,0.50
2020-08-03,28.02,9.25,0.4894,46181.43,45867.56,92048.99,0.5017,0.50
2020-08-04,29.37,9.69,0.7746,48251.30,46008.23,94259.53,0.5119,0.20
2020-08-05,29.06,9.59,0.6993,18658.80,75179.53,93838.34,0.1988,0.20
2020-08-06,29.64,9.78,0.8194,19117.82,75092.03,94209.84,0.2029,0.00
2020-08-07,29.31,9.68,0.7517,0.00,94136.59,94136.59,0.0000,0.20
2020-08-10,29.62,9.78,0.8151,19018.62,75271.24,94289.85,0.2017,0.00
2020-08-11,30.06,9.92,0.8571,0.00,94366.00,94366.00,0.0000,0.00
2020-08-12,30.26,9.99,0.8581,0.00,94366.00,94366.00,0.0000,0.00
2020-08-13,29.89,9.87,0.8456,0.00,94366.00,94366.00,0.0000,0.00
2020-08-14,30.42,10.04,0.8667,0.00,94366.00,94366.00,0.0000,0.00
2020-08-17,31.27,10.32,0.8808,0.00,94366.00,94366.00,0.0000,0.00
2020-08-18,31.11,10.27,0.8684,0.00,94366.00,94366.00,0.0000,0.00
2020-08-19,30.70,10.14,0.8562,0.00,94366.00,94366.00,0.0000,0.00
2020-08-20,30.04,9.92,0.8247,0.00,94366.00,94366.00,0.0000,0.00
2020-08-21,30.24,9.98,0.8323,0.00,94366.00,94366.00,0.0000,0.00
2020-08-24,30.02,9.91,0.8141,0.00,94366.00,94366.00,0.0000,0.00
2020-08-25,30.09,9.93,0.8280,0.00,94366.00,94366.00,0.0000,0.00
2020-08-26,29.81,9.84,0.7785,0.00,94366.00,94366.00,0.0000,0.20
2020-08-27,29.54,9.75,0.7421,18701.32,75496.49,94197.81,0.1985,0.20
2020-08-28,30.78,10.16,0.8625,19610.02,75378.47,94988.49,0.2064,0.00
2020-08-31,30.18,10.33,0.8882,0.00,95013.00,95013.00,0.0000,0.00
2020-09-01,29.96,10.25,0.8580,0.00,95013.00,95013.00,0.0000,0.00
2020-09-02,29.78,10.19,0.8528,0.00,95013.00,95013.00,0.0000,0.00
2020-09-03,29.61,10.13,0.8354,0.00,95013.00,95013.00,0.0000,0.00
2020-09-04,29.46,10.08,0.8303,0.00,95013.00,95013.00,0.0000,0.00
2020-09-07,29.46,10.08,0.8253,0.00,95013.00,95013.00,0.0000,0.00
2020-09-08,30.10,10.30,0.8802,0.00,95013.00,95013.00,0.0000,0.00
2020-09-09,30.10,10.30,0.8810,0.00,95013.00,95013.00,0.0000,0.00
2020-09-10,30.18,10.33,0.8935,0.00,95013.00,95013.00,0.0000,0.00
2020-09-11,29.82,10.20,0.8412,0.00,95013.00,95013.00,0.0000,0.00
2020-09-14,29.90,10.23,0.8421,0.00,95013.00,95013.00,0.0000,0.00
2020-09-15,30.34,10.38,0.8953,0.00,95013.00,95013.00,0.0000,0.00
2020-09-16,30.47,10.43,0.9017,0.00,95013.00,95013.00,0.0000,0.00
2020-09-17,30.32,10.38,0.8851,0.00,95013.00,95013.00,0.0000,0.00
2020-09-18,31.22,10.68,0.9314,0.00,95013.00,95013.00,0.0000,0.00
2020-09-21,30.91,10.58,0.9034,0.00,95013.00,95013.00,0.0000,0.00
2020-09-22,30.33,10.38,0.8757,0.00,95013.00,95013.00,0.0000,0.00
2020-09-23,30.02,10.28,0.8371,0.00,95013.00,95013.00,0.0000,0.00
2020-09-24,29.67,10.15,0.7877,0.00,95013.00,95013.00,0.0000,0.20
2020-09-25,29.77,10.19,0.7944,19051.60,76001.44,95053.05,0.2004,0.20
2020-09-28,29.82,10.21,0.8066,19057.65,76031.23,95088.87,0.2004,0.00
2020-09-29,29.07,9.95,0.7308,0.00,95139.08,95139.08,0.0000,0.20
2020-09-30,28.82,9.86,0.6995,18850.48,76130.56,94981.04,0.1985,0.20
2020-10-09,28.97,9.91,0.7120,19089.57,75984.84,95074.41,0.2008,0.20
2020-10-12,30.07,10.29,0.8432,19757.55,76043.12,95800.67,0.2062,0.00
2020-10-13,30.26,10.35,0.8710,0.00,95757.61,95757.61,0.0000,0.00
2020-10-14,30.46,10.43,0.8930,0.00,95757.61,95757.61,0.0000,0.00
2020-10-15,31.23,10.69,0.9362,0.00,95757.61,95757.61,0.0000,0.00
2020-10-16,31.85,10.90,0.9735,0.00,95757.61,95757.61,0.0000,0.00
2020-10-19,32.02,10.96,0.9895,0.00,95757.61,95757.61,0.0000,0.00
2020-10-20,32.00,10.95,0.9843,0.00,95757.61,95757.61,0.0000,0.00
2020-10-21,32.67,11.18,0.9948,0.00,95757.61,95757.61,0.0000,0.00
2020-10-22,32.98,11.29,0.9948,0.00,95757.61,95757.61,0.0000,0.00
2020-10-23,33.00,11.29,0.9948,0.00,95757.61,95757.61,0.0000,0.00
2020-10-26,32.52,11.13,0.9795,0.00,95757.61,95757.61,0.0000,0.00
2020-10-27,32.39,11.08,0.9745,0.00,95757.61,95757.61,0.0000,0.00
2020-10-28,32.11,10.99,0.9645,0.00,95757.61,95757.61,0.0000,0.00
2020-10-29,32.18,11.01,0.9697,0.00,95757.61,95757.61,0.0000,0.00
2020-10-30,31.87,10.91,0.9347,0.00,95757.61,95757.61,0.0000,0.00
2020-11-02,32.23,11.01,0.9650,0.00,95757.61,95757.61,0.0000,0.00
2020-11-03,33.02,11.28,0.9851,0.00,95757.61,95757.61,0.0000,0.00
2020-11-04,34.37,11.74,0.9950,0.00,95757.61,95757.61,0.0000,0.00
2020-11-05,34.26,11.70,0.9901,0.00,95757.61,95757.61,0.0000,0.00
2020-11-06,34.01,11.62,0.9853,0.00,95757.61,95757.61,0.0000,0.00
2020-11-09,34.45,11.77,0.9951,0.00,95757.61,95757.61,0.0000,0.00
2020-11-10,35.00,11.95,0.9951,0.00,95757.61,95757.61,0.0000,0.00
2020-11-11,35.51,12.13,0.9952,0.00,95757.61,95757.61,0.0000,0.00
2020-11-12,34.89,11.92,0.9856,0.00,95757.61,95757.61,0.0000,0.00
2020-11-13,34.09,11.64,0.9665,0.00,95757.61,95757.61,0.0000,0.00
2020-11-16,34.43,11.76,0.9762,0.00,95757.61,95757.61,0.0000,0.00
2020-11-17,35.10,11.99,0.9905,0.00,95757.61,95757.61,0.0000,0.00
2020-11-18,35.83,12.24,0.9953,0.00,95757.61,95757.61,0.0000,0.00
2020-11-19,35.93,12.27,0.9953,0.00,95757.61,95757.61,0.0000,0.00
2020-11-20,36.07,12.32,0.9953,0.00,95757.61,95757.61,0.0000,0.00
2020-11-23,36.35,12.41,0.9953,0.00,95757.61,95757.61,0.0000,0.00
2020-11-24,35.93,12.27,0.9815,0.00,95757.61,95757.61,0.0000,0.00
2020-11-25,35.57,12.15,0.9724,0.00,95757.61,95757.61,0.0000,0.00
2020-11-26,36.10,12.33,0.9908,0.00,95757.61,95757.61,0.0000,0.00
2020-11-27,36.71,12.54,0.9954,0.00,95757.61,95757.61,0.0000,0.00
2020-11-30,35.39,12.09,0.9545,0.00,95757.61,95757.61,0.0000,0.00
2020-12-01,36.99,12.63,0.9955,0.00,95757.61,95757.61,0.0000,0.00
2020-12-02,37.47,12.80,0.9955,0.00,95757.61,95757.61,0.0000,0.00
2020-12-03,37.22,12.71,0.9910,0.00,95757.61,95757.61,0.0000,0.00
2020-12-04,36.65,12.52,0.9777,0.00,95757.61,95757.61,0.0000,0.00
2020-12-07,35.56,12.15,0.9422,0.00,95757.61,95757.61,0.0000,0.00
2020-12-08,35.44,12.10,0.9336,0.00,95757.61,95757.61,0.0000,0.00
2020-12-09,35.42,12.10,0.9295,0.00,95757.61,95757.61,0.0000,0.00
2020-12-10,35.45,12.11,0.9342,0.00,95757.61,95757.61,0.0000,0.00
2020-12-11,34.17,11.67,0.8865,0.00,95757.61,95757.61,0.0000,0.00
2020-12-14,35.52,12.13,0.9391,0.00,95757.61,95757.61,0.0000,0.00
2020-12-15,35.51,12.13,0.9307,0.00,95757.61,95757.61,0.0000,0.00
2020-12-16,35.28,12.05,0.9095,0.00,95757.61,95757.61,0.0000,0.00
2020-12-17,35.27,12.05,0.9056,0.00,95757.61,95757.61,0.0000,0.00
2020-12-18,34.51,11.79,0.8889,0.00,95757.61,95757.61,0.0000,0.00
2020-12-21,34.34,11.73,0.8723,0.00,95757.61,95757.61,0.0000,0.00
2020-12-22,33.56,11.46,0.8517,0.00,95757.61,95757.61,0.0000,0.00
2020-12-23,33.88,11.57,0.8523,0.00,95757.61,95757.61,0.0000,0.00
2020-12-24,34.08,11.64,0.8571,0.00,95757.61,95757.61,0.0000,0.00
2020-12-25,34.20,11.68,0.8661,0.00,95757.61,95757.61,0.0000,0.00
2020-12-28,34.46,11.77,0.8875,0.00,95757.61,95757.61,0.0000,0.00
2020-12-29,34.29,11.71,0.8672,0.00,95757.61,95757.61,0.0000,0.00
2020-12-30,34.47,11.77,0.8884,0.00,95757.61,95757.61,0.0000,0.00
2020-12-31,35.19,12.02,0.9053,0.00,95757.61,95757.61,0.0000,0.00
2021-01-04,34.56,11.80,0.8893,0.00,95757.61,95757.61,0.0000,0.00
2021-01-05,33.77,11.53,0.8245,0.00,95757.61,95757.61,0.0000,0.00
2021-01-06,35.35,12.07,0.9146,0.00,95757.61,95757.61,0.0000,0.00
2021-01-07,36.75,12.55,0.9838,0.00,95757.61,95757.61,0.0000,0.00
2021-01-08,37.31,12.74,0.9919,0.00,95757.61,95757.61,0.0000,0.00
2021-01-11,38.77,13.24,0.9960,0.00,95757.61,95757.61,0.0000,0.00
2021-01-12,39.79,13.59,0.9960,0.00,95757.61,95757.61,0.0000,0.00
2021-01-13,39.55,13.51,0.9920,0.00,95757.61,95757.61,0.0000,0.00
2021-01-14,39.27,13.41,0.9881,0.00,95757.61,95757.61,0.0000,0.00
2021-01-15,40.95,13.25,0.9842,0.00,95757.61,95757.61,0.0000,0.00
2021-01-18,41.57,13.45,0.9882,0.00,95757.61,95757.61,0.0000,0.00
2021-01-19,41.51,13.43,0.9843,0.00,95757.61,95757.61,0.0000,0.00
2021-01-20,41.41,13.40,0.9766,0.00,95757.61,95757.61,0.0000,0.00
2021-01-21,42.15,13.64,0.9961,0.00,95757.61,95757.61,0.0000,0.00
2021-01-22,41.35,13.38,0.9690,0.00,95757.61,95757.61,0.0000,0.00
2021-01-25,41.72,13.50,0.9846,0.00,95757.61,95757.61,0.0000,0.00
2021-01-26,41.15,13.32,0.9615,0.00,95757.61,95757.61,0.0000,0.00
2021-01-27,41.63,13.47,0.9808,0.00,95757.61,95757.61,0.0000,0.00
2021-01-28,41.32,13.37,0.9580,0.00,95757.61,95757.61,0.0000,0.00
2021-01-29,40.91,13.24,0.9430,0.00,95757.61,95757.61,0.0000,0.00
2021-02-01,41.95,13.58,0.9886,0.00,95757.61,95757.61,0.0000,0.00
2021-02-02,41.61,13.46,0.9736,0.00,95757.61,95757.61,0.0000,0.00
2021-02-03,42.47,13.74,0.9962,0.00,95757.61,95757.61,0.0000,0.00
2021-02-04,42.83,13.86,0.9963,0.00,95757.61,95757.61,0.0000,0.00
2021-02-05,43.83,14.18,0.9963,0.00,95757.61,95757.61,0.0000,0.00
2021-02-08,44.24,14.32,0.9963,0.00,95757.61,95757.61,0.0000,0.00
2021-02-09,44.24,14.32,0.9926,0.00,95757.61,95757.61,0.0000,0.00
2021-02-10,43.68,14.13,0.9852,0.00,95757.61,95757.61,0.0000,0.00
2021-02-18,44.59,14.43,0.9963,0.00,95757.61,95757.61,0.0000,0.00
2021-02-19,44.20,14.30,0.9853,0.00,95757.61,95757.61,0.0000,0.00
2021-02-22,43.40,14.04,0.9745,0.00,95757.61,95757.61,0.0000,0.00
2021-02-23,44.48,14.39,0.9927,0.00,95757.61,95757.61,0.0000,0.00
2021-02-24,42.91,13.89,0.9674,0.00,95757.61,95757.61,0.0000,0.00
2021-02-25,43.60,14.11,0.9711,0.00,95757.61,95757.61,0.0000,0.00
2021-02-26,40.91,13.24,0.8921,0.00,95757.61,95757.61,0.0000,0.00
2021-03-01,40.34,13.06,0.8889,0.00,95757.61,95757.61,0.0000,0.00
2021-03-02,39.67,12.84,0.8857,0.00,95757.61,95757.61,0.0000,0.00
2021-03-03,42.25,13.67,0.9537,0.00,95757.61,95757.61,0.0000,0.00
2021-03-04,41.95,13.58,0.9397,0.00,95757.61,95757.61,0.0000,0.00
2021-03-05,41.15,13.32,0.8975,0.00,95757.61,95757.61,0.0000,0.00
2021-03-08,39.98,12.94,0.8768,0.00,95757.61,95757.61,0.0000,0.00
2021-03-09,38.83,12.57,0.8561,0.00,95757.61,95757.61,0.0000,0.00
2021-03-10,39.43,12.76,0.8671,0.00,95757.61,95757.61,0.0000,0.00
2021-03-11,41.61,13.46,0.9233,0.00,95757.61,95757.61,0.0000,0.00
2021-03-12,42.69,13.81,0.9583,0.00,95757.61,95757.61,0.0000,0.00
2021-03-15,42.52,13.76,0.9550,0.00,95757.61,95757.61,0.0000,0.00
2021-03-16,43.49,14.07,0.9690,0.00,95757.61,95757.61,0.0000,0.00
2021-03-17,42.75,13.84,0.9553,0.00,95757.61,95757.61,0.0000,0.00
2021-03-18,43.43,14.05,0.9658,0.00,95757.61,95757.61,0.0000,0.00
2021-03-19,41.44,13.41,0.8942,0.00,95757.61,95757.61,0.0000,0.00
2021-03-22,43.06,13.93,0.9592,0.00,95757.61,95757.61,0.0000,0.00
2021-03-23,42.82,13.86,0.9492,0.00,95757.61,95757.61,0.0000,0.00
2021-03-24,41.79,13.52,0.9155,0.00,95757.61,95757.61,0.0000,0.00
2021-03-25,40.84,13.22,0.8519,0.00,95757.61,95757.61,0.0000,0.00
2021-03-26,41.31,13.37,0.8725,0.00,95757.61,95757.61,0.0000,0.00
2021-03-29,40.79,13.20,0.8462,0.00,95757.61,95757.61,0.0000,0.00
2021-03-30,41.28,13.36,0.8700,0.00,95757.61,95757.61,0.0000,0.00
2021-03-31,40.91,13.24,0.8472,0.00,95757.61,95757.61,0.0000,0.00
2021-04-01,40.87,13.23,0.8444,0.00,95757.61,95757.61,0.0000,0.00
2021-04-02,40.79,13.20,0.8383,0.00,95757.61,95757.61,0.0000,0.00
2021-04-06,40.83,13.21,0.8388,0.00,95757.61,95757.61,0.0000,0.00
2021-04-07,40.38,13.07,0.8295,0.00,95757.61,95757.61,0.0000,0.00
2021-04-08,40.43,13.08,0.8301,0.00,95757.61,95757.61,0.0000,0.00
2021-04-09,40.23,13.02,0.8208,0.00,95757.61,95757.61,0.0000,0.00
2021-04-12,40.40,13.07,0.8279,0.00,95757.61,95757.61,0.0000,0.00
2021-04-13,40.29,13.04,0.8188,0.00,95757.61,95757.61,0.0000,0.00
2021-04-14,39.79,12.88,0.8097,0.00,95757.61,95757.61,0.0000,0.00
2021-04-15,39.58,12.81,0.8039,0.00,95757.61,95757.61,0.0000,0.00
2021-04-16,39.82,12.89,0.8109,0.00,95757.61,95757.61,0.0000,0.00
2021-04-19,41.45,13.41,0.8946,0.00,95757.61,95757.61,0.0000,0.00
2021-04-20,41.63,13.47,0.9076,0.00,95757.61,95757.61,0.0000,0.00
2021-04-21,42.35,13.70,0.9365,0.00,95757.61,95757.61,0.0000,0.00
2021-04-22,42.12,13.63,0.9272,0.00,95757.61,95757.61,0.0000,0.00
2021-04-23,42.67,13.81,0.9432,0.00,95757.61,95757.61,0.0000,0.00
2021-04-26,41.69,12.93,0.7987,0.00,95757.61,95757.61,0.0000,0.20
2021-04-27,41.69,12.93,0.7962,19135.62,76665.14,95800.75,0.1997,0.20
2021-04-28,41.44,12.85,0.7875,19021.69,76665.14,95686.83,0.1988,0.20
2021-04-29,42.66,13.23,0.8380,19665.60,76581.86,96247.47,0.2043,0.00
