日期,周期ID,当前价格,持仓数量,当前市值,距上次调仓天数,相对涨跌幅,累计投入,累计净投入,最大回撤
2021-01-20,Cycle_1,5476.43,1.8299999999999998,10021.87,4,0.11%,10172.78,9620.29,2.97%
2021-01-20,Cycle_2,5476.43,3.67,20098.51,9,-0.68%,20017.33,19300.55,3.07%
2021-01-20,Cycle_3,5476.43,5.7,31215.67,12,3.96%,30025.99,30025.99,2.84%
2021-01-20,Cycle_4,5476.43,7.59,41566.13,12,3.96%,39981.98,39981.98,2.84%
2021-01-21,Cycle_1,5564.97,1.8299999999999998,10183.89,5,1.73%,10172.78,9620.29,2.97%
2021-01-21,Cycle_2,5564.97,3.67,20423.44,10,0.93%,20017.33,19300.55,3.07%
2021-01-21,Cycle_3,5564.97,5.7,31720.33,13,5.64%,30025.99,30025.99,2.84%
2021-01-21,Cycle_4,5564.97,7.59,42238.12,13,5.64%,39981.98,39981.98,2.84%
2021-01-22,Cycle_1,5569.78,1.8299999999999998,10192.69,6,1.82%,10172.78,9620.29,2.97%
2021-01-22,Cycle_2,5569.78,3.67,20441.08,11,1.02%,20017.33,19300.55,3.07%
2021-01-22,Cycle_3,5569.78,5.7,31747.72,14,5.73%,30025.99,30025.99,2.84%
2021-01-22,Cycle_4,5569.78,7.59,42274.60,14,5.73%,39981.98,39981.98,2.84%
2021-01-25,Cycle_1,5625.92,1.7899999999999998,10070.40,0,0.00%,10172.78,9395.25,2.97%
2021-01-25,Cycle_2,5625.92,3.67,20647.14,12,2.04%,20017.33,19300.55,3.07%
2021-01-25,Cycle_3,5625.92,5.7,32067.76,15,6.80%,30025.99,30025.99,2.84%
2021-01-25,Cycle_4,5625.92,7.59,42700.76,15,6.80%,39981.98,39981.98,2.84%
2021-01-26,Cycle_1,5512.97,1.8099999999999998,9978.47,0,0.00%,10283.04,9505.51,2.97%
2021-01-26,Cycle_2,5512.97,3.67,20232.59,13,-0.01%,20017.33,19300.55,3.07%
2021-01-26,Cycle_3,5512.97,5.7,31423.92,16,4.66%,30025.99,30025.99,2.84%
2021-01-26,Cycle_4,5512.97,7.59,41843.43,16,4.66%,39981.98,39981.98,2.84%
2021-01-27,Cycle_1,5528.00,1.8099999999999998,10005.69,1,0.27%,10283.04,9505.51,2.97%
2021-01-27,Cycle_2,5528.00,3.67,20287.77,14,0.26%,20017.33,19300.55,3.07%
2021-01-27,Cycle_3,5528.00,5.7,31509.62,17,4.94%,30025.99,30025.99,2.84%
2021-01-27,Cycle_4,5528.00,7.59,41957.55,17,4.94%,39981.98,39981.98,2.84%
2021-01-28,Cycle_1,5377.14,1.8599999999999999,10001.49,0,0.00%,10551.89,9774.37,2.97%
2021-01-28,Cycle_2,5377.14,3.67,19734.11,15,-2.48%,20017.33,19300.55,4.42%
2021-01-28,Cycle_3,5377.14,5.7,30649.71,18,2.08%,30025.99,30025.99,4.42%
2021-01-28,Cycle_4,5377.14,7.59,40812.51,18,2.08%,39981.98,39981.98,4.42%
2021-01-29,Cycle_1,5351.96,1.8599999999999999,9954.65,1,-0.47%,10551.89,9774.37,2.97%
2021-01-29,Cycle_2,5351.96,3.67,19641.71,16,-2.93%,20017.33,19300.55,4.87%
2021-01-29,Cycle_3,5351.96,5.7,30506.20,19,1.60%,30025.99,30025.99,4.87%
2021-01-29,Cycle_4,5351.96,7.59,40621.41,19,1.60%,39981.98,39981.98,4.87%
2021-02-01,Cycle_1,5417.65,1.8599999999999999,10076.83,2,0.75%,10551.89,9774.37,2.97%
2021-02-01,Cycle_2,5417.65,3.67,19882.77,17,-1.74%,20017.33,19300.55,4.87%
2021-02-01,Cycle_3,5417.65,5.7,30880.60,20,2.85%,30025.99,30025.99,4.87%
2021-02-01,Cycle_4,5417.65,7.59,41119.95,20,2.85%,39981.98,39981.98,4.87%
2021-02-02,Cycle_1,5501.09,1.8299999999999998,10067.00,0,0.00%,10551.89,9609.34,2.97%
2021-02-02,Cycle_2,5501.09,3.67,20189.01,18,-0.23%,20017.33,19300.55,4.87%
2021-02-02,Cycle_3,5501.09,5.7,31356.22,21,4.43%,30025.99,30025.99,4.87%
2021-02-02,Cycle_4,5501.09,7.59,41753.28,21,4.43%,39981.98,39981.98,4.87%
2021-02-03,Cycle_1,5485.20,1.8299999999999998,10037.92,1,-0.29%,10551.89,9609.34,2.97%
2021-02-03,Cycle_2,5485.20,3.67,20130.69,19,-0.52%,20017.33,19300.55,4.87%
2021-02-03,Cycle_3,5485.20,5.7,31265.64,22,4.13%,30025.99,30025.99,4.87%
2021-02-03,Cycle_4,5485.20,7.59,41632.67,22,4.13%,39981.98,39981.98,4.87%
2021-02-04,Cycle_1,5473.95,1.8299999999999998,10017.32,2,-0.49%,10551.89,9609.34,2.97%
2021-02-04,Cycle_2,5473.95,3.67,20089.39,20,-0.72%,20017.33,19300.55,4.87%
2021-02-04,Cycle_3,5473.95,5.7,31201.50,23,3.91%,30025.99,30025.99,4.87%
2021-02-04,Cycle_4,5473.95,7.59,41547.26,23,3.91%,39981.98,39981.98,4.87%
2021-02-05,Cycle_1,5483.41,1.8299999999999998,10034.65,3,-0.32%,10551.89,9609.34,2.97%
2021-02-05,Cycle_2,5483.41,3.67,20124.13,21,-0.55%,20017.33,19300.55,4.87%
2021-02-05,Cycle_3,5483.41,5.7,31255.46,24,4.09%,30025.99,30025.99,4.87%
2021-02-05,Cycle_4,5483.41,7.59,41619.11,24,4.09%,39981.98,39981.98,4.87%
2021-02-08,Cycle_1,5564.56,1.8299999999999998,10183.15,4,1.15%,10551.89,9609.34,2.97%
2021-02-08,Cycle_2,5564.56,3.67,20421.94,22,0.92%,20017.33,19300.55,4.87%
2021-02-08,Cycle_3,5564.56,5.7,31718.00,25,5.64%,30025.99,30025.99,4.87%
2021-02-08,Cycle_4,5564.56,7.59,42235.02,25,5.64%,39981.98,39981.98,4.87%
2021-02-09,Cycle_1,5686.25,1.7699999999999998,10064.66,0,0.00%,10551.89,9268.16,2.97%
2021-02-09,Cycle_2,5686.25,3.67,20868.54,23,3.13%,20017.33,19300.55,4.87%
2021-02-09,Cycle_3,5686.25,5.7,32411.63,26,7.95%,30025.99,30025.99,4.87%
2021-02-09,Cycle_4,5686.25,7.59,43158.64,26,7.95%,39981.98,39981.98,4.87%
2021-02-10,Cycle_1,5807.72,1.7299999999999998,10047.35,0,0.00%,10551.89,9035.85,2.97%
2021-02-10,Cycle_2,5807.72,3.5,20327.02,0,0.00%,20017.33,18313.24,4.87%
2021-02-10,Cycle_3,5807.72,5.3100000000000005,30838.99,0,0.00%,30025.99,27760.98,4.87%
2021-02-10,Cycle_4,5807.72,7.59,44080.59,27,10.25%,39981.98,39981.98,4.87%
2021-02-18,Cycle_1,5768.38,1.7299999999999998,9979.30,1,-0.68%,10551.89,9035.85,2.97%
2021-02-18,Cycle_2,5768.38,3.5,20189.33,1,-0.68%,20017.33,18313.24,4.87%
2021-02-18,Cycle_3,5768.38,5.3100000000000005,30630.11,1,-0.68%,30025.99,27760.98,5.50%
2021-02-18,Cycle_4,5768.38,7.59,43782.01,28,9.50%,39981.98,39981.98,4.87%
2021-02-19,Cycle_1,5778.84,1.7299999999999998,9997.40,2,-0.50%,10551.89,9035.85,2.97%
2021-02-19,Cycle_2,5778.84,3.5,20225.95,2,-0.50%,20017.33,18313.24,4.87%
2021-02-19,Cycle_3,5778.84,5.3100000000000005,30685.65,2,-0.50%,30025.99,27760.98,5.50%
2021-02-19,Cycle_4,5778.84,7.59,43861.41,29,9.70%,39981.98,39981.98,4.87%
2021-02-22,Cycle_1,5597.33,1.7899999999999998,10019.23,0,0.00%,10887.73,9371.69,2.97%
2021-02-22,Cycle_2,5597.33,3.5,19590.66,3,-3.62%,20017.33,18313.24,6.12%
2021-02-22,Cycle_3,5597.33,5.3100000000000005,29721.84,3,-3.62%,30025.99,27760.98,8.30%
2021-02-22,Cycle_4,5597.33,7.59,42483.76,30,6.26%,39981.98,39981.98,4.87%
2021-02-23,Cycle_1,5579.67,1.7899999999999998,9987.61,1,-0.32%,10887.73,9371.69,2.97%
2021-02-23,Cycle_2,5579.67,3.5,19528.84,4,-3.93%,20017.33,18313.24,6.42%
2021-02-23,Cycle_3,5579.67,5.3100000000000005,29628.04,4,-3.93%,30025.99,27760.98,8.59%
2021-02-23,Cycle_4,5579.67,7.59,42349.68,31,5.92%,39981.98,39981.98,4.87%
2021-02-24,Cycle_1,5437.57,1.8399999999999999,10005.13,0,0.00%,11159.61,9643.57,2.97%
2021-02-24,Cycle_2,5437.57,3.68,20010.25,0,0.00%,20996.09,19292.00,6.42%
2021-02-24,Cycle_3,5437.57,5.3100000000000005,28873.49,5,-6.37%,30025.99,27760.98,10.92%
2021-02-24,Cycle_4,5437.57,7.59,41271.14,32,3.22%,39981.98,39981.98,6.37%
2021-02-25,Cycle_1,5469.56,1.8399999999999999,10063.99,1,0.59%,11159.61,9643.57,2.97%
2021-02-25,Cycle_2,5469.56,3.68,20127.97,1,0.59%,20996.09,19292.00,6.42%
2021-02-25,Cycle_3,5469.56,5.3100000000000005,29043.36,6,-5.82%,30025.99,27760.98,10.92%
2021-02-25,Cycle_4,5469.56,7.59,41513.95,33,3.83%,39981.98,39981.98,6.37%
2021-02-26,Cycle_1,5336.76,1.8399999999999999,9819.64,2,-1.85%,11159.61,9643.57,4.25%
2021-02-26,Cycle_2,5336.76,3.68,19639.28,2,-1.85%,20996.09,19292.00,6.42%
2021-02-26,Cycle_3,5336.76,5.630000000000001,30045.96,0,0.00%,31733.76,29468.75,10.92%
2021-02-26,Cycle_4,5336.76,7.59,40506.02,34,1.31%,39981.98,39981.98,8.11%
2021-03-01,Cycle_1,5418.78,1.8399999999999999,9970.56,3,-0.35%,11159.61,9643.57,4.25%
2021-03-01,Cycle_2,5418.78,3.68,19941.12,3,-0.35%,20996.09,19292.00,6.42%
2021-03-01,Cycle_3,5418.78,5.630000000000001,30507.75,1,1.54%,31733.76,29468.75,10.92%
2021-03-01,Cycle_4,5418.78,7.59,41128.57,35,2.87%,39981.98,39981.98,8.11%
2021-03-02,Cycle_1,5349.63,1.8399999999999999,9843.32,4,-1.62%,11159.61,9643.57,4.25%
2021-03-02,Cycle_2,5349.63,3.68,19686.64,4,-1.62%,20996.09,19292.00,6.42%
2021-03-02,Cycle_3,5349.63,5.630000000000001,30118.42,2,0.24%,31733.76,29468.75,10.92%
2021-03-02,Cycle_4,5349.63,7.59,40603.69,36,1.55%,39981.98,39981.98,8.11%
2021-03-03,Cycle_1,5452.21,1.8399999999999999,10032.07,5,0.27%,11159.61,9643.57,4.25%
2021-03-03,Cycle_2,5452.21,3.68,20064.14,5,0.27%,20996.09,19292.00,6.42%
2021-03-03,Cycle_3,5452.21,5.630000000000001,30695.96,3,2.16%,31733.76,29468.75,10.92%
2021-03-03,Cycle_4,5452.21,7.59,41382.29,37,3.50%,39981.98,39981.98,8.11%
2021-03-04,Cycle_1,5280.71,1.9,10033.34,0,0.00%,11476.46,9960.41,4.25%
2021-03-04,Cycle_2,5280.71,3.68,19433.00,6,-2.88%,20996.09,19292.00,6.88%
2021-03-04,Cycle_3,5280.71,5.630000000000001,29730.37,4,-1.05%,31733.76,29468.75,10.92%
2021-03-04,Cycle_4,5280.71,7.59,40080.56,38,0.25%,39981.98,39981.98,9.07%
2021-03-05,Cycle_1,5262.80,1.9,9999.31,1,-0.34%,11476.46,9960.41,4.25%
2021-03-05,Cycle_2,5262.80,3.68,19367.09,7,-3.21%,20996.09,19292.00,7.19%
2021-03-05,Cycle_3,5262.80,5.630000000000001,29629.54,5,-1.39%,31733.76,29468.75,10.92%
2021-03-05,Cycle_4,5262.80,7.59,39944.62,39,-0.09%,39981.98,39981.98,9.38%
2021-03-08,Cycle_1,5080.02,1.97,10007.65,0,0.00%,11832.06,10316.02,4.25%
2021-03-08,Cycle_2,5080.02,3.95,20066.10,0,0.00%,22367.70,20663.61,7.19%
2021-03-08,Cycle_3,5080.02,5.630000000000001,28600.54,6,-4.81%,31733.76,29468.75,11.76%
2021-03-08,Cycle_4,5080.02,7.59,38557.39,40,-3.56%,39981.98,39981.98,12.53%
2021-03-09,Cycle_1,4971.00,2.01,9991.71,0,0.00%,12030.90,10514.86,4.25%
2021-03-09,Cycle_2,4971.00,3.95,19635.45,1,-2.15%,22367.70,20663.61,7.19%
2021-03-09,Cycle_3,4971.00,5.630000000000001,27986.73,7,-6.85%,31733.76,29468.75,13.65%
2021-03-09,Cycle_4,4971.00,7.59,37729.89,41,-5.63%,39981.98,39981.98,14.41%
2021-03-10,Cycle_1,5003.61,2.01,10057.26,1,0.66%,12030.90,10514.86,4.25%
2021-03-10,Cycle_2,5003.61,3.95,19764.27,2,-1.50%,22367.70,20663.61,7.19%
2021-03-10,Cycle_3,5003.61,5.630000000000001,28170.34,8,-6.24%,31733.76,29468.75,13.65%
2021-03-10,Cycle_4,5003.61,7.59,37977.42,42,-5.01%,39981.98,39981.98,14.41%
2021-03-11,Cycle_1,5128.22,1.9599999999999997,10051.30,0,0.00%,12030.90,10258.44,4.25%
2021-03-11,Cycle_2,5128.22,3.95,20256.45,3,0.95%,22367.70,20663.61,7.19%
2021-03-11,Cycle_3,5128.22,5.630000000000001,28871.85,9,-3.91%,31733.76,29468.75,13.65%
2021-03-11,Cycle_4,5128.22,7.59,38923.16,43,-2.65%,39981.98,39981.98,14.41%
2021-03-12,Cycle_1,5146.38,1.9599999999999997,10086.90,1,0.35%,12030.90,10258.44,4.25%
2021-03-12,Cycle_2,5146.38,3.95,20328.20,4,1.31%,22367.70,20663.61,7.19%
2021-03-12,Cycle_3,5146.38,5.630000000000001,28974.11,10,-3.57%,31733.76,29468.75,13.65%
2021-03-12,Cycle_4,5146.38,7.59,39061.01,44,-2.30%,39981.98,39981.98,14.41%
2021-03-15,Cycle_1,5035.54,1.9599999999999997,9869.67,2,-1.81%,12030.90,10258.44,4.25%
2021-03-15,Cycle_2,5035.54,3.95,19890.40,5,-0.88%,22367.70,20663.61,7.19%
2021-03-15,Cycle_3,5035.54,5.630000000000001,28350.11,11,-5.64%,31733.76,29468.75,13.65%
2021-03-15,Cycle_4,5035.54,7.59,38219.78,45,-4.41%,39981.98,39981.98,14.41%
2021-03-16,Cycle_1,5079.36,1.9599999999999997,9955.55,3,-0.95%,12030.90,10258.44,4.25%
2021-03-16,Cycle_2,5079.36,3.95,20063.48,6,-0.01%,22367.70,20663.61,7.19%
2021-03-16,Cycle_3,5079.36,5.630000000000001,28596.81,12,-4.82%,31733.76,29468.75,13.65%
2021-03-16,Cycle_4,5079.36,7.59,38552.36,46,-3.58%,39981.98,39981.98,14.41%
2021-03-17,Cycle_1,5100.86,1.9599999999999997,9997.68,4,-0.53%,12030.90,10258.44,4.25%
2021-03-17,Cycle_2,5100.86,3.95,20148.39,7,0.41%,22367.70,20663.61,7.19%
2021-03-17,Cycle_3,5100.86,5.630000000000001,28717.83,13,-4.42%,31733.76,29468.75,13.65%
2021-03-17,Cycle_4,5100.86,7.59,38715.51,47,-3.17%,39981.98,39981.98,14.41%
2021-03-18,Cycle_1,5141.77,1.9599999999999997,10077.87,5,0.26%,12030.90,10258.44,4.25%
2021-03-18,Cycle_2,5141.77,3.95,20309.98,8,1.22%,22367.70,20663.61,7.19%
2021-03-18,Cycle_3,5141.77,5.630000000000001,28948.15,14,-3.65%,31733.76,29468.75,13.65%
2021-03-18,Cycle_4,5141.77,7.59,39026.02,48,-2.39%,39981.98,39981.98,14.41%
2021-03-19,Cycle_1,5007.09,1.9999999999999998,10014.18,0,0.00%,12231.18,10458.73,4.25%
2021-03-19,Cycle_2,5007.09,3.95,19778.01,9,-1.44%,22367.70,20663.61,7.19%
2021-03-19,Cycle_3,5007.09,5.630000000000001,28189.92,15,-6.18%,31733.76,29468.75,13.65%
2021-03-19,Cycle_4,5007.09,7.59,38003.82,49,-4.95%,39981.98,39981.98,14.41%
2021-03-22,Cycle_1,5057.15,1.9999999999999998,10114.30,1,1.00%,12231.18,10458.73,4.25%
2021-03-22,Cycle_2,5057.15,3.95,19975.75,10,-0.45%,22367.70,20663.61,7.19%
2021-03-22,Cycle_3,5057.15,5.630000000000001,28471.77,16,-5.24%,31733.76,29468.75,13.65%
2021-03-22,Cycle_4,5057.15,7.59,38383.78,50,-4.00%,39981.98,39981.98,14.41%
2021-03-23,Cycle_1,5009.25,1.9999999999999998,10018.49,2,0.04%,12231.18,10458.73,4.25%
2021-03-23,Cycle_2,5009.25,3.95,19786.52,11,-1.39%,22367.70,20663.61,7.19%
2021-03-23,Cycle_3,5009.25,5.630000000000001,28202.05,17,-6.14%,31733.76,29468.75,13.65%
2021-03-23,Cycle_4,5009.25,7.59,38020.18,51,-4.91%,39981.98,39981.98,14.41%
2021-03-24,Cycle_1,4928.69,1.9999999999999998,9857.37,3,-1.57%,12231.18,10458.73,4.25%
2021-03-24,Cycle_2,4928.69,3.95,19468.31,12,-2.98%,22367.70,20663.61,7.19%
2021-03-24,Cycle_3,4928.69,5.630000000000001,27748.50,18,-7.65%,31733.76,29468.75,14.39%
2021-03-24,Cycle_4,4928.69,7.59,37408.72,52,-6.44%,39981.98,39981.98,15.14%
2021-03-25,Cycle_1,4926.35,1.9999999999999998,9852.69,4,-1.61%,12231.18,10458.73,4.25%
2021-03-25,Cycle_2,4926.35,3.95,19459.07,13,-3.03%,22367.70,20663.61,7.19%
2021-03-25,Cycle_3,4926.35,5.630000000000001,27735.33,19,-7.69%,31733.76,29468.75,14.43%
2021-03-25,Cycle_4,4926.35,7.59,37390.97,53,-6.48%,39981.98,39981.98,15.18%
2021-03-26,Cycle_1,5037.99,1.9999999999999998,10075.98,5,0.62%,12231.18,10458.73,4.25%
2021-03-26,Cycle_2,5037.99,3.95,19900.06,14,-0.83%,22367.70,20663.61,7.19%
2021-03-26,Cycle_3,5037.99,5.630000000000001,28363.88,20,-5.60%,31733.76,29468.75,14.43%
2021-03-26,Cycle_4,5037.99,7.59,38238.34,54,-4.36%,39981.98,39981.98,15.18%
2021-03-29,Cycle_1,5046.88,1.9999999999999998,10093.75,6,0.79%,12231.18,10458.73,4.25%
2021-03-29,Cycle_2,5046.88,3.95,19935.17,15,-0.65%,22367.70,20663.61,7.19%
2021-03-29,Cycle_3,5046.88,5.630000000000001,28413.92,21,-5.43%,31733.76,29468.75,14.43%
2021-03-29,Cycle_4,5046.88,7.59,38305.80,55,-4.19%,39981.98,39981.98,15.18%
2021-03-30,Cycle_1,5094.73,1.9999999999999998,10189.46,7,1.75%,12231.18,10458.73,4.25%
2021-03-30,Cycle_2,5094.73,3.95,20124.18,16,0.29%,22367.70,20663.61,7.19%
2021-03-30,Cycle_3,5094.73,5.630000000000001,28683.32,22,-4.54%,31733.76,29468.75,14.43%
2021-03-30,Cycle_4,5094.73,7.59,38668.99,56,-3.28%,39981.98,39981.98,15.18%
2021-03-31,Cycle_1,5048.36,1.9999999999999998,10096.72,8,0.82%,12231.18,10458.73,4.25%
2021-03-31,Cycle_2,5048.36,3.95,19941.02,17,-0.62%,22367.70,20663.61,7.19%
2021-03-31,Cycle_3,5048.36,5.630000000000001,28422.27,23,-5.40%,31733.76,29468.75,14.43%
2021-03-31,Cycle_4,5048.36,7.59,38317.06,57,-4.16%,39981.98,39981.98,15.18%
2021-04-01,Cycle_1,5110.78,1.9699999999999998,10068.23,0,0.00%,12231.18,10305.41,4.25%
2021-04-01,Cycle_2,5110.78,3.95,20187.57,18,0.61%,22367.70,20663.61,7.19%
2021-04-01,Cycle_3,5110.78,5.630000000000001,28773.67,24,-4.23%,31733.76,29468.75,14.43%
2021-04-01,Cycle_4,5110.78,7.59,38790.80,58,-2.98%,39981.98,39981.98,15.18%
2021-04-02,Cycle_1,5161.56,1.9699999999999998,10168.27,1,0.99%,12231.18,10305.41,4.25%
2021-04-02,Cycle_2,5161.56,3.95,20388.15,19,1.60%,22367.70,20663.61,7.19%
2021-04-02,Cycle_3,5161.56,5.630000000000001,29059.57,25,-3.28%,31733.76,29468.75,14.43%
2021-04-02,Cycle_4,5161.56,7.59,39176.22,59,-2.02%,39981.98,39981.98,15.18%
2021-04-06,Cycle_1,5140.34,1.9699999999999998,10126.47,2,0.58%,12231.18,10305.41,4.25%
2021-04-06,Cycle_2,5140.34,3.95,20304.35,20,1.19%,22367.70,20663.61,7.19%
2021-04-06,Cycle_3,5140.34,5.630000000000001,28940.12,26,-3.68%,31733.76,29468.75,14.43%
2021-04-06,Cycle_4,5140.34,7.59,39015.19,60,-2.42%,39981.98,39981.98,15.18%
2021-04-07,Cycle_1,5103.74,1.9699999999999998,10054.37,3,-0.14%,12231.18,10305.41,4.25%
2021-04-07,Cycle_2,5103.74,3.95,20159.78,21,0.47%,22367.70,20663.61,7.19%
2021-04-07,Cycle_3,5103.74,5.630000000000001,28734.07,27,-4.37%,31733.76,29468.75,14.43%
2021-04-07,Cycle_4,5103.74,7.59,38737.41,61,-3.11%,39981.98,39981.98,15.18%
2021-04-08,Cycle_1,5112.21,1.9699999999999998,10071.05,4,0.03%,12231.18,10305.41,4.25%
2021-04-08,Cycle_2,5112.21,3.95,20193.22,22,0.63%,22367.70,20663.61,7.19%
2021-04-08,Cycle_3,5112.21,5.630000000000001,28781.73,28,-4.21%,31733.76,29468.75,14.43%
2021-04-08,Cycle_4,5112.21,7.59,38801.66,62,-2.95%,39981.98,39981.98,15.18%
2021-04-09,Cycle_1,5035.34,1.9699999999999998,9919.61,5,-1.48%,12231.18,10305.41,4.25%
2021-04-09,Cycle_2,5035.34,3.95,19889.58,23,-0.88%,22367.70,20663.61,7.19%
2021-04-09,Cycle_3,5035.34,5.630000000000001,28348.95,29,-5.65%,31733.76,29468.75,14.43%
2021-04-09,Cycle_4,5035.34,7.59,38218.21,63,-4.41%,39981.98,39981.98,15.18%
2021-04-12,Cycle_1,4947.75,2.0199999999999996,9994.45,0,0.00%,12478.57,10552.79,4.25%
2021-04-12,Cycle_2,4947.75,3.95,19543.60,24,-2.60%,22367.70,20663.61,7.19%
2021-04-12,Cycle_3,4947.75,5.630000000000001,27855.81,30,-7.29%,31733.76,29468.75,14.43%
2021-04-12,Cycle_4,4947.75,7.59,37553.39,64,-6.07%,39981.98,39981.98,15.18%
2021-04-13,Cycle_1,4939.64,2.0199999999999996,9978.08,1,-0.16%,12478.57,10552.79,4.25%
2021-04-13,Cycle_2,4939.64,3.95,19511.59,25,-2.76%,22367.70,20663.61,7.19%
2021-04-13,Cycle_3,4939.64,5.630000000000001,27810.19,31,-7.44%,31733.76,29468.75,14.43%
2021-04-13,Cycle_4,4939.64,7.59,37491.90,65,-6.23%,39981.98,39981.98,15.18%
2021-04-14,Cycle_1,4980.63,2.0199999999999996,10060.87,2,0.66%,12478.57,10552.79,4.25%
2021-04-14,Cycle_2,4980.63,3.95,19673.48,26,-1.96%,22367.70,20663.61,7.19%
2021-04-14,Cycle_3,4980.63,5.630000000000001,28040.94,32,-6.67%,31733.76,29468.75,14.43%
2021-04-14,Cycle_4,4980.63,7.59,37802.97,66,-5.45%,39981.98,39981.98,15.18%
2021-04-15,Cycle_1,4948.97,2.0199999999999996,9996.93,3,0.02%,12478.57,10552.79,4.25%
