日期,周期ID,当前价格,持仓数量,当前市值,距上次调仓天数,相对涨跌幅,累计投入,累计净投入,最大回撤
2024-11-18,Cycle_1,3950.38,2.5299999999999994,9994.46,0,0.00%,10396.85,9824.54,2.91%
2024-11-18,Cycle_2,3950.38,5.05,19949.42,1,-0.46%,20669.41,19591.52,5.17%
2024-11-18,Cycle_3,3950.38,7.71,30457.43,11,1.55%,29992.06,29992.06,4.71%
2024-11-18,Cycle_4,3950.38,10.28,40609.91,11,1.55%,39989.41,39989.41,4.71%
2024-11-19,Cycle_1,3976.89,2.5299999999999994,10061.53,1,0.67%,10396.85,9824.54,2.91%
2024-11-19,Cycle_2,3976.89,5.05,20083.30,2,0.20%,20669.41,19591.52,5.17%
2024-11-19,Cycle_3,3976.89,7.71,30661.83,12,2.23%,29992.06,29992.06,4.71%
2024-11-19,Cycle_4,3976.89,10.28,40882.44,12,2.23%,39989.41,39989.41,4.71%
2024-11-20,Cycle_1,3985.77,2.5299999999999994,10084.00,2,0.90%,10396.85,9824.54,2.91%
2024-11-20,Cycle_2,3985.77,5.05,20128.15,3,0.43%,20669.41,19591.52,5.17%
2024-11-20,Cycle_3,3985.77,7.71,30730.31,13,2.46%,29992.06,29992.06,4.71%
2024-11-20,Cycle_4,3985.77,10.28,40973.74,13,2.46%,39989.41,39989.41,4.71%
2024-11-21,Cycle_1,3989.30,2.5299999999999994,10092.92,3,0.99%,10396.85,9824.54,2.91%
2024-11-21,Cycle_2,3989.30,5.05,20145.95,4,0.52%,20669.41,19591.52,5.17%
2024-11-21,Cycle_3,3989.30,7.71,30757.49,14,2.55%,29992.06,29992.06,4.71%
2024-11-21,Cycle_4,3989.30,10.28,41009.98,14,2.55%,39989.41,39989.41,4.71%
2024-11-22,Cycle_1,3865.70,2.5899999999999994,10012.16,0,0.00%,10628.79,10056.49,2.91%
2024-11-22,Cycle_2,3865.70,5.05,19521.78,5,-2.60%,20669.41,19591.52,6.10%
2024-11-22,Cycle_3,3865.70,7.71,29804.54,15,-0.63%,29992.06,29992.06,6.75%
2024-11-22,Cycle_4,3865.70,10.28,39739.38,15,-0.63%,39989.41,39989.41,6.75%
2024-11-25,Cycle_1,3848.09,2.5899999999999994,9966.56,1,-0.46%,10628.79,10056.49,2.91%
2024-11-25,Cycle_2,3848.09,5.05,19432.86,6,-3.04%,20669.41,19591.52,6.52%
2024-11-25,Cycle_3,3848.09,7.71,29668.78,16,-1.08%,29992.06,29992.06,7.18%
2024-11-25,Cycle_4,3848.09,10.28,39558.37,16,-1.08%,39989.41,39989.41,7.18%
2024-11-26,Cycle_1,3840.18,2.5899999999999994,9946.08,2,-0.66%,10628.79,10056.49,2.91%
2024-11-26,Cycle_2,3840.18,5.05,19392.93,7,-3.24%,20669.41,19591.52,6.72%
2024-11-26,Cycle_3,3840.18,7.71,29607.82,17,-1.28%,29992.06,29992.06,7.37%
2024-11-26,Cycle_4,3840.18,10.28,39477.10,17,-1.28%,39989.41,39989.41,7.37%
2024-11-27,Cycle_1,3907.04,2.5899999999999994,10119.25,3,1.07%,10628.79,10056.49,2.91%
2024-11-27,Cycle_2,3907.04,5.05,19730.58,8,-1.56%,20669.41,19591.52,6.72%
2024-11-27,Cycle_3,3907.04,7.71,30123.31,18,0.44%,29992.06,29992.06,7.37%
2024-11-27,Cycle_4,3907.04,10.28,40164.42,18,0.44%,39989.41,39989.41,7.37%
2024-11-28,Cycle_1,3872.55,2.5899999999999994,10029.91,4,0.18%,10628.79,10056.49,2.91%
2024-11-28,Cycle_2,3872.55,5.05,19556.38,9,-2.43%,20669.41,19591.52,6.72%
2024-11-28,Cycle_3,3872.55,7.71,29857.36,19,-0.45%,29992.06,29992.06,7.37%
2024-11-28,Cycle_4,3872.55,10.28,39809.82,19,-0.45%,39989.41,39989.41,7.37%
2024-11-29,Cycle_1,3916.58,2.5899999999999994,10143.95,5,1.32%,10628.79,10056.49,2.91%
2024-11-29,Cycle_2,3916.58,5.05,19778.75,10,-1.32%,20669.41,19591.52,6.72%
2024-11-29,Cycle_3,3916.58,7.71,30196.86,20,0.68%,29992.06,29992.06,7.37%
2024-11-29,Cycle_4,3916.58,10.28,40262.48,20,0.68%,39989.41,39989.41,7.37%
2024-12-02,Cycle_1,3947.63,2.5499999999999994,10066.46,0,0.00%,10628.79,9898.58,2.91%
2024-12-02,Cycle_2,3947.63,5.05,19935.54,11,-0.53%,20669.41,19591.52,6.72%
2024-12-02,Cycle_3,3947.63,7.71,30436.24,21,1.48%,29992.06,29992.06,7.37%
2024-12-02,Cycle_4,3947.63,10.28,40581.66,21,1.48%,39989.41,39989.41,7.37%
2024-12-03,Cycle_1,3951.89,2.5499999999999994,10077.32,1,0.11%,10628.79,9898.58,2.91%
2024-12-03,Cycle_2,3951.89,5.05,19957.05,12,-0.43%,20669.41,19591.52,6.72%
2024-12-03,Cycle_3,3951.89,7.71,30469.08,22,1.59%,29992.06,29992.06,7.37%
2024-12-03,Cycle_4,3951.89,10.28,40625.44,22,1.59%,39989.41,39989.41,7.37%
2024-12-04,Cycle_1,3930.56,2.5499999999999994,10022.92,2,-0.43%,10628.79,9898.58,2.91%
2024-12-04,Cycle_2,3930.56,5.05,19849.31,13,-0.96%,20669.41,19591.52,6.72%
2024-12-04,Cycle_3,3930.56,7.71,30304.59,23,1.04%,29992.06,29992.06,7.37%
2024-12-04,Cycle_4,3930.56,10.28,40406.12,23,1.04%,39989.41,39989.41,7.37%
2024-12-05,Cycle_1,3921.59,2.5499999999999994,10000.05,3,-0.66%,10628.79,9898.58,2.91%
2024-12-05,Cycle_2,3921.59,5.05,19804.02,14,-1.19%,20669.41,19591.52,6.72%
2024-12-05,Cycle_3,3921.59,7.71,30235.44,24,0.81%,29992.06,29992.06,7.37%
2024-12-05,Cycle_4,3921.59,10.28,40313.93,24,0.81%,39989.41,39989.41,7.37%
2024-12-06,Cycle_1,3973.14,2.5499999999999994,10131.51,4,0.65%,10628.79,9898.58,2.91%
2024-12-06,Cycle_2,3973.14,5.05,20064.36,15,0.11%,20669.41,19591.52,6.72%
2024-12-06,Cycle_3,3973.14,7.71,30632.91,25,2.14%,29992.06,29992.06,7.37%
2024-12-06,Cycle_4,3973.14,10.28,40843.88,25,2.14%,39989.41,39989.41,7.37%
2024-12-09,Cycle_1,3966.57,2.5499999999999994,10114.76,5,0.48%,10628.79,9898.58,2.91%
2024-12-09,Cycle_2,3966.57,5.05,20031.18,16,-0.06%,20669.41,19591.52,6.72%
2024-12-09,Cycle_3,3966.57,7.71,30582.26,26,1.97%,29992.06,29992.06,7.37%
2024-12-09,Cycle_4,3966.57,10.28,40776.35,26,1.97%,39989.41,39989.41,7.37%
2024-12-10,Cycle_1,3995.64,2.5499999999999994,10188.87,6,1.22%,10628.79,9898.58,2.91%
2024-12-10,Cycle_2,3995.64,5.05,20177.97,17,0.68%,20669.41,19591.52,6.72%
2024-12-10,Cycle_3,3995.64,7.71,30806.36,27,2.72%,29992.06,29992.06,7.37%
2024-12-10,Cycle_4,3995.64,10.28,41075.15,27,2.72%,39989.41,39989.41,7.37%
2024-12-11,Cycle_1,3988.83,2.5499999999999994,10171.52,7,1.04%,10628.79,9898.58,2.91%
2024-12-11,Cycle_2,3988.83,5.05,20143.60,18,0.50%,20669.41,19591.52,6.72%
2024-12-11,Cycle_3,3988.83,7.71,30753.89,28,2.54%,29992.06,29992.06,7.37%
2024-12-11,Cycle_4,3988.83,10.28,41005.18,28,2.54%,39989.41,39989.41,7.37%
2024-12-12,Cycle_1,4028.50,2.4999999999999996,10071.26,0,0.00%,10628.79,9697.16,2.91%
2024-12-12,Cycle_2,4028.50,5.05,20343.95,19,1.50%,20669.41,19591.52,6.72%
2024-12-12,Cycle_3,4028.50,7.71,31059.77,29,3.56%,29992.06,29992.06,7.37%
2024-12-12,Cycle_4,4028.50,10.28,41413.03,29,3.56%,39989.41,39989.41,7.37%
2024-12-13,Cycle_1,3933.18,2.5399999999999996,9990.28,0,0.00%,10786.12,9854.48,2.91%
2024-12-13,Cycle_2,3933.18,5.05,19862.56,20,-0.90%,20669.41,19591.52,6.72%
2024-12-13,Cycle_3,3933.18,7.71,30324.82,30,1.11%,29992.06,29992.06,7.37%
2024-12-13,Cycle_4,3933.18,10.28,40433.10,30,1.11%,39989.41,39989.41,7.37%
2024-12-16,Cycle_1,3911.84,2.5399999999999996,9936.08,1,-0.54%,10786.12,9854.48,2.91%
2024-12-16,Cycle_2,3911.84,5.05,19754.80,21,-1.44%,20669.41,19591.52,6.72%
2024-12-16,Cycle_3,3911.84,7.71,30160.30,31,0.56%,29992.06,29992.06,7.37%
2024-12-16,Cycle_4,3911.84,10.28,40213.73,31,0.56%,39989.41,39989.41,7.37%
2024-12-17,Cycle_1,3922.03,2.5399999999999996,9961.96,2,-0.28%,10786.12,9854.48,2.91%
2024-12-17,Cycle_2,3922.03,5.05,19806.27,22,-1.18%,20669.41,19591.52,6.72%
2024-12-17,Cycle_3,3922.03,7.71,30238.88,32,0.82%,29992.06,29992.06,7.37%
2024-12-17,Cycle_4,3922.03,10.28,40318.50,32,0.82%,39989.41,39989.41,7.37%
2024-12-18,Cycle_1,3941.89,2.5399999999999996,10012.40,3,0.22%,10786.12,9854.48,2.91%
2024-12-18,Cycle_2,3941.89,5.05,19906.54,23,-0.68%,20669.41,19591.52,6.72%
2024-12-18,Cycle_3,3941.89,7.71,30391.97,33,1.33%,29992.06,29992.06,7.37%
2024-12-18,Cycle_4,3941.89,10.28,40522.63,33,1.33%,39989.41,39989.41,7.37%
2024-12-19,Cycle_1,3945.46,2.5399999999999996,10021.48,4,0.31%,10786.12,9854.48,2.91%
2024-12-19,Cycle_2,3945.46,5.05,19924.59,24,-0.59%,20669.41,19591.52,6.72%
2024-12-19,Cycle_3,3945.46,7.71,30419.52,34,1.43%,29992.06,29992.06,7.37%
2024-12-19,Cycle_4,3945.46,10.28,40559.36,34,1.43%,39989.41,39989.41,7.37%
2024-12-20,Cycle_1,3927.74,2.5399999999999996,9976.47,5,-0.14%,10786.12,9854.48,2.91%
2024-12-20,Cycle_2,3927.74,5.05,19835.11,25,-1.04%,20669.41,19591.52,6.72%
2024-12-20,Cycle_3,3927.74,7.71,30282.91,35,0.97%,29992.06,29992.06,7.37%
2024-12-20,Cycle_4,3927.74,10.28,40377.21,35,0.97%,39989.41,39989.41,7.37%
2024-12-23,Cycle_1,3933.57,2.5399999999999996,9991.27,6,0.01%,10786.12,9854.48,2.91%
2024-12-23,Cycle_2,3933.57,5.05,19864.54,26,-0.89%,20669.41,19591.52,6.72%
2024-12-23,Cycle_3,3933.57,7.71,30327.84,36,1.12%,29992.06,29992.06,7.37%
2024-12-23,Cycle_4,3933.57,10.28,40437.12,36,1.12%,39989.41,39989.41,7.37%
2024-12-24,Cycle_1,3983.69,2.5399999999999996,10118.57,7,1.28%,10786.12,9854.48,2.91%
2024-12-24,Cycle_2,3983.69,5.05,20117.63,27,0.37%,20669.41,19591.52,6.72%
2024-12-24,Cycle_3,3983.69,7.71,30714.24,37,2.41%,29992.06,29992.06,7.37%
2024-12-24,Cycle_4,3983.69,10.28,40952.31,37,2.41%,39989.41,39989.41,7.37%
2024-12-25,Cycle_1,3985.63,2.5399999999999996,10123.50,8,1.33%,10786.12,9854.48,2.91%
2024-12-25,Cycle_2,3985.63,5.05,20127.43,28,0.42%,20669.41,19591.52,6.72%
2024-12-25,Cycle_3,3985.63,7.71,30729.20,38,2.46%,29992.06,29992.06,7.37%
2024-12-25,Cycle_4,3985.63,10.28,40972.27,38,2.46%,39989.41,39989.41,7.37%
2024-12-26,Cycle_1,3987.48,2.5399999999999996,10128.20,9,1.38%,10786.12,9854.48,2.91%
2024-12-26,Cycle_2,3987.48,5.05,20136.77,29,0.47%,20669.41,19591.52,6.72%
2024-12-26,Cycle_3,3987.48,7.71,30743.47,39,2.51%,29992.06,29992.06,7.37%
2024-12-26,Cycle_4,3987.48,10.28,40991.30,39,2.51%,39989.41,39989.41,7.37%
2024-12-27,Cycle_1,3981.03,2.5399999999999996,10111.82,10,1.22%,10786.12,9854.48,2.91%
2024-12-27,Cycle_2,3981.03,5.05,20104.21,30,0.31%,20669.41,19591.52,6.72%
2024-12-27,Cycle_3,3981.03,7.71,30693.75,40,2.34%,29992.06,29992.06,7.37%
2024-12-27,Cycle_4,3981.03,10.28,40925.00,40,2.34%,39989.41,39989.41,7.37%
2024-12-30,Cycle_1,3999.05,2.5399999999999996,10157.60,11,1.67%,10786.12,9854.48,2.91%
2024-12-30,Cycle_2,3999.05,5.05,20195.23,31,0.76%,20669.41,19591.52,6.72%
2024-12-30,Cycle_3,3999.05,7.71,30832.71,41,2.80%,29992.06,29992.06,7.37%
2024-12-30,Cycle_4,3999.05,10.28,41110.28,41,2.80%,39989.41,39989.41,7.37%
2024-12-31,Cycle_1,3934.91,2.5399999999999996,9994.67,12,0.04%,10786.12,9854.48,2.91%
2024-12-31,Cycle_2,3934.91,5.05,19871.30,32,-0.85%,20669.41,19591.52,6.72%
2024-12-31,Cycle_3,3934.91,7.71,30338.16,42,1.15%,29992.06,29992.06,7.37%
2024-12-31,Cycle_4,3934.91,10.28,40450.88,42,1.15%,39989.41,39989.41,7.37%
2025-01-02,Cycle_1,3820.40,2.6299999999999994,10047.64,0,0.00%,11129.96,10198.32,2.91%
2025-01-02,Cycle_2,3820.40,5.05,19293.00,33,-3.74%,20669.41,19591.52,7.20%
2025-01-02,Cycle_3,3820.40,7.71,29455.25,43,-1.79%,29992.06,29992.06,7.85%
2025-01-02,Cycle_4,3820.40,10.28,39273.66,43,-1.79%,39989.41,39989.41,7.85%
2025-01-03,Cycle_1,3775.16,2.6299999999999994,9928.68,1,-1.18%,11129.96,10198.32,2.91%
2025-01-03,Cycle_2,3775.16,5.35,20197.13,0,0.00%,21801.96,20724.07,7.20%
2025-01-03,Cycle_3,3775.16,7.71,29106.52,44,-2.95%,29992.06,29992.06,8.94%
2025-01-03,Cycle_4,3775.16,10.28,38808.69,44,-2.95%,39989.41,39989.41,8.94%
2025-01-06,Cycle_1,3768.97,2.6299999999999994,9912.39,2,-1.35%,11129.96,10198.32,2.91%
2025-01-06,Cycle_2,3768.97,5.35,20163.99,1,-0.16%,21801.96,20724.07,7.20%
2025-01-06,Cycle_3,3768.97,7.71,29058.76,45,-3.11%,29992.06,29992.06,9.09%
2025-01-06,Cycle_4,3768.97,10.28,38745.01,45,-3.11%,39989.41,39989.41,9.09%
2025-01-07,Cycle_1,3796.11,2.6299999999999994,9983.76,3,-0.64%,11129.96,10198.32,2.91%
2025-01-07,Cycle_2,3796.11,5.35,20309.16,2,0.55%,21801.96,20724.07,7.20%
2025-01-07,Cycle_3,3796.11,7.71,29267.97,46,-2.41%,29992.06,29992.06,9.09%
2025-01-07,Cycle_4,3796.11,10.28,39023.96,46,-2.41%,39989.41,39989.41,9.09%
2025-01-08,Cycle_1,3789.22,2.6299999999999994,9965.64,4,-0.82%,11129.96,10198.32,2.91%
2025-01-08,Cycle_2,3789.22,5.35,20272.30,3,0.37%,21801.96,20724.07,7.20%
2025-01-08,Cycle_3,3789.22,7.71,29214.85,47,-2.59%,29992.06,29992.06,9.09%
2025-01-08,Cycle_4,3789.22,10.28,38953.13,47,-2.59%,39989.41,39989.41,9.09%
2025-01-09,Cycle_1,3779.88,2.6299999999999994,9941.08,5,-1.06%,11129.96,10198.32,2.91%
2025-01-09,Cycle_2,3779.88,5.35,20222.34,4,0.12%,21801.96,20724.07,7.20%
2025-01-09,Cycle_3,3779.88,7.71,29142.85,48,-2.83%,29992.06,29992.06,9.09%
2025-01-09,Cycle_4,3779.88,10.28,38857.14,48,-2.83%,39989.41,39989.41,9.09%
2025-01-10,Cycle_1,3732.48,2.6799999999999993,10003.05,0,0.00%,11316.58,10384.94,2.91%
2025-01-10,Cycle_2,3732.48,5.35,19968.77,5,-1.13%,21801.96,20724.07,7.20%
2025-01-10,Cycle_3,3732.48,7.71,28777.43,49,-4.05%,29992.06,29992.06,9.97%
2025-01-10,Cycle_4,3732.48,10.28,38369.90,49,-4.05%,39989.41,39989.41,9.97%
2025-01-13,Cycle_1,3722.51,2.6799999999999993,9976.33,1,-0.27%,11316.58,10384.94,2.91%
2025-01-13,Cycle_2,3722.51,5.35,19915.44,6,-1.39%,21801.96,20724.07,7.20%
2025-01-13,Cycle_3,3722.51,7.71,28700.58,50,-4.31%,29992.06,29992.06,10.21%
2025-01-13,Cycle_4,3722.51,10.28,38267.43,50,-4.31%,39989.41,39989.41,10.21%
2025-01-14,Cycle_1,3820.54,2.6299999999999994,10048.02,0,0.00%,11316.58,10193.92,2.91%
2025-01-14,Cycle_2,3820.54,5.35,20439.89,7,1.20%,21801.96,20724.07,7.20%
2025-01-14,Cycle_3,3820.54,7.71,29456.36,51,-1.79%,29992.06,29992.06,10.21%
2025-01-14,Cycle_4,3820.54,10.28,39275.15,51,-1.79%,39989.41,39989.41,10.21%
2025-01-15,Cycle_1,3796.03,2.6299999999999994,9983.55,1,-0.64%,11316.58,10193.92,2.91%
2025-01-15,Cycle_2,3796.03,5.35,20308.74,8,0.55%,21801.96,20724.07,7.20%
2025-01-15,Cycle_3,3796.03,7.71,29267.36,52,-2.42%,29992.06,29992.06,10.21%
2025-01-15,Cycle_4,3796.03,10.28,39023.15,52,-2.42%,39989.41,39989.41,10.21%
2025-01-16,Cycle_1,3800.38,2.6299999999999994,9995.01,2,-0.53%,11316.58,10193.92,2.91%
2025-01-16,Cycle_2,3800.38,5.35,20332.05,9,0.67%,21801.96,20724.07,7.20%
2025-01-16,Cycle_3,3800.38,7.71,29300.96,53,-2.30%,29992.06,29992.06,10.21%
2025-01-16,Cycle_4,3800.38,10.28,39067.94,53,-2.30%,39989.41,39989.41,10.21%
2025-01-17,Cycle_1,3812.34,2.6299999999999994,10026.46,3,-0.21%,11316.58,10193.92,2.91%
2025-01-17,Cycle_2,3812.34,5.35,20396.03,10,0.98%,21801.96,20724.07,7.20%
2025-01-17,Cycle_3,3812.34,7.71,29393.16,54,-2.00%,29992.06,29992.06,10.21%
2025-01-17,Cycle_4,3812.34,10.28,39190.89,54,-2.00%,39989.41,39989.41,10.21%
2025-01-20,Cycle_1,3829.68,2.6299999999999994,10072.05,4,0.24%,11316.58,10193.92,2.91%
2025-01-20,Cycle_2,3829.68,5.35,20488.77,11,1.44%,21801.96,20724.07,7.20%
2025-01-20,Cycle_3,3829.68,7.71,29526.81,55,-1.55%,29992.06,29992.06,10.21%
2025-01-20,Cycle_4,3829.68,10.28,39369.07,55,-1.55%,39989.41,39989.41,10.21%
2025-01-21,Cycle_1,3832.61,2.6299999999999994,10079.78,5,0.32%,11316.58,10193.92,2.91%
2025-01-21,Cycle_2,3832.61,5.35,20504.49,12,1.52%,21801.96,20724.07,7.20%
2025-01-21,Cycle_3,3832.61,7.71,29549.46,56,-1.48%,29992.06,29992.06,10.21%
2025-01-21,Cycle_4,3832.61,10.28,39399.28,56,-1.48%,39989.41,39989.41,10.21%
2025-01-22,Cycle_1,3797.02,2.6299999999999994,9986.15,6,-0.62%,11316.58,10193.92,2.91%
2025-01-22,Cycle_2,3797.02,5.35,20314.04,13,0.58%,21801.96,20724.07,7.20%
2025-01-22,Cycle_3,3797.02,7.71,29275.00,57,-2.39%,29992.06,29992.06,10.21%
2025-01-22,Cycle_4,3797.02,10.28,39033.33,57,-2.39%,39989.41,39989.41,10.21%
2025-01-23,Cycle_1,3803.74,2.6299999999999994,10003.85,7,-0.44%,11316.58,10193.92,2.91%
2025-01-23,Cycle_2,3803.74,5.35,20350.03,14,0.76%,21801.96,20724.07,7.20%
2025-01-23,Cycle_3,3803.74,7.71,29326.87,58,-2.22%,29992.06,29992.06,10.21%
2025-01-23,Cycle_4,3803.74,10.28,39102.49,58,-2.22%,39989.41,39989.41,10.21%
2025-01-24,Cycle_1,3832.86,2.6299999999999994,10080.43,8,0.32%,11316.58,10193.92,2.91%
2025-01-24,Cycle_2,3832.86,5.35,20505.82,15,1.53%,21801.96,20724.07,7.20%
2025-01-24,Cycle_3,3832.86,7.71,29551.38,59,-1.47%,29992.06,29992.06,10.21%
2025-01-24,Cycle_4,3832.86,10.28,39401.84,59,-1.47%,39989.41,39989.41,10.21%
2025-01-27,Cycle_1,3817.08,2.6299999999999994,10038.92,9,-0.09%,11316.58,10193.92,2.91%
2025-01-27,Cycle_2,3817.08,5.35,20421.38,16,1.11%,21801.96,20724.07,7.20%
2025-01-27,Cycle_3,3817.08,7.71,29429.69,60,-1.88%,29992.06,29992.06,10.21%
2025-01-27,Cycle_4,3817.08,10.28,39239.58,60,-1.88%,39989.41,39989.41,10.21%
2025-02-05,Cycle_1,3795.08,2.6299999999999994,9981.07,10,-0.67%,11316.58,10193.92,2.91%
2025-02-05,Cycle_2,3795.08,5.35,20303.70,17,0.53%,21801.96,20724.07,7.20%
2025-02-05,Cycle_3,3795.08,7.71,29260.10,61,-2.44%,29992.06,29992.06,10.21%
2025-02-05,Cycle_4,3795.08,10.28,39013.47,61,-2.44%,39989.41,39989.41,10.21%
2025-02-06,Cycle_1,3842.83,2.6299999999999994,10106.65,11,0.58%,11316.58,10193.92,2.91%
2025-02-06,Cycle_2,3842.83,5.35,20559.15,18,1.79%,21801.96,20724.07,7.20%
2025-02-06,Cycle_3,3842.83,7.71,29628.23,62,-1.21%,29992.06,29992.06,10.21%
2025-02-06,Cycle_4,3842.83,10.28,39504.31,62,-1.21%,39989.41,39989.41,10.21%
2025-02-07,Cycle_1,3892.70,2.6299999999999994,10237.81,12,1.89%,11316.58,10193.92,2.91%
2025-02-07,Cycle_2,3892.70,5.35,20825.96,19,3.11%,21801.96,20724.07,7.20%
2025-02-07,Cycle_3,3892.70,7.71,30012.74,63,0.07%,29992.06,29992.06,10.21%
2025-02-07,Cycle_4,3892.70,10.28,40016.98,63,0.07%,39989.41,39989.41,10.21%
2025-02-10,Cycle_1,3901.06,2.5899999999999994,10103.75,0,0.00%,11316.58,10037.87,2.91%
2025-02-10,Cycle_2,3901.06,5.35,20870.68,20,3.33%,21801.96,20724.07,7.20%
2025-02-10,Cycle_3,3901.06,7.71,30077.19,64,0.28%,29992.06,29992.06,10.21%
2025-02-10,Cycle_4,3901.06,10.28,40102.92,64,0.28%,39989.41,39989.41,10.21%
2025-02-11,Cycle_1,3883.14,2.5899999999999994,10057.32,1,-0.46%,11316.58,10037.87,2.91%
2025-02-11,Cycle_2,3883.14,5.35,20774.77,21,2.86%,21801.96,20724.07,7.20%
2025-02-11,Cycle_3,3883.14,7.71,29938.97,65,-0.18%,29992.06,29992.06,10.21%
2025-02-11,Cycle_4,3883.14,10.28,39918.63,65,-0.18%,39989.41,39989.41,10.21%
2025-02-12,Cycle_1,3919.86,2.5899999999999994,10152.44,2,0.48%,11316.58,10037.87,2.91%
2025-02-12,Cycle_2,3919.86,5.35,20971.26,22,3.83%,21801.96,20724.07,7.20%
2025-02-12,Cycle_3,3919.86,7.71,30222.13,66,0.77%,29992.06,29992.06,10.21%
2025-02-12,Cycle_4,3919.86,10.28,40296.18,66,0.77%,39989.41,39989.41,10.21%
2025-02-13,Cycle_1,3905.14,2.5899999999999994,10114.31,3,0.10%,11316.58,10037.87,2.91%
2025-02-13,Cycle_2,3905.14,5.35,20892.50,23,3.44%,21801.96,20724.07,7.20%
2025-02-13,Cycle_3,3905.14,7.71,30108.63,67,0.39%,29992.06,29992.06,10.21%
2025-02-13,Cycle_4,3905.14,10.28,40144.84,67,0.39%,39989.41,39989.41,10.21%
