日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,信号
2021-01-04,5267.72,15.79,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-05,5368.50,16.03,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-06,5417.67,16.19,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-07,5513.66,16.45,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-08,5495.43,16.42,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-11,5441.16,16.26,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-12,5596.35,16.68,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-13,5577.97,16.66,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-14,5470.46,16.41,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-15,5458.08,16.34,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-18,5518.52,16.46,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-19,5437.52,16.28,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-20,5476.43,16.35,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-21,5564.97,16.58,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-22,5569.78,16.52,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-25,5625.92,16.65,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-26,5512.97,16.37,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-27,5528.00,16.41,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-28,5377.14,16.00,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-01-29,5351.96,15.95,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-01,5417.65,16.10,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-02,5501.09,16.29,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-03,5485.20,16.22,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-04,5473.95,16.09,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-05,5483.41,16.15,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-08,5564.56,16.33,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-09,5686.25,16.64,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-10,5807.72,16.99,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-18,5768.38,16.92,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-19,5778.84,16.95,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-22,5597.33,16.59,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-23,5579.67,16.54,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-24,5437.57,16.13,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-25,5469.56,16.26,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-02-26,5336.76,15.87,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-03-01,5418.78,16.00,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-03-02,5349.63,15.78,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-03-03,5452.21,16.12,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-03-04,5280.71,15.69,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-03-05,5262.80,15.69,1.0000,0.00,100000.00,100000.00,0.0000,持有
2021-03-08,5080.02,15.22,0.9893,0.00,100000.00,100000.00,0.0000,持有
2021-03-09,4971.00,14.93,0.9737,0.00,100000.00,100000.00,0.0000,持有
2021-03-10,5003.61,14.97,0.9754,0.00,100000.00,100000.00,0.0000,持有
2021-03-11,5128.22,15.31,0.9934,0.00,100000.00,100000.00,0.0000,持有
2021-03-12,5146.38,15.35,0.9943,0.00,100000.00,100000.00,0.0000,持有
2021-03-15,5035.54,15.11,0.9828,0.00,100000.00,100000.00,0.0000,持有
2021-03-16,5079.36,15.23,0.9901,0.00,100000.00,100000.00,0.0000,持有
2021-03-17,5100.86,15.25,0.9910,0.00,100000.00,100000.00,0.0000,持有
2021-03-18,5141.77,15.34,0.9943,0.00,100000.00,100000.00,0.0000,持有
2021-03-19,5007.09,14.95,0.9737,0.00,100000.00,100000.00,0.0000,持有
2021-03-22,5057.15,15.09,0.9819,0.00,100000.00,100000.00,0.0000,持有
2021-03-23,5009.25,14.96,0.9754,0.00,100000.00,100000.00,0.0000,持有
2021-03-24,4928.69,14.76,0.9704,0.00,100000.00,100000.00,0.0000,持有
2021-03-25,4926.35,14.71,0.9672,0.00,100000.00,100000.00,0.0000,持有
2021-03-26,5037.99,14.98,0.9754,0.00,100000.00,100000.00,0.0000,持有
