日期,操作类型,成交价格,数量,金额,当前估值,估值分位点,目标仓位,手续费
2022-03-15,买入,4125.49,7,28878.43,10.98,24.30%,0.30,1.44
2022-03-16,买入,4053.10,10,40531.00,11.38,10.43%,0.70,2.03
2022-04-26,买入,3822.49,8,30579.92,10.67,7.14%,1.00,1.53
2024-10-09,卖出,4168.84,-7,27997.02,12.38,73.89%,0.70,1.46
