日期,当前价格,持仓数量,当前市值,累计投入,净投入,最大回撤
2024-11-04,3944.76,12.85,50690.19,49986.76,49986.76,0.00%
2024-11-05,4044.57,12.85,51972.76,49986.76,49986.76,0.00%
2024-11-06,4024.28,12.85,51712.04,49986.76,49986.76,0.50%
2024-11-07,4145.70,10.44,43281.06,49986.76,39995.64,16.72%
2024-11-08,4104.05,10.44,42846.25,49986.76,39995.64,17.56%
2024-11-11,4131.13,10.44,43129.01,49986.76,39995.64,17.56%
2024-11-12,4085.74,10.44,42655.16,49986.76,39995.64,17.93%
2024-11-13,4110.89,10.44,42917.69,49986.76,39995.64,17.93%
2024-11-14,4039.62,10.44,42173.62,49986.76,39995.64,18.85%
2024-11-15,3968.83,10.44,41434.59,49986.76,39995.64,20.28%
2024-11-18,3950.38,10.44,41241.97,49986.76,39995.64,20.65%
2024-11-19,3976.89,10.44,41518.74,49986.76,39995.64,20.65%
2024-11-20,3985.77,10.44,41611.47,49986.76,39995.64,20.65%
2024-11-21,3989.30,10.44,41648.27,49986.76,39995.64,20.65%
2024-11-22,3865.70,13.03,50370.06,59998.92,50007.80,20.65%
2024-11-25,3848.09,13.03,50140.62,59998.92,50007.80,20.65%
2024-11-26,3840.18,13.03,50037.61,59998.92,50007.80,20.65%
2024-11-27,3907.04,13.03,50908.79,59998.92,50007.80,20.65%
2024-11-28,3872.55,13.03,50459.33,59998.92,50007.80,20.65%
2024-11-29,3916.58,13.03,51033.08,59998.92,50007.80,20.65%
2024-12-02,3947.63,13.03,51437.64,59998.92,50007.80,20.65%
2024-12-03,3951.89,13.03,51493.14,59998.92,50007.80,20.65%
2024-12-04,3930.56,13.03,51215.16,59998.92,50007.80,20.65%
2024-12-05,3921.59,13.03,51098.29,59998.92,50007.80,20.65%
2024-12-06,3973.14,13.03,51770.02,59998.92,50007.80,20.65%
2024-12-09,3966.57,13.03,51684.42,59998.92,50007.80,20.65%
2024-12-10,3995.64,13.03,52063.15,59998.92,50007.80,20.65%
2024-12-11,3988.83,13.03,51974.47,59998.92,50007.80,20.65%
2024-12-12,4028.50,13.03,52491.42,59998.92,50007.80,20.65%
2024-12-13,3933.18,13.03,51249.35,59998.92,50007.80,20.65%
2024-12-16,3911.84,13.03,50971.30,59998.92,50007.80,20.65%
2024-12-17,3922.03,13.03,51104.10,59998.92,50007.80,20.65%
2024-12-18,3941.89,13.03,51362.83,59998.92,50007.80,20.65%
2024-12-19,3945.46,13.03,51409.39,59998.92,50007.80,20.65%
2024-12-20,3927.74,13.03,51178.51,59998.92,50007.80,20.65%
2024-12-23,3933.57,13.03,51254.44,59998.92,50007.80,20.65%
2024-12-24,3983.69,13.03,51907.46,59998.92,50007.80,20.65%
2024-12-25,3985.63,13.03,51932.75,59998.92,50007.80,20.65%
2024-12-26,3987.48,13.03,51956.87,59998.92,50007.80,20.65%
2024-12-27,3981.03,13.03,51872.83,59998.92,50007.80,20.65%
2024-12-30,3999.05,13.03,52107.69,59998.92,50007.80,20.65%
2024-12-31,3934.91,13.03,51271.89,59998.92,50007.80,20.65%
2025-01-02,3820.40,13.03,49779.75,59998.92,50007.80,20.65%
2025-01-03,3775.16,13.03,49190.40,59998.92,50007.80,20.65%
2025-01-06,3768.97,13.03,49109.68,59998.92,50007.80,20.65%
2025-01-07,3796.11,13.03,49463.25,59998.92,50007.80,20.65%
2025-01-08,3789.22,13.03,49373.48,59998.92,50007.80,20.65%
2025-01-09,3779.88,13.03,49251.80,59998.92,50007.80,20.65%
2025-01-10,3732.48,13.03,48634.22,59998.92,50007.80,20.65%
2025-01-13,3722.51,13.03,48504.34,59998.92,50007.80,20.65%
2025-01-14,3820.54,13.03,49781.63,59998.92,50007.80,20.65%
2025-01-15,3796.03,13.03,49462.22,59998.92,50007.80,20.65%
2025-01-16,3800.38,13.03,49519.00,59998.92,50007.80,20.65%
2025-01-17,3812.34,13.03,49674.83,59998.92,50007.80,20.65%
2025-01-20,3829.68,13.03,49900.68,59998.92,50007.80,20.65%
