日期,当前价格,持仓数量,当前市值,累计投入,净投入,最大回撤
2023-09-13,3736.65,14.659999999999997,54779.31,98039.54,60069.82,11.45%
2023-09-14,3733.51,14.659999999999997,54733.22,98039.54,60069.82,11.45%
2023-09-15,3708.78,15.199999999999996,56373.40,100042.28,62072.56,11.45%
2023-09-18,3727.71,15.199999999999996,56661.21,100042.28,62072.56,11.45%
2023-09-19,3720.50,15.199999999999996,56551.63,100042.28,62072.56,11.45%
2023-09-20,3705.69,15.199999999999996,56326.48,100042.28,62072.56,11.45%
2023-09-21,3672.44,15.199999999999996,55821.16,100042.28,62072.56,11.45%
2023-09-22,3738.93,15.199999999999996,56831.78,100042.28,62072.56,11.45%
2023-09-25,3714.60,15.199999999999996,56461.98,100042.28,62072.56,11.45%
2023-09-26,3692.89,15.199999999999996,56131.97,100042.28,62072.56,11.45%
2023-09-27,3700.49,15.199999999999996,56247.52,100042.28,62072.56,11.45%
2023-09-28,3689.52,15.199999999999996,56080.66,100042.28,62072.56,11.45%
2023-10-09,3684.73,15.199999999999996,56007.85,100042.28,62072.56,11.45%
2023-10-10,3657.13,15.749999999999996,57599.73,102053.70,64083.97,11.45%
2023-10-11,3667.55,15.749999999999996,57763.89,102053.70,64083.97,11.45%
2023-10-12,3702.38,15.209999999999997,56313.24,102053.70,62084.69,11.45%
2023-10-13,3663.41,15.759999999999998,57735.35,104068.58,64099.56,11.45%
2023-10-16,3626.60,16.31,59149.80,106063.21,66094.19,11.45%
2023-10-17,3639.40,16.31,59358.64,106063.21,66094.19,11.45%
2023-10-18,3610.58,16.31,58888.51,106063.21,66094.19,11.45%
2023-10-19,3533.54,16.88,59646.23,108077.33,68108.31,11.45%
2023-10-20,3510.59,16.88,59258.74,108077.33,68108.31,11.45%
2023-10-23,3474.24,17.459999999999997,60660.30,110092.39,70123.37,11.45%
2023-10-24,3487.13,17.459999999999997,60885.29,110092.39,70123.37,11.45%
2023-10-25,3504.46,17.459999999999997,61187.83,110092.39,70123.37,11.45%
2023-10-26,3514.14,16.889999999999997,59353.91,110092.39,68120.31,11.45%
2023-10-27,3562.39,16.33,58173.75,110092.39,66125.38,11.45%
2023-10-30,3583.77,16.33,58522.99,110092.39,66125.38,11.45%
2023-10-31,3572.51,16.33,58339.02,110092.39,66125.38,11.45%
2023-11-01,3571.03,16.33,58314.87,110092.39,66125.38,11.45%
2023-11-02,3554.19,16.33,58039.90,110092.39,66125.38,11.45%
2023-11-03,3584.14,16.33,58528.95,110092.39,66125.38,11.45%
2023-11-06,3632.61,15.779999999999998,57322.56,110092.39,64127.44,11.45%
2023-11-07,3619.76,15.779999999999998,57119.80,110092.39,64127.44,11.45%
2023-11-08,3611.07,15.779999999999998,56982.72,110092.39,64127.44,11.45%
2023-11-09,3612.83,15.779999999999998,57010.40,110092.39,64127.44,11.45%
2023-11-10,3586.49,16.339999999999996,58603.24,112100.82,66135.88,11.45%
2023-11-13,3579.41,16.339999999999996,58487.63,112100.82,66135.88,11.45%
2023-11-14,3582.06,16.339999999999996,58530.83,112100.82,66135.88,11.45%
2023-11-15,3607.25,16.339999999999996,58942.39,112100.82,66135.88,11.45%
2023-11-16,3572.36,16.339999999999996,58372.43,112100.82,66135.88,11.45%
2023-11-17,3568.07,16.339999999999996,58302.24,112100.82,66135.88,11.45%
2023-11-20,3576.32,16.339999999999996,58437.12,112100.82,66135.88,11.45%
2023-11-21,3581.07,16.339999999999996,58514.64,112100.82,66135.88,11.45%
2023-11-22,3544.42,16.899999999999995,59900.63,114085.70,68120.75,11.45%
2023-11-23,3561.52,16.899999999999995,60189.69,114085.70,68120.75,11.45%
2023-11-24,3538.01,16.899999999999995,59792.35,114085.70,68120.75,11.45%
2023-11-27,3511.94,16.899999999999995,59351.83,114085.70,68120.75,11.45%
2023-11-28,3518.52,16.899999999999995,59463.04,114085.70,68120.75,11.45%
2023-11-29,3488.31,17.469999999999995,60940.73,116074.03,70109.08,11.45%
2023-11-30,3496.20,17.469999999999995,61078.66,116074.03,70109.08,11.45%
2023-12-01,3482.88,17.469999999999995,60845.94,116074.03,70109.08,11.45%
2023-12-04,3460.14,17.469999999999995,60448.61,116074.03,70109.08,11.45%
2023-12-05,3394.26,18.059999999999995,61300.28,118076.64,72111.70,11.45%
2023-12-06,3399.60,18.059999999999995,61396.74,118076.64,72111.70,11.45%
2023-12-07,3391.28,18.059999999999995,61246.56,118076.64,72111.70,11.45%
2023-12-08,3399.46,18.059999999999995,61394.28,118076.64,72111.70,11.45%
2023-12-11,3419.45,18.059999999999995,61755.35,118076.64,72111.70,11.45%
2023-12-12,3426.80,18.059999999999995,61888.06,118076.64,72111.70,11.45%
2023-12-13,3369.61,18.059999999999995,60855.07,118076.64,72111.70,11.45%
2023-12-14,3351.96,18.659999999999997,62547.65,120087.82,74122.87,11.45%
2023-12-15,3341.55,18.659999999999997,62353.35,120087.82,74122.87,11.45%
2023-12-18,3329.37,18.659999999999997,62125.96,120087.82,74122.87,11.45%
2023-12-19,3334.04,18.659999999999997,62213.21,120087.82,74122.87,11.45%
2023-12-20,3297.50,19.269999999999996,63542.87,122099.30,76134.35,11.45%
2023-12-21,3330.87,18.669999999999995,62187.34,122099.30,74135.83,11.45%
2023-12-22,3337.23,18.669999999999995,62306.05,122099.30,74135.83,11.45%
2023-12-25,3347.45,18.669999999999995,62496.91,122099.30,74135.83,11.45%
2023-12-26,3324.79,18.669999999999995,62073.83,122099.30,74135.83,11.45%
2023-12-27,3336.36,18.669999999999995,62289.79,122099.30,74135.83,11.45%
2023-12-28,3414.54,18.079999999999995,61734.89,122099.30,72121.25,11.45%
2023-12-29,3431.11,18.079999999999995,62034.47,122099.30,72121.25,11.45%
2024-01-02,3386.35,18.079999999999995,61225.25,122099.30,72121.25,11.45%
2024-01-03,3378.30,18.669999999999995,63072.81,124092.49,74114.44,11.45%
2024-01-04,3347.05,18.669999999999995,62489.46,124092.49,74114.44,11.45%
2024-01-05,3329.11,19.269999999999996,64151.98,126089.96,76111.91,11.45%
2024-01-08,3286.06,19.879999999999995,65326.80,128094.45,78116.41,11.45%
2024-01-09,3292.50,19.879999999999995,65454.89,128094.45,78116.41,11.45%
2024-01-10,3277.13,19.879999999999995,65149.32,128094.45,78116.41,11.45%
2024-01-11,3295.67,19.879999999999995,65517.95,128094.45,78116.41,11.45%
2024-01-12,3284.17,19.879999999999995,65289.23,128094.45,78116.41,11.45%
2024-01-15,3280.92,19.879999999999995,65224.68,128094.45,78116.41,11.45%
2024-01-16,3300.88,19.879999999999995,65621.42,128094.45,78116.41,11.45%
2024-01-17,3229.08,20.499999999999996,66196.18,130096.49,80118.44,11.45%
2024-01-18,3274.73,19.889999999999997,65134.35,130096.49,78120.85,11.45%
2024-01-19,3269.78,19.889999999999997,65035.85,130096.49,78120.85,11.45%
2024-01-22,3218.90,20.509999999999998,66019.67,132092.20,80116.57,11.45%
2024-01-23,3231.93,20.509999999999998,66286.94,132092.20,80116.57,11.45%
2024-01-24,3277.11,19.9,65214.47,132092.20,78117.53,11.45%
2024-01-25,3342.92,19.299999999999997,64518.33,132092.20,76111.78,11.45%
2024-01-26,3333.82,19.299999999999997,64342.75,132092.20,76111.78,11.45%
2024-01-29,3303.96,19.909999999999997,65781.85,134107.62,78127.20,11.45%
2024-01-30,3245.04,20.529999999999998,66620.64,136119.54,80139.12,11.45%
2024-01-31,3215.35,20.529999999999998,66011.17,136119.54,80139.12,11.45%
2024-02-01,3217.71,20.529999999999998,66059.60,136119.54,80139.12,11.45%
