日期,收盘价,估值指标,估值分位点,持仓市值,现金,总资产,仓位比例,信号
2015-01-05,10.61,21.56,0.3699,0.00,100000.00,100000.00,0.0000,买入(补至30%)
2015-01-06,10.66,21.65,0.3766,30111.28,70280.25,100391.53,0.2999,持有
2015-01-07,10.33,20.99,0.3272,29194.24,70280.25,99474.49,0.2935,买入(补至50%)
2015-01-08,10.21,20.75,0.3164,49164.95,49791.65,98956.59,0.4968,持有
2015-01-09,10.04,20.39,0.3039,48323.79,49791.65,98115.43,0.4925,持有
2015-01-12,10.05,20.41,0.3062,48358.12,49791.65,98149.77,0.4927,持有
2015-01-13,10.11,20.55,0.3103,48684.28,49791.65,98475.93,0.4944,持有
2015-01-14,9.82,19.95,0.2672,47259.46,49791.65,97051.11,0.4870,持有
2015-01-15,9.91,20.13,0.2810,47705.79,49791.65,97497.44,0.4893,持有
2015-01-16,10.00,20.31,0.2921,48134.95,49791.65,97926.60,0.4915,持有
2015-01-19,9.41,19.13,0.2003,45319.64,49791.65,95111.29,0.4765,买入(补至80%)
2015-01-20,9.66,19.63,0.2419,78073.62,18756.67,96830.29,0.8063,持有
2015-01-21,9.92,20.15,0.2843,80148.67,18756.67,98905.34,0.8104,持有
2015-01-22,9.90,20.12,0.2815,80033.39,18756.67,98790.06,0.8101,持有
2015-01-23,9.86,20.04,0.2795,79716.37,18756.67,98473.04,0.8095,持有
2015-01-26,10.18,20.68,0.3183,82281.35,18756.67,101038.03,0.8144,持有
2015-01-27,10.05,20.42,0.3120,81243.83,18756.67,100000.50,0.8124,持有
2015-01-28,9.90,20.10,0.2814,79975.75,18756.67,98732.42,0.8100,持有
2015-01-29,9.74,19.79,0.2543,78707.66,18756.67,97464.33,0.8076,持有
2015-01-30,9.74,19.78,0.2541,78678.84,18756.67,97435.51,0.8075,持有
2015-02-02,9.54,19.39,0.2211,77122.56,18756.67,95879.23,0.8044,持有
2015-02-03,9.70,19.71,0.2494,78390.64,18756.67,97147.31,0.8069,持有
2015-02-04,9.74,19.79,0.2560,78707.66,18756.67,97464.33,0.8076,持有
2015-02-05,9.63,19.57,0.2377,77843.06,18756.67,96599.73,0.8058,持有
2015-02-06,9.54,19.39,0.2203,77122.56,18756.67,95879.23,0.8044,持有
2015-02-09,9.80,19.92,0.2674,79226.42,18756.67,97983.10,0.8086,持有
2015-02-10,9.85,20.02,0.2801,79629.91,18756.67,98386.58,0.8094,持有
2015-02-11,9.80,19.92,0.2670,79226.42,18756.67,97983.10,0.8086,持有
2015-02-12,10.05,20.41,0.3165,81186.19,18756.67,99942.86,0.8123,持有
2015-02-13,10.12,20.56,0.3239,81791.41,18756.67,100548.08,0.8135,持有
2015-02-16,10.11,20.54,0.3219,81704.95,18756.67,100461.62,0.8133,持有
2015-02-17,10.08,20.49,0.3216,81503.21,18756.67,100259.88,0.8129,持有
2015-02-25,9.98,20.29,0.2991,80696.25,18756.67,99452.92,0.8114,持有
2015-02-26,10.17,20.67,0.3279,82223.71,18756.67,100980.39,0.8143,持有
2015-02-27,10.07,20.46,0.3191,81387.93,18756.67,100144.60,0.8127,持有
2015-03-02,9.98,20.29,0.2984,80696.25,18756.67,99452.92,0.8114,持有
2015-03-03,9.83,19.97,0.2751,79428.16,18756.67,98184.84,0.8090,持有
2015-03-04,9.91,20.13,0.2877,80062.21,18756.67,98818.88,0.8102,持有
2015-03-05,9.71,19.73,0.2500,78477.10,18756.67,97233.77,0.8071,持有
2015-03-06,9.71,19.74,0.2515,78505.92,18756.67,97262.59,0.8072,持有
2015-03-09,9.78,19.88,0.2640,79082.32,18756.67,97839.00,0.8083,持有
2015-03-10,9.71,19.74,0.2511,78505.92,18756.67,97262.59,0.8072,持有
2015-03-11,9.69,19.69,0.2441,78333.00,18756.67,97089.67,0.8068,持有
2015-03-12,9.81,19.92,0.2693,79255.24,18756.67,98011.92,0.8086,持有
2015-03-13,9.79,19.89,0.2657,79139.96,18756.67,97896.64,0.8084,持有
2015-03-16,10.02,20.36,0.3153,80984.45,18756.67,99741.12,0.8119,持有
