日期,操作类型,成交价格,数量,金额,当前估值,估值分位点,目标仓位,手续费
2015-06-23,买入,28.13,1073,30181.93,2.45,29.53%,0.30,0.00
2015-07-31,买入,23.77,1317,31303.03,1.94,19.71%,0.60,0.00
2015-08-24,买入,19.91,1448,28830.68,1.46,6.58%,0.90,0.00
2015-08-25,买入,17.68,523,9247.33,1.39,0.00%,1.00,0.00
